Name,AccountCreationDate,Followers,Following,Favorites,Tweets,Lists,Verified,Protected,DefaultProfile,LastPosted
Seeroktic,2017-11-08,0,20,3,0,0,0,0,1,
chedda98,2020-11-07,0,37,1,0,0,0,0,1,
QykjNSjPFGzz4UU,2020-11-07,0,3,1,0,0,0,0,1,
GregoryHuston8,2020-11-07,0,3,0,0,0,0,0,1,
bdizzzy12,2009-06-21,32,783,197,1956,1,0,1,1,
ReddySukruth,2012-04-30,16,4,0,0,0,0,0,1,
Ishel77,2020-10-16,6,69,165,0,0,0,0,1,
lakarherrera,2017-01-30,1,31,3,0,0,0,0,1,
matt_roussin,2020-11-07,1,3,0,0,0,0,0,1,
maverickandre10,2020-11-07,0,34,4,0,0,0,0,1,
xChy8x,2020-09-27,0,87,248,0,0,0,0,1,
MAbinanti,2014-11-05,16,24,1,0,1,0,0,1,
LukeSockhill,2020-11-07,0,8,0,0,0,0,0,1,
NeetuSh91197102,2020-11-07,0,20,0,0,0,0,0,1,
Hermione_xinru,2020-11-06,0,1,2,0,0,0,0,1,
Milad45170205,2020-11-07,0,3,1,0,0,0,0,1,
EdmilsonVaz17,2020-11-07,0,60,0,0,0,0,0,1,
xQFnL94bxZ1saUI,2020-11-07,0,2,0,0,0,0,0,1,
Trumpismylovef1,2020-11-07,0,14,0,0,0,0,0,1,
nganbe4,2020-11-07,0,2,0,0,0,0,0,1,
CavacoShelly,2020-11-07,0,6,0,0,0,0,0,1,
lore_love03,2012-05-10,20,76,15,44,0,0,1,1,
Kiran31142281,2020-11-07,0,15,1,0,0,0,0,1,
winley_ng,2020-11-07,0,26,1,0,0,0,0,1,
DeeMari15606880,2017-02-15,3,19,9,0,0,0,0,1,
OlliB05638127,2020-11-07,0,6,0,0,0,0,0,1,
hjchoi18365227,2020-11-07,0,1,0,0,0,0,0,1,
Courtne25506786,2020-09-16,0,13,4,0,0,0,0,1,
harefa_ferdi,2020-11-07,0,33,0,0,0,0,0,1,
DeschlerMax,2020-11-07,0,35,0,0,0,0,0,1,
SZucknick,2020-11-07,0,3,0,0,0,0,0,1,
SachsGabby,2020-11-07,1,10,12,0,0,0,0,1,
Linh08576139,2020-11-07,0,1,0,0,0,0,0,1,
BurkeyRemmel,2020-07-15,1,1,0,0,0,0,0,1,
XDtvVskIwxFvDpP,2020-11-05,0,2,0,0,0,0,0,1,
guyenvanquan,2016-05-15,5,23,8,1,0,0,1,0,
morris5590,2020-11-07,0,6,0,0,0,0,0,1,
Mercy_Tanui8,2020-08-20,8,22,7,0,0,0,0,1,
geo102,2009-06-20,15,186,2479,373,0,0,1,1,
Fabulou49863477,2020-10-23,0,3,0,0,0,0,0,1,
ikukokuki,2012-03-05,15,60,0,269,0,0,1,1,
LeibmanZack,2019-08-23,1,24,92,0,0,0,0,1,
Huyen03324061,2020-11-07,0,18,0,0,0,0,0,1,
2y3vwwFvNLoPXoL,2020-11-07,0,8,0,0,0,0,0,1,
ClintYates13,2020-11-06,0,2,0,0,0,0,0,1,
X5EX1,2020-11-05,0,4,0,0,0,0,0,1,
KrygerKatja,2020-11-07,0,12,0,0,0,0,0,1,
danieleguney,2016-11-18,1,134,22,3,0,0,1,1,
cnenkis,2020-11-07,0,1,0,0,0,0,0,1,
kaylangg,2009-04-09,110,246,106,19,2,0,1,0,
skmando11,2020-11-07,0,5,0,0,0,0,0,1,
qxqxbee,2015-04-07,22,103,3763,5435,0,0,1,1,
SZBG24,2020-11-07,0,1,0,0,0,0,0,1,
RedRove84797004,2020-11-06,0,8,0,0,0,0,0,1,
CloseoutNews,2012-06-17,34,76,0,0,0,0,0,0,
ali_sawafta2020,2020-09-20,0,23,0,0,0,0,0,1,
E34447660,2020-11-07,1,49,0,0,0,0,0,1,
rA5wQdJjfmsdbnO,2020-09-01,0,32,154,17,0,0,1,1,
ThomasMetje,2020-11-07,0,10,0,0,0,0,0,1,
Hironob53840149,2020-04-21,0,3,2,0,0,0,0,1,
Lucia1874,2018-05-11,0,26,524,9,0,0,1,1,
neilwnak,2020-02-19,0,4,22,5,0,0,1,1,
DanielR98779521,2020-07-10,0,3,0,0,0,0,0,1,
thazualli,2020-11-07,0,11,0,0,0,0,1,1,
Nativid93928908,2020-10-31,1,71,1,0,0,0,0,1,
JeanieNg4,2020-11-07,0,6,0,0,0,0,0,1,
Atter17738473,2020-11-05,0,9,0,0,0,0,0,1,
ChelseaBarbee3,2020-11-04,9,29,0,0,0,0,0,1,
Shtiper8,2018-02-25,10,51,125,55,1,0,1,1,
Ligia58145633,2020-08-17,0,7,0,0,0,0,0,1,
JNdafediva,2020-04-26,11,24,1,0,0,0,0,1,
rayenalondra17,2020-11-02,0,10,2,0,0,0,0,1,
ehsanak89394172,2020-06-28,0,4,4,0,0,0,0,1,
BainhorKalimpo,2020-11-07,1,33,0,0,0,0,0,1,
brick_brooke,2019-10-07,0,145,6098,247,0,0,1,1,
KOMAIL_12,2020-03-15,201,17,754,53,0,0,1,1,
CarolineZhan12,2020-11-04,0,11,0,0,0,0,0,1,
Luqueol,2011-11-19,312,431,14862,12521,0,0,1,1,
nickolah4,2020-11-07,0,81,0,0,0,0,0,1,
Zoe51279882,2020-11-07,0,5,4,0,0,0,0,1,
RichMac_4,2015-10-24,6,66,5,0,0,0,0,1,
kaiserongx,2017-01-12,86,127,6464,6277,0,0,1,1,
burtfamily2000,2020-11-07,0,1,0,0,0,0,0,1,
Endrina64656222,2020-11-07,0,19,0,0,0,0,0,1,
Thuyngu10121469,2020-11-07,0,2,0,0,0,0,0,1,
DebraABushnell1,2020-11-07,0,3,0,0,0,0,0,1,
josefinaaa45,2018-05-15,120,533,34088,6647,0,0,1,1,
KarineRICHARD18,2020-11-07,0,17,1,0,0,0,0,1,
KatieRe52435182,2020-11-02,0,34,5,0,0,0,0,1,
JoseCha08882363,2020-11-01,0,3,0,0,0,0,0,1,
thenthereishope,2009-05-03,47,164,140,1960,3,0,1,0,
hjr71249931,2020-11-06,0,3,0,0,0,0,0,1,
MW94380217,2020-11-07,1,3,0,0,0,0,0,1,
kmanu79,2020-11-07,1,78,0,0,0,0,0,1,
christi34912391,2020-11-04,0,3,0,0,0,0,0,1,
KellyMi05460507,2020-07-01,1,8,11,0,0,0,0,1,
almadelamarisc1,2020-11-07,0,28,0,0,0,0,0,1,
Blluess2,2020-11-07,0,17,1,0,0,0,0,1,
RosarioOlivas14,2020-11-07,0,2,0,0,0,0,0,1,
1vinitasingh,2009-06-11,15,4,0,0,0,0,0,1,
ThienNg98542235,2020-09-06,1,38,4,0,0,0,0,1,
hunterlwilliams,2009-02-22,6,454,9,2,0,0,1,1,
timo_10000,2020-03-07,0,4,4,0,0,0,1,1,
zx90305877,2015-03-15,0,5,0,0,0,0,0,1,
cBUSIlutnCXiq6k,2020-11-07,0,5,0,0,0,0,0,1,
nederzweed,2015-07-06,2,23,4,0,0,0,0,1,
RubioRivera5,2020-11-06,0,1,0,0,0,0,0,1,
BhaddieNica,2020-10-25,3,51,1,0,0,0,0,1,
malek_audrey,2020-11-06,2,73,3,0,0,0,0,1,
Logie204,2012-02-19,281,1840,1148,273,1,0,1,0,
zufangzi01,2011-07-21,0,3,0,0,0,0,0,1,
KaraLongdon,2020-11-07,0,3,0,0,0,0,0,1,
Ahmadza12728382,2020-11-07,0,4,0,0,0,0,0,1,
SteveBa65059376,2020-11-07,0,2,0,0,0,0,0,1,
Billy62520171,2020-11-06,0,2,0,0,0,0,0,1,
KiuVy85596221,2020-10-23,2,7,0,0,0,0,0,1,
yamint208,2020-11-07,0,4,0,0,0,0,0,1,
AshleyMaenza,2020-11-07,0,20,0,0,0,0,0,1,
wjxyarUNGvXgykA,2020-05-30,2,100,18,0,0,0,0,1,
Hannah08639434,2020-06-29,0,3,0,0,0,0,0,1,
lbf7harmony7ba1,2020-11-07,0,10,0,0,0,0,0,1,
Dmitrii57186064,2020-11-07,0,1,0,0,0,0,0,1,
JustinVickery9,2020-11-07,0,15,0,0,0,0,0,1,
Edileus80070294,2020-11-07,0,1,0,0,0,0,0,1,
FatchurHani,2019-10-23,1,55,14,0,0,0,0,1,
rwest003,2018-04-30,0,8,2,0,0,0,0,1,
DHardin88,2020-11-06,2,19,24,0,0,0,0,1,
Venky91477858,2020-09-25,0,41,15,0,0,0,0,1,
JordanNighting8,2020-11-07,0,8,0,0,0,0,0,1,
tiffanypowalis1,2020-11-07,0,2,0,0,0,0,0,1,
AWritersMind5,2020-11-07,0,5,0,0,0,0,0,1,
Ming26745925,2020-11-07,0,2,0,0,0,0,0,1,
KIMNHINGUYEN1,2020-11-07,0,1,0,0,0,0,0,1,
ViorelTeodor1,2020-11-07,0,45,0,0,0,0,0,1,
rozb68,2010-06-24,0,15,2,0,0,0,0,1,
Songhye16704524,2020-03-22,0,8,224,0,0,0,0,1,
Edna09821123,2020-05-16,0,36,47,0,0,0,0,1,
AmyFarn08553036,2020-11-07,0,7,0,0,0,0,0,1,
Daniela08719871,2020-11-07,0,1,0,0,0,0,0,1,
niuniu96178304,2020-11-07,0,3,0,0,0,0,0,1,
CarolineRaynau5,2020-04-10,1,50,2,0,0,0,0,1,
jason04479844,2020-11-07,0,2,0,0,0,0,0,1,
aroradheerja,2013-12-16,21,67,1,1,0,0,0,1,
XRhyP5ihZ9Hoaf6,2020-10-07,0,23,0,0,0,0,0,1,
tahaAbuljoud,2014-03-01,12,28,3,0,0,0,0,0,
CamerounAfriqu1,2020-11-07,0,12,0,0,0,0,0,1,
prettiiassrissa,2013-04-25,20,339,286,33,0,0,1,1,
Trungart5,2020-11-07,0,2,0,0,0,0,0,1,
Frank___Bo,2020-05-25,0,4,0,0,0,0,0,1,
ZRobbiezz,2020-11-02,0,3,3,0,0,0,0,1,
michael15563762,2020-11-07,0,22,0,0,0,0,0,1,
susanna78971802,2020-03-13,0,9,0,0,0,0,1,1,
BouskB,2019-09-23,0,25,6,0,0,0,0,1,
SARDOR22304342,2020-11-07,0,46,1,0,0,0,0,1,
Michael89831315,2020-11-07,0,74,0,0,0,0,0,1,
SimonsenSkov,2020-04-28,1,28,0,0,0,0,0,1,
o7ydXnTuqAZbjme,2020-11-06,0,11,0,0,0,0,0,1,
JoeChav22125549,2017-09-06,18,112,5840,285,0,0,1,1,
ShepherdWilson3,2019-08-13,6,12,0,0,0,0,0,1,
stina_forsberg,2015-03-23,4,26,1,0,0,0,0,1,
Melissa97709085,2020-11-07,0,2,2,0,0,0,0,1,
Ryusei3001,2018-04-30,63,70,9315,1718,2,0,1,1,
poyopoyo292,2010-03-08,117,298,93,2781,0,0,1,0,
paule1210,2009-02-15,9,105,8,5,0,0,1,0,
CharlesFlannery,2012-04-30,10,94,1,0,0,0,0,1,
lauramix0106,2020-11-07,0,6,0,0,0,0,0,1,
RitaDeO07113472,2020-11-07,0,30,26,0,0,0,0,1,
RyanMal05641582,2020-11-07,0,72,5,0,0,0,0,1,
Shahzad83751732,2020-07-17,3,21,0,0,0,0,0,1,
SSwanderski,2020-11-07,0,14,0,0,0,0,0,1,
Dr_ArsLa9,2020-07-14,3,19,1,0,0,0,0,1,
Gatita20205,2020-11-07,0,20,0,0,0,0,0,1,
GeorgeWTF2020,2020-11-07,1,51,0,0,0,0,0,1,
Ryo2471519a9,2020-01-26,6,51,324,97,0,0,1,1,
dCJGnkuGNcxngEg,2020-11-07,0,2,0,0,0,0,0,1,
dayna41133171,2020-11-07,0,6,0,0,0,0,0,1,
Boaz39622428,2020-11-07,0,20,0,0,0,0,0,1,
CalebCo44466390,2020-11-07,1,24,0,0,0,0,0,1,
Susie30654857,2020-11-07,0,41,0,0,0,0,0,1,
VChouiny,2020-11-07,0,1,0,0,0,0,0,1,
fuK6oHZUNxmJweA,2019-04-17,0,7,0,0,0,0,0,1,
GraceWh86380229,2020-11-07,0,2,0,0,0,0,0,1,
LFairgrievePark,2012-03-07,3,39,1,0,0,0,0,1,
yangboshen,2020-08-28,0,1,0,0,0,0,0,1,
new_stacie,2020-11-07,1,44,0,0,0,0,0,1,
colleendugan,2009-10-20,7,145,21,0,1,0,0,0,
alberto30896308,2020-11-04,0,2,0,0,0,0,0,1,
Zetto71397662,2020-11-07,0,6,3,0,0,0,0,1,
Lizzylawrenceg1,2019-05-21,1,106,5529,65,0,0,1,1,
zxcvbnm09647566,2020-06-26,0,12,3,0,0,0,0,1,
Ateki9919,2018-11-29,0,83,90,11,0,0,1,1,
LlYGypylT7oai7P,2019-01-15,3,72,181,0,0,0,0,1,
Chicagoloopchic,2010-03-06,33,163,189,2898,1,0,1,0,
HoangTr28521834,2020-05-14,0,2,0,0,0,0,0,1,
Derek55161576,2020-11-07,0,22,0,0,0,0,0,1,
CoulmanTimothy,2020-11-07,0,9,0,0,0,0,0,1,
aliandysmoreno,2020-11-07,0,8,0,0,0,0,0,1,
nbjkick,2015-04-13,11,10,0,0,0,0,0,1,
Brad31191712,2020-11-07,1,43,1,0,0,0,0,1,
jeff98877256,2020-11-07,0,3,0,1,0,0,1,1,
AustinMilburn5,2020-11-07,0,2,0,0,0,0,0,1,
Jolene78013524,2020-11-06,0,5,1,0,0,0,0,1,
thomask221,2020-05-08,2,89,659,261,0,0,1,1,
roceda1,2020-11-05,0,5,1,0,0,0,0,1,
Mattias79058932,2020-11-07,0,28,0,0,0,0,0,1,
WfPOfkO8ciT1DH9,2020-07-29,0,26,0,0,0,0,1,1,
SariOlin1,2020-11-07,0,6,1,0,0,0,0,1,
NjadatQusai,2020-11-06,2,13,2,0,0,0,0,1,
KretzschmarKim,2020-11-07,0,2,0,0,0,0,0,1,
Pabrito5,2019-08-10,0,37,21,8,0,0,1,1,
Santana40587548,2020-11-07,0,10,0,0,0,0,0,1,
Shelly06646962,2020-11-07,1,11,0,0,0,0,0,1,
AmentTommy,2020-11-07,1,47,0,0,0,0,0,1,
078Nazid,2020-11-02,1,12,6,0,0,0,0,1,
CatMimi15,2018-12-06,0,22,17,1,0,0,1,1,
kutanzu0902,2020-07-25,15,85,438,72,0,0,1,1,
testrepublican1,2020-11-07,0,21,0,0,0,0,0,1,
RaphaelGiovani2,2018-08-31,0,19,1,0,0,0,0,1,
AnirudhCJ2,2020-11-07,0,5,0,0,0,0,0,1,
the_wise_ridley,2020-11-07,5,49,5,0,0,0,0,1,
Don1776,2009-05-09,8,47,1,0,0,0,0,1,
ThuyLeThanh4,2020-11-07,0,1,0,0,0,0,0,1,
KristyR21148629,2020-11-07,0,1,0,0,0,0,0,1,
RamosLedia,2019-10-19,1,26,3,0,0,0,0,1,
vslv8OpFBADusX2,2020-07-11,0,15,55,3,0,0,1,1,
Blade28414900,2020-11-05,0,1,1,0,0,0,0,1,
Sabrina00075361,2020-11-07,0,8,0,0,0,0,0,1,
Abdelha20115113,2020-11-07,0,4,0,0,0,0,0,1,
mokimook1,2018-08-25,0,26,0,0,0,0,0,1,
jamesro90285332,2020-11-07,0,6,0,0,0,0,0,1,
MartinGhislai14,2020-09-21,0,14,8,0,0,0,0,1,
Harrybar9,2020-11-07,0,2,0,0,0,0,0,1,
leahtho83866786,2020-11-07,0,43,2,0,0,0,0,1,
WooWoo95651878,2020-11-07,2,16,0,0,0,0,0,1,
JKKJ12702798,2020-11-07,0,17,0,0,0,0,0,1,
Salley02368628,2020-11-07,1,1,0,0,0,0,0,1,
scheem7,2020-11-07,1,43,0,0,0,0,0,1,
Hoangnam0809,2019-02-19,1,176,4,10,0,0,1,1,
L63535973,2020-11-07,0,3,0,0,0,0,0,1,
LAMATERS,2009-03-15,10,91,42,0,0,0,1,1,
mrabdulmandul,2020-11-07,1,31,1,0,0,0,0,1,
Mildred67719355,2020-11-07,0,3,0,0,0,0,0,1,
Elizabe98439927,2020-11-07,0,5,0,0,0,0,0,1,
funsmyname111,2009-09-11,3,16,2,2,0,0,1,1,
kaylagrover,2010-02-26,9,42,17,15,0,0,1,0,
loliu988,2020-11-07,0,24,0,0,0,0,1,1,
Raghdah66555465,2020-11-07,0,1,0,0,0,0,0,1,
WahidAh75067824,2020-10-26,0,13,1,0,0,0,0,1,
shalaka13108500,2020-11-07,0,20,0,0,0,0,0,1,
CarlosHR27,2018-04-02,10,84,422,112,0,0,1,1,
bronwyn_sa,2019-10-19,0,10,0,0,0,0,0,1,
jasper62678770,2020-10-08,0,4,0,0,0,0,0,1,
stevenk73978549,2020-11-07,0,46,0,0,0,0,0,1,
paola18332330,2020-11-06,0,97,13,0,0,0,0,1,
victoriabrewen,2011-06-22,10,36,1,0,0,0,0,1,
Jamest78728096,2020-11-07,0,97,0,0,0,0,0,1,
Mahmod12208713,2020-08-20,0,27,0,0,0,0,0,1,
MCopin30,2014-09-23,264,2578,12383,165,0,0,1,1,
Samanth64044482,2020-11-04,1,4,0,0,0,0,0,1,
ey_chhun,2020-11-03,0,11,1,0,0,0,0,1,
Fany26973355,2020-11-07,0,3,0,0,0,0,0,1,
saalim_rizwan,2020-11-07,0,2,0,0,0,0,0,1,
DerekLovegrove,2015-03-07,10,90,13,4,0,0,1,0,
hjQuc0apB4stf1W,2019-10-30,0,5,100,0,0,0,0,1,
hitarth_bohra,2020-11-07,0,13,0,0,0,0,0,1,
shaunalrich64,2020-11-07,0,16,0,0,0,0,0,1,
Colinm4211,2020-11-07,0,13,0,0,0,0,0,1,
alvarenga_osmin,2020-11-07,0,7,0,0,0,0,0,1,
mingjacky3,2020-10-18,1,2,0,0,0,0,0,1,
Erica97627776,2019-10-23,0,38,4,0,0,0,0,1,
wjssbs,2016-06-07,0,16,12,0,0,0,1,1,
yupitsm94777779,2020-11-05,0,3,0,0,0,0,0,1,
rbcaldwell1,2014-09-18,1,10,2,0,0,0,1,1,
Kim39832541,2020-11-06,0,9,0,0,0,0,0,1,
BrettBillings,2020-11-04,1,83,0,0,0,0,0,1,
Charlot09262290,2020-11-07,0,1,0,0,0,0,0,1,
MattiasLindqvi7,2019-07-14,0,53,3,0,0,0,0,1,
PhmNguy57730817,2020-10-04,0,18,3,0,0,0,0,1,
OBet705,2020-11-07,0,14,1,0,0,0,0,1,
JMalaulau,2020-11-07,0,11,1,0,0,0,0,1,
hastoille,2020-11-07,0,32,0,0,0,0,0,1,
Dinito71407709,2020-11-07,1,108,4,0,0,0,0,1,
osmansalah,2011-03-08,10,56,84,92,0,0,1,1,
MehbaTeshome,2012-07-21,10,48,9,0,0,0,1,1,
WWMW2MP,2020-04-05,0,22,2038,189,0,0,1,1,
beaumasina,2015-04-03,2,302,46,0,0,0,0,1,
hellbanianz16,2020-11-07,0,2,0,0,0,0,0,1,
Ann63979921,2020-11-07,0,8,0,0,0,0,0,1,
Naila140680604,2020-11-03,0,8,1,0,0,0,0,1,
Ronald81303094,2020-11-07,0,1,0,0,0,0,0,1,
ItzJose327,2020-11-02,1,10,2,0,0,0,0,1,
Idris47199580,2020-09-14,1,27,1,0,0,0,0,1,
SteveBr68864044,2020-11-07,0,3,0,0,0,0,0,1,
1995abdullahi,2020-04-14,0,97,5,3,0,0,1,1,
MalikMuawwaz,2020-11-06,1,43,0,0,0,0,0,1,
Sunny23952103,2020-07-09,2,73,11,0,0,0,0,1,
Handyman671,2020-11-07,0,2,0,0,0,0,0,1,
NaduthodiNoor,2020-08-17,5,45,34,0,0,0,0,1,
MixI40476595,2020-11-07,0,3,0,0,0,0,0,1,
Jonatha02191599,2020-11-05,0,7,0,0,0,0,0,1,
carolinerumpz,2018-06-23,49,114,5637,351,0,0,1,1,
BlondieHart,2009-05-07,47,261,480,431,0,0,1,0,
Samprati_vishal,2009-02-27,25,65,14,74,0,0,1,0,
AbdullahSalar10,2020-10-16,2,6,2,0,0,0,0,1,
dnunezperez,2013-12-01,0,127,34,1,0,0,1,1,
SviatoslavRich1,2020-11-07,0,16,0,0,0,0,0,1,
BillSesime,2020-11-07,1,110,0,0,0,0,0,1,
Maureen1025,2009-10-02,18,6,13,0,0,0,0,1,
Megane21353374,2020-11-07,0,3,0,0,0,0,0,1,
o7TJU6mx8dEkoDT,2020-11-07,0,1,0,0,0,0,0,1,
AmitKum54032957,2020-10-27,0,24,0,0,0,0,0,1,
nanydead,2020-11-03,1,9,0,0,0,0,0,1,
mianguy31066520,2020-03-23,0,23,1,0,0,0,0,1,
BrittneyRicks16,2020-11-07,0,10,2,0,0,0,0,1,
Jehmah2,2020-10-27,0,18,1,0,0,0,0,1,
macs_miguel,2011-07-12,67,224,1180,2176,0,0,1,0,
marcefu15574090,2020-06-08,1,73,9,0,0,0,0,1,
Chrisberrii,2020-11-07,0,20,0,0,0,0,0,1,
MarechalChantal,2020-11-07,0,8,0,0,0,0,0,1,
DyarKeith,2012-06-17,1,12,0,0,0,0,0,1,
tmn_0888,2020-05-12,0,16,0,2,0,0,1,1,
jivc18,2020-10-04,0,3,8,0,0,0,0,1,
Kyotsuko1,2019-04-03,0,8,2,0,0,0,0,1,
MCVS33742348,2020-11-07,0,3,0,0,0,0,0,1,
KDSingh72328020,2020-11-07,0,21,0,0,0,0,0,1,
by_misaki,2020-04-06,42,174,5026,578,0,0,1,1,
alexherring75,2020-11-06,0,49,2,0,0,0,0,1,
ohgigglis,2015-11-17,6,183,476,19,0,0,1,1,
Ingrid70574547,2020-09-23,1,36,0,0,0,0,0,1,
gracie__myers,2018-04-14,9,59,259,28,0,0,1,1,
OmbasoRodah,2020-10-28,1,4,0,0,0,0,0,1,
leee_bay,2020-11-07,1,2,0,0,0,0,0,1,
cargo_savannah,2020-11-07,0,21,0,0,0,0,0,1,
wang47364425,2020-11-07,0,9,0,0,0,0,0,1,
KhushreetSekhon,2020-10-07,0,16,6,0,0,0,0,1,
chrissy20083182,2020-11-07,0,9,40,0,0,0,0,1,
duyilin26,2020-05-27,0,4,2,0,0,0,0,1,
YvonneS20243119,2020-11-07,0,1,0,0,0,0,0,1,
DaninBen,2020-11-04,0,41,91,0,0,0,0,1,
Diana71722523,2020-11-07,0,5,0,0,0,0,0,1,
m3838tw,2014-05-21,41,84,195,118,0,0,1,1,
kalilin60196823,2020-11-06,0,25,0,0,0,0,0,1,
A23E2V0kxMBCZnP,2019-03-09,5,24,365,88,0,0,1,1,
A19M08,2020-11-07,0,6,0,0,0,0,0,1,
rebecarrilloc,2016-11-07,26,116,456,191,0,0,1,1,
HePsychotic,2020-08-01,0,4,2,0,0,0,0,1,
Merc88915349,2020-11-07,0,6,0,0,0,0,0,1,
RGerid,2020-11-07,0,5,0,0,0,0,0,1,
Daniel69472517,2020-11-07,0,2,0,0,0,0,0,1,
AlvarengaSophie,2020-11-07,0,20,0,0,0,0,0,1,
4mygreenbiz,2016-03-18,2,7,0,0,0,0,0,1,
JanaMas90883259,2020-11-07,0,44,0,0,0,0,0,1,
Debbie59423557,2020-11-07,1,2,0,0,0,0,0,1,
KatharineWilsin,2020-11-07,0,1,0,0,0,0,0,1,
serverlow66,2020-11-07,0,22,0,0,0,0,0,1,
j0hnath0n1,2020-01-05,0,13,1,0,0,0,0,1,
Parvizakhavan2,2017-10-28,15,75,0,0,0,0,1,1,
SaraJCarter2,2020-11-07,1,18,9,0,0,0,0,1,
Mare61350174,2018-09-26,0,6,3,0,0,0,0,1,
NFonsecs,2020-11-07,0,17,0,0,0,0,0,1,
olga69402600,2020-07-21,1,26,113,0,0,0,0,1,
eva_budijanto,2020-09-17,1,35,14,0,0,0,0,1,
holly71168625,2020-07-11,2,22,27,0,0,0,0,1,
shhdavis92,2019-08-06,2,2,5,0,0,0,0,1,
BruhBoi55131270,2020-09-23,0,4,1,0,0,0,0,1,
Valerie28948705,2020-11-07,0,30,0,0,0,0,0,1,
OggOga,2013-10-10,97,1076,9603,1039,0,0,1,1,
fTWYbjSjfxBHURb,2020-11-06,0,1,0,0,0,0,0,1,
c81821,2020-11-05,0,3,0,0,0,0,0,1,
Keila37442751,2019-09-12,0,3,0,0,0,0,0,1,
lulumar55963455,2019-12-08,0,402,241,62,0,0,1,1,
pkorodaj_pfk,2013-03-11,1,32,1,0,0,0,0,1,
CaoNhtLinh7,2020-11-07,1,50,0,0,0,0,0,1,
peggybundyy,2015-09-07,19,127,2473,23,0,0,1,1,
Yuli63556655,2020-11-07,0,39,1,0,0,0,0,1,
david51001926,2020-11-07,0,1,0,0,0,0,0,1,
BereMor53011946,2020-11-07,0,0,0,0,0,0,0,1,
daringkih,2020-11-07,0,2,0,0,0,0,0,1,
DrewMysliwiec,2020-11-07,0,1,0,0,0,0,0,1,
JasmineClowney1,2020-11-07,1,10,0,0,0,0,0,1,
LafontaineAnne5,2020-11-07,0,5,0,0,0,0,0,1,
jordanreichert4,2020-11-07,1,20,0,0,0,0,0,1,
Jenny82085387,2019-03-22,0,16,1,0,0,0,1,1,
KelladiK,2020-07-08,0,5,0,0,0,0,0,1,
bartl_birgit,2020-11-07,0,3,0,0,0,0,0,1,
maurizi90043800,2020-11-07,0,6,0,0,0,0,0,1,
AshleyMembreno5,2020-11-06,0,5,0,0,0,0,0,1,
Candice22516185,2020-11-07,0,4,0,0,0,0,0,1,
VibhorSinghani4,2020-10-11,1,27,0,0,0,0,0,1,
GrahamJacqui,2012-05-26,1,43,2,0,0,0,0,1,
VadxnMC,2020-10-27,0,14,0,0,0,0,0,1,
Francis81421719,2020-09-17,0,4,0,0,0,0,0,1,
Namibia91609216,2020-11-05,0,1,0,0,0,0,0,1,
vanempr06,2020-11-07,0,12,0,0,0,0,0,1,
FedosyukJulia,2020-07-07,0,8,0,0,0,0,0,1,
zHealthyNumbers,2009-07-08,57,57,1,490,0,0,1,0,
Agus_Pallas,2013-07-01,17,76,200,289,0,0,1,0,
NicolasTorini,2013-05-17,7,7,0,0,0,0,0,1,
LuciaJali,2016-08-16,296,577,415,1563,0,0,1,1,
jenna91801158,2020-11-07,0,24,0,0,0,0,0,1,
Zweli30618224,2020-11-06,7,139,1,0,0,0,0,1,
kat75688112,2020-11-05,0,12,3,0,0,0,0,1,
cameronpatrici1,2015-02-12,2,24,1,0,0,0,0,1,
TammyFo84947471,2020-11-07,0,3,0,0,0,0,0,1,
Neil65768558,2020-11-06,0,3,0,0,0,0,0,1,
JohnsonTonnicia,2020-11-07,1,133,0,0,0,0,0,1,
frank26209694,2020-11-05,0,21,2,0,0,0,0,1,
___araceliiii,2020-11-05,0,3,25,0,0,0,0,1,
charmia26,2014-10-25,7,16,3,0,0,0,0,1,
AbdulMu74690050,2020-08-18,1,38,71,0,0,0,0,1,
143Pranshul,2020-10-29,0,16,8,0,0,0,0,1,
PanTrgh,2020-01-29,0,7,4,0,0,0,1,1,
HrangkimaN,2020-11-07,0,10,1,0,0,0,0,1,
ekaliani39,2012-02-23,193,357,81,788,18,0,1,0,
nayifanfengjing,2020-05-30,0,17,0,0,0,0,0,1,
VaijulaSaunders,2012-12-13,1,13,0,0,0,0,0,1,
d_tebayo,2020-11-07,0,115,0,0,0,0,0,1,
DhruvalAmin3,2020-11-07,0,4,0,0,0,0,0,1,
craigamayle,2020-11-07,6,35,5,0,0,0,0,1,
Don74834950,2020-11-07,0,1,0,0,0,0,0,1,
nulili4,2020-11-07,1,24,1,0,0,0,0,1,
2c_m3,2020-10-31,1,2,11,48,0,0,1,1,
fatha781,2020-02-11,90,1202,82,325,0,0,1,1,
Ina55497935,2020-11-06,1,42,1,0,0,0,0,1,
MidsummerG,2018-08-23,1,28,4,0,0,0,0,1,
ali_habiloglu,2020-06-27,1,42,9,0,0,0,0,1,
Erwin68986506,2020-11-07,0,19,0,0,0,0,0,1,
Ghazal40864787,2020-11-04,0,15,1,0,0,0,0,1,
AmCcaRn39pdjCcm,2020-11-06,0,8,0,0,0,0,0,1,
realericamorris,2020-11-07,2,64,0,0,0,0,0,1,
GosheKgoshe,2016-12-30,11,59,192,166,0,0,1,1,
SWaqarA,2011-12-09,441,5000,4986,12902,5,0,1,0,
Fazi00490602,2020-11-04,3,14,49,0,0,0,0,1,
