productModel,reviewID,reviewStars,reviewDate,productStyle,productStorage,productColor,productSize,productChip,verified
iPad mini,1675113106-344,4,25dec2021,WiFi + Cellular,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-345,5,08jun2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-346,5,04jun2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-347,5,14sep2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-348,5,17sep2022,WiFi + Cellular,256GB,Pink,8.3,A15,1
iPad mini,1675113106-349,5,04jun2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-350,4,15jul2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-351,5,31jan2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-352,5,09oct2021,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-353,5,17aug2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-354,5,29may2022,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-355,5,01mar2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-356,5,09aug2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-357,5,04aug2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-358,5,18feb2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-359,5,01oct2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-360,5,27jun2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-361,5,03aug2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-362,5,31aug2022,WiFi + Cellular,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-363,5,28apr2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-364,5,07aug2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-365,5,29jul2022,WiFi + Cellular,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-366,5,11may2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-367,5,21jun2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-368,5,05jun2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-369,5,23mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-370,5,02may2022,WiFi + Cellular,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-371,5,12mar2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-372,4,12feb2022,WiFi + Cellular,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-373,5,03nov2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-374,5,03apr2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-375,5,14feb2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-376,5,15apr2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-377,4,16jan2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-378,5,21may2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-379,5,08mar2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-380,5,22jul2022,WiFi,256GB,Pink,8.3,A15,1
iPad mini,1675113106-381,5,20jun2022,WiFi + Cellular,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-382,5,28jan2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-383,5,05jun2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-384,5,17jun2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-385,5,12jul2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-386,5,03aug2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-387,5,17dec2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-388,5,30may2022,WiFi + Cellular,256GB,Pink,8.3,A15,1
iPad mini,1675113106-389,5,25jun2022,WiFi,256GB,Pink,8.3,A15,1
iPad mini,1675113106-390,5,15may2022,WiFi + Cellular,64GB,Purple,8.3,A15,1
iPad mini,1675113106-391,5,05jun2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-392,3,13may2022,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-393,5,24jun2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-394,5,26mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-395,5,27mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-396,5,09aug2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-397,5,12jun2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-398,5,13jan2022,WiFi + Cellular,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-399,5,02jul2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-400,5,26jul2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-401,5,20jun2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-402,2,23oct2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-403,5,26may2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-404,5,29apr2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-405,5,31may2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-406,5,14jun2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-407,5,26may2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-408,5,15oct2021,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-409,3,06sep2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-410,4,19jan2022,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-411,5,19may2022,WiFi + Cellular,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-412,5,12jun2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-413,5,24may2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-414,5,06jun2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-415,5,24jun2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-416,5,18jun2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-417,3,27sep2022,WiFi + Cellular,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-418,5,30oct2021,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-419,5,12mar2022,WiFi + Cellular,64GB,Purple,8.3,A15,1
iPad mini,1675113106-420,5,22jul2022,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-421,5,15apr2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-422,5,24jun2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-423,5,17jun2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-424,5,22mar2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-425,2,23dec2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-426,5,02feb2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-427,5,24feb2022,WiFi + Cellular,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-428,5,01jun2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-429,5,28may2022,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-430,5,09may2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-431,4,17oct2021,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-432,5,17may2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-433,4,06jan2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-434,4,16apr2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-435,5,11feb2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-436,5,13feb2022,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-437,3,11may2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-438,3,20oct2021,WiFi + Cellular,64GB,Pink,8.3,A15,1
iPad mini,1675113106-439,5,28apr2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-440,4,18mar2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-441,5,25may2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-442,5,26apr2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-443,5,31may2022,WiFi,256GB,Pink,8.3,A15,1
iPad mini,1675113106-444,5,29may2022,WiFi + Cellular,64GB,Pink,8.3,A15,1
iPad mini,1675113106-445,5,24mar2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-446,5,31may2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-447,5,25feb2022,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-448,4,14jan2022,WiFi + Cellular,64GB,Purple,8.3,A15,1
iPad mini,1675113106-449,3,16feb2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-450,5,01feb2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-451,5,04jun2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-452,5,23may2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-453,5,18apr2022,WiFi + Cellular,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-454,5,08nov2021,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-455,5,02apr2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-456,5,19mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-457,4,06jan2022,WiFi + Cellular,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-458,5,14feb2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-459,5,17mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-460,5,31may2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-461,5,06apr2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-462,5,28may2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-463,5,17oct2021,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-464,5,27may2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-465,3,12sep2022,WiFi,256GB,Pink,8.3,A15,1
iPad mini,1675113106-466,5,19may2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-467,5,23feb2022,WiFi + Cellular,64GB,Purple,8.3,A15,1
iPad mini,1675113106-468,4,11jan2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-469,5,01apr2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-470,5,10apr2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-471,5,21may2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-472,5,27mar2022,WiFi + Cellular,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-473,5,21feb2022,WiFi,256GB,Pink,8.3,A15,1
iPad mini,1675113106-474,5,26dec2021,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-475,5,02feb2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-476,5,09apr2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-477,5,18feb2022,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-478,4,16nov2021,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-479,5,07feb2022,WiFi,256GB,Pink,8.3,A15,1
iPad mini,1675113106-480,5,23mar2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-481,5,01mar2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-482,5,13mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-483,5,23mar2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-484,5,08may2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-485,5,11feb2022,WiFi + Cellular,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-486,5,03apr2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-487,5,07jun2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-488,2,18aug2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-489,5,12feb2022,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-490,5,19mar2022,WiFi + Cellular,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-491,5,26feb2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-492,5,17mar2022,WiFi + Cellular,64GB,Purple,8.3,A15,1
iPad mini,1675113106-493,5,06jan2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-494,5,18apr2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-495,3,11oct2021,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-496,5,23apr2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-497,5,22apr2022,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-498,5,02jan2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-499,5,28feb2022,WiFi + Cellular,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-500,4,21dec2021,WiFi + Cellular,64GB,Purple,8.3,A15,1
iPad mini,1675113106-501,3,26may2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-502,5,25feb2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-503,5,07dec2021,WiFi,256GB,Pink,8.3,A15,1
iPad mini,1675113106-504,3,20mar2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-505,5,28mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-506,5,23mar2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-507,5,12feb2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-508,5,22feb2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-509,5,28feb2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-510,5,25mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-511,5,07mar2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-512,2,03aug2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-513,5,15oct2021,WiFi + Cellular,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-514,5,25feb2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-515,5,27mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-516,5,23nov2021,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-517,5,02apr2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-518,5,10nov2021,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-519,5,26feb2022,WiFi + Cellular,64GB,Purple,8.3,A15,1
iPad mini,1675113106-520,5,14oct2021,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-521,5,25dec2021,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-522,5,16jan2022,WiFi + Cellular,256GB,Purple,8.3,A15,1
iPad mini,1675113106-523,5,20dec2021,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-524,5,07mar2022,WiFi,256GB,Pink,8.3,A15,1
iPad mini,1675113106-525,5,05feb2022,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-526,5,31dec2021,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-527,5,18jan2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-528,5,03feb2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-529,5,28mar2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-530,5,15feb2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-531,5,28jan2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-532,5,12feb2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-533,5,13jan2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-534,5,30jan2022,WiFi + Cellular,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-535,5,07jan2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-536,5,19jan2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-537,5,25jan2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-538,5,08mar2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-539,5,25feb2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-540,5,27feb2022,WiFi + Cellular,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-541,5,06mar2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-542,5,25feb2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-543,5,02mar2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-544,5,10feb2022,WiFi + Cellular,256GB,Purple,8.3,A15,1
iPad mini,1675113106-545,3,23jan2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-546,5,08feb2022,WiFi + Cellular,64GB,Purple,8.3,A15,1
iPad mini,1675113106-547,5,24dec2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-548,5,30dec2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-549,5,27dec2021,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-550,5,27dec2021,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-551,5,14jan2022,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-552,5,24oct2021,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-553,5,29dec2021,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-554,5,23nov2021,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-555,1,21dec2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-556,3,14apr2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-557,5,26oct2021,WiFi + Cellular,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-558,5,25jan2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-559,5,13jan2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-560,5,12jan2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-561,5,11jan2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-562,5,12jan2022,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-563,5,13oct2021,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-564,5,03dec2021,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-565,5,26dec2021,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-566,5,20dec2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-567,5,25oct2021,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-568,2,07apr2022,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-569,5,06nov2021,WiFi + Cellular,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-570,5,28oct2021,WiFi + Cellular,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-571,5,10nov2021,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-572,5,11nov2021,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-573,5,16nov2021,WiFi,256GB,Pink,8.3,A15,1
iPad mini,1675113106-574,3,26apr2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-575,5,15oct2021,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-576,5,03nov2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-577,5,26oct2021,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-578,1,02jun2022,WiFi + Cellular,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-579,2,29nov2021,WiFi,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-580,5,14oct2021,WiFi + Cellular,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-581,3,02oct2021,WiFi + Cellular,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-582,1,24feb2022,WiFi + Cellular,256GB,Space Gray,8.3,A15,1
iPad mini,1675113106-583,2,12oct2021,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-584,2,08dec2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-585,1,28apr2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-586,2,20oct2021,WiFi + Cellular,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-587,1,09jul2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-588,1,19may2022,WiFi,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-589,1,16sep2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-590,2,12jun2022,WiFi,256GB,Purple,8.3,A15,1
iPad mini,1675113106-591,1,25jan2023,WiFi + Cellular,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-592,1,25nov2021,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-593,1,28oct2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-594,2,12jan2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-595,1,28nov2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-596,1,03jan2022,WiFi,256GB,Pink,8.3,A15,1
iPad mini,1675113106-597,1,09nov2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-598,5,20nov2022,WiFi,64GB,Starlight,8.3,A15,0
iPad mini,1675113106-599,1,18oct2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-600,1,10jun2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-601,5,26aug2022,WiFi,64GB,Starlight,8.3,A15,0
iPad mini,1675113106-602,2,05dec2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-603,4,08aug2022,WiFi + Cellular,64GB,Starlight,8.3,A15,0
iPad mini,1675113106-604,1,24oct2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-605,1,18jan2022,WiFi + Cellular,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-606,5,02oct2022,WiFi,64GB,Pink,8.3,A15,0
iPad mini,1675113106-607,1,06may2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-608,1,14oct2022,WiFi,64GB,Starlight,8.3,A15,1
iPad mini,1675113106-609,3,06nov2022,WiFi,64GB,Space Gray,8.3,A15,0
iPad mini,1675113106-610,1,29jun2022,WiFi + Cellular,64GB,Purple,8.3,A15,1
iPad mini,1675113106-611,3,19oct2022,WiFi,64GB,Pink,8.3,A15,0
iPad mini,1675113106-612,5,15jul2022,WiFi,64GB,Purple,8.3,A15,0
iPad mini,1675113106-613,1,23dec2021,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-614,5,02jun2022,WiFi,64GB,Purple,8.3,A15,0
iPad mini,1675113106-615,5,22may2022,WiFi,64GB,Purple,8.3,A15,0
iPad mini,1675113106-616,1,31jan2022,WiFi + Cellular,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-617,1,30dec2021,WiFi + Cellular,256GB,Starlight,8.3,A15,1
iPad mini,1675113106-618,1,08feb2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-619,4,05mar2022,WiFi,64GB,Space Gray,8.3,A15,0
iPad mini,1675113106-620,4,01mar2022,WiFi,64GB,Starlight,8.3,A15,0
iPad mini,1675113106-621,5,31oct2021,WiFi,256GB,Purple,8.3,A15,0
iPad mini,1675113106-622,5,21apr2022,WiFi,64GB,Space Gray,8.3,A15,0
iPad mini,1675113106-623,1,13apr2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-624,1,16jan2022,WiFi,64GB,Space Gray,8.3,A15,1
iPad mini,1675113106-625,5,10may2022,WiFi,64GB,Pink,8.3,A15,0
iPad mini,1675113106-626,5,28apr2022,WiFi,64GB,Purple,8.3,A15,0
iPad mini,1675113106-627,1,04jan2022,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-628,1,09mar2022,WiFi,64GB,Pink,8.3,A15,1
iPad mini,1675113106-629,5,07dec2021,WiFi,256GB,Pink,8.3,A15,0
iPad mini,1675113106-630,5,04apr2022,WiFi,64GB,Space Gray,8.3,A15,0
iPad mini,1675113106-631,5,18feb2022,WiFi,64GB,Starlight,8.3,A15,0
iPad mini,1675113106-632,4,04oct2021,WiFi,256GB,Starlight,8.3,A15,0
iPad mini,1675113106-633,5,27mar2022,WiFi,64GB,Purple,8.3,A15,0
iPad mini,1675113106-634,5,23nov2021,WiFi,64GB,Space Gray,8.3,A15,0
iPad mini,1675113106-635,5,03dec2021,WiFi,256GB,Purple,8.3,A15,0
iPad mini,1675113106-636,1,18dec2021,WiFi,64GB,Purple,8.3,A15,1
iPad mini,1675113106-637,5,24dec2021,WiFi,64GB,Starlight,8.3,A15,0
iPad mini,1675113106-638,5,14oct2021,WiFi,64GB,Purple,8.3,A15,0
iPad mini,1675113106-639,5,18nov2021,WiFi + Cellular,256GB,Starlight,8.3,A15,0
iPad mini,1675113106-640,5,03oct2021,WiFi,256GB,Pink,8.3,A15,0
iPad mini,1675113106-641,5,03oct2021,WiFi,64GB,Starlight,8.3,A15,0
iPad mini,1675113106-642,5,13oct2021,WiFi,64GB,Purple,8.3,A15,0
iPad mini,1675113106-643,5,02oct2021,WiFi,256GB,Starlight,8.3,A15,0
iPad mini,1675113106-644,3,29sep2021,WiFi,64GB,Space Gray,8.3,A15,0
iPad mini,1675113106-645,5,03oct2021,WiFi,64GB,Purple,8.3,A15,0
iPad mini,1675113106-646,3,17jan2022,WiFi,64GB,Purple,8.3,A15,0
iPad mini,1675113106-647,3,30oct2021,WiFi,256GB,Space Gray,8.3,A15,0
iPad mini,1675113106-648,3,20nov2021,WiFi,64GB,Starlight,8.3,A15,0
iPad mini,1675113106-649,1,27may2022,WiFi,256GB,Space Gray,8.3,A15,0
iPad mini,1675113106-650,2,07may2022,WiFi,64GB,Starlight,8.3,A15,0
iPad mini,1675113106-651,1,02oct2021,WiFi,256GB,Starlight,8.3,A15,0
iPad mini,1675113106-652,1,30sep2021,WiFi,64GB,Space Gray,8.3,A15,0
iPad mini,1675113106-653,1,06oct2021,WiFi,256GB,Space Gray,8.3,A15,0
iPad mini,1675113106-654,2,27dec2021,WiFi,256GB,Starlight,8.3,A15,0
iPad mini,1675113106-655,1,30sep2021,WiFi,64GB,Starlight,8.3,A15,0
