customerid,creditscore,geography,gender,age,tenure,balance,numofproducts,hascreditcard,isactivemember,estimatedsalary,churn
3676756,774,Netherlands,Male,34,5,86055.172,2,1,1,104241.02,0
3641648,742,Belgium,Male,40,0,98241.039,1,1,0,110999.82,0
3809624,785,Belgium,Female,46,2,109705.52,1,1,0,20474.25,1
3568317,567,Belgium,Male,41,9,0,2,1,0,14486.19,0
3656903,756,Luxembourg,Male,36,2,0,1,1,0,195552.45,0
3721101,716,Luxembourg,Male,34,1,137523.02,1,0,0,24915.51,0
3570879,777,Belgium,Female,41,7,190238.94,1,1,1,58067.02,0
3566912,475,Belgium,Male,35,1,118894.22,1,0,0,3006.26,0
3804823,656,Belgium,Female,45,7,139859.23,1,1,1,108430.85,0
3605470,755,Belgium,Female,38,5,195926.39,1,1,1,85685.906,0
3676933,554,Netherlands,Male,61,8,133802.3,2,1,1,91065.398,0
3647605,656,Belgium,Male,40,8,109219.83,1,1,0,53034.398,0
3810776,823,Luxembourg,Female,70,1,0,2,1,1,42363.391,0
3651828,668,Netherlands,Male,49,2,108204.52,1,1,0,169740,1
3726574,766,Luxembourg,Male,36,1,111629.29,1,1,1,21948,0
3791949,689,Luxembourg,Female,37,3,0,2,1,0,91611.547,0
3635396,879,Belgium,Male,29,6,0,2,0,0,168508.58,0
3598993,613,Netherlands,Male,32,1,88938.617,1,1,1,10490.97,0
3809635,496,Netherlands,Female,66,6,135392.31,2,1,1,173250.98,1
3810230,859,Luxembourg,Male,35,8,0,2,1,0,167650.09,0
3693745,669,Belgium,Female,19,5,97445.492,2,1,0,123176.9,0
3656481,598,Belgium,Male,52,1,0,1,0,0,64375.641,1
3660369,682,Luxembourg,Male,43,10,113034.31,1,1,1,101006.37,0
3806486,731,Luxembourg,Female,56,8,123110.9,3,0,1,130297.04,1
3630126,672,Belgium,Female,48,8,130796.33,2,1,1,43270.141,0
3579947,688,Luxembourg,Male,41,7,0,2,1,0,44515.941,0
3750672,743,Belgium,Male,31,3,78990.148,1,1,1,125504.38,0
3628070,782,Belgium,Female,36,9,114997.42,1,1,0,75549.211,0
3589997,747,Luxembourg,Male,28,1,103421.32,1,0,1,76457.109,0
3780475,767,Belgium,Female,59,4,0,2,1,1,170768.75,0
3792158,690,Belgium,Male,32,7,0,2,1,1,949.20001,0
3628931,652,Belgium,Female,27,9,0,2,1,0,127331.95,0
3586277,751,Belgium,Female,36,4,0,1,1,0,186325.05,1
3628001,665,Belgium,Female,38,3,104339.56,1,0,0,120260.2,0
3599389,626,Netherlands,Female,39,7,88477.359,2,1,0,59196.07,0
3724822,834,Netherlands,Female,33,3,105663.56,2,0,1,33942.578,0
3754065,732,Netherlands,Male,31,3,108805.42,2,0,1,124183.26,0
3573040,744,Belgium,Male,50,6,136953.47,1,1,1,2749.9099,0
3687536,608,Belgium,Female,38,8,0,2,1,0,137117.16,0
3776202,547,Belgium,Male,22,8,123374.46,1,1,1,125029.43,0
3679759,771,Luxembourg,Male,46,7,68799.719,1,1,1,40391.711,0
3793144,611,Belgium,Female,72,3,0,2,1,1,171278.45,0
3755824,791,Luxembourg,Female,46,9,0,1,0,0,15357.58,1
3673793,576,Luxembourg,Female,65,9,102541.1,1,1,0,182103.19,0
3770429,764,Luxembourg,Male,25,5,167385.81,1,1,1,57034.602,0
3744781,759,Luxembourg,Male,47,1,139887.02,1,1,1,96071.563,0
3764720,670,Luxembourg,Male,20,3,187294.45,1,1,0,103766.67,0
3575960,617,Belgium,Male,32,7,92199.844,1,1,1,2883.8301,0
3587192,494,Belgium,Male,39,4,140133.08,2,0,0,131373.3,0
3718691,482,Netherlands,Female,54,4,125456.07,1,1,0,84083.617,1
3633448,679,Netherlands,Female,41,8,146720.98,2,1,1,4523.2998,0
3649542,677,Belgium,Female,51,3,123981.31,2,1,1,40595.969,0
3574170,787,Belgium,Male,35,5,161274.05,2,1,0,181938.17,0
3786515,623,Belgium,Male,36,1,0,2,0,0,8991.7002,0
3641211,651,Netherlands,Female,49,7,155393.98,2,1,0,13493.56,1
3723948,853,Belgium,Male,48,9,136596.84,1,1,1,186212.06,0
3676707,673,Luxembourg,Female,34,5,0,2,1,0,164483.17,0
3805930,556,Belgium,Male,55,4,146798.81,1,1,1,74225.547,0
3768165,790,Belgium,Female,27,7,186558.55,1,1,1,175477.44,1
3570710,769,Netherlands,Female,32,9,127772.1,2,1,1,153318.3,0
3659226,592,Luxembourg,Female,42,6,0,2,1,1,35092.828,0
3596195,884,Belgium,Female,48,7,0,2,1,1,133501.2,0
3809145,797,Netherlands,Male,32,9,160680.41,1,1,0,31280.51,0
3675747,775,Luxembourg,Female,43,4,0,2,1,1,66870.594,0
3634060,711,Netherlands,Male,34,4,148375.19,2,1,1,22161.51,0
3661743,633,Luxembourg,Female,40,4,0,3,1,0,31894.4,0
3669051,793,Luxembourg,Male,39,7,157691.98,2,1,0,133727.05,1
3749649,778,Luxembourg,Female,26,4,135219.56,1,0,1,60462.422,0
3714737,489,Netherlands,Female,34,4,148249.55,1,0,1,33849.191,0
3676319,740,Belgium,Female,31,8,0,2,0,0,191665.77,0
3576726,625,Belgium,Female,23,2,0,1,1,0,123434.6,0
3702917,673,Belgium,Male,38,6,0,2,1,1,146142.64,0
3813220,812,Luxembourg,Male,35,4,80790.742,1,1,0,116703.59,0
3811996,602,Netherlands,Male,48,1,100900.5,1,0,0,33469.59,1
3639959,673,Netherlands,Male,44,5,157955.83,2,0,0,139505.47,0
3781701,654,Netherlands,Male,41,2,127913.71,2,1,1,44210.352,0
3702604,704,Luxembourg,Male,24,9,0,1,0,0,11395.58,0
3661207,573,Belgium,Female,42,1,0,1,1,1,179009.89,1
3726474,680,Luxembourg,Male,30,5,0,2,0,1,196677.94,0
3785374,501,Netherlands,Male,71,9,119496.87,1,1,0,126490.94,0
3633978,764,Netherlands,Male,26,4,97268.102,2,1,0,40137.871,0
3743209,668,Luxembourg,Male,61,1,0,1,1,0,23058.439,1
3645067,648,Belgium,Female,42,4,0,2,1,0,18184.58,0
3674720,731,Belgium,Male,54,6,171137.63,1,1,1,167659.8,1
3590481,692,Belgium,Female,31,6,172325.67,1,0,1,45918.871,0
3665172,655,Luxembourg,Female,31,5,0,2,0,0,64154.73,0
3716407,510,Netherlands,Male,54,3,134388.11,1,0,0,50645.289,1
3647093,441,Belgium,Male,34,9,0,2,1,0,108602.01,0
3752173,677,Netherlands,Male,33,8,149564.61,1,0,0,150682.94,0
3626210,523,Luxembourg,Male,39,6,0,2,1,1,82131.5,0
3790097,613,Luxembourg,Male,37,9,0,3,1,1,11445.93,0
3613743,532,Belgium,Female,26,5,0,2,1,0,109044,0
3625299,627,Netherlands,Male,38,1,127201.58,1,1,0,147173.95,1
3570655,733,Netherlands,Female,39,0,111213.64,2,1,1,148299.83,0
3677310,643,Luxembourg,Female,22,3,0,1,1,0,85664.859,0
3703361,818,Belgium,Male,40,9,93017.469,2,1,0,191736.81,0
3805363,726,Netherlands,Male,30,7,116927.89,1,1,0,21946.289,0
3689396,780,Belgium,Male,46,6,0,1,1,1,94156.297,1
3742436,820,Belgium,Female,25,4,0,2,0,1,42375.48,0
3600135,713,Luxembourg,Male,42,2,178820.91,1,0,0,30119.971,1
3577797,911,Belgium,Female,62,1,124678.35,1,1,0,71462.063,1
3587817,493,Belgium,Male,28,7,98738.922,1,1,0,122333.65,0
3654206,600,Luxembourg,Male,41,5,165445.05,2,1,0,86457.133,0
3762969,724,Netherlands,Female,25,2,114330.95,1,1,1,25587.43,0
3657082,720,Netherlands,Male,47,6,106901.94,1,1,1,2477.5901,1
3668973,505,Netherlands,Male,24,6,107637.97,2,0,1,169676.77,0
3593163,768,Luxembourg,Male,39,2,81273.133,1,1,1,19407.18,0
3616657,619,Netherlands,Female,43,2,113641.49,4,1,0,115690.58,1
3649212,575,Belgium,Female,61,6,142105.34,1,1,1,45725.191,0
3598291,708,Belgium,Male,50,7,0,2,0,1,72750.938,0
3738687,718,Belgium,Male,42,8,102870.93,1,0,1,104233.4,1
3775686,594,Netherlands,Female,38,5,85626.602,1,1,1,125105.82,0
3581609,742,Netherlands,Female,30,1,139676.95,2,0,1,16624.961,0
3756699,677,Belgium,Female,26,4,91547.844,2,0,1,28647.01,0
3614974,774,Belgium,Male,26,7,0,2,1,0,154884.33,0
3702904,635,Belgium,Male,40,5,0,2,1,1,123217.73,0
3647064,717,Luxembourg,Female,45,10,135923.16,1,1,0,18903.07,0
3636370,798,Belgium,Female,32,7,0,2,1,1,106745.54,0
3697258,611,Netherlands,Male,34,4,99441.211,2,0,1,4992.6001,0
3606653,809,Luxembourg,Male,26,6,0,2,1,1,186587.86,0
3722529,678,Belgium,Male,46,0,119556.1,1,1,0,78794.961,1
3591522,635,Belgium,Female,44,5,143244.97,1,1,0,98790.742,0
3717760,781,Luxembourg,Male,63,9,111179.83,1,1,1,93159.289,0
3776719,434,Netherlands,Male,45,5,83624.547,2,0,0,37014.969,0
3578775,864,Belgium,Male,34,9,0,2,1,0,144924.66,0
3782162,563,Luxembourg,Female,39,3,146408.69,1,0,0,73006.438,0
3726432,519,Belgium,Male,47,1,0,1,1,0,95345.422,0
3651538,596,Luxembourg,Female,30,5,0,2,0,1,149545.45,0
3665600,657,Luxembourg,Female,36,6,0,2,1,1,98669.922,0
3567658,602,Luxembourg,Female,44,7,189318.16,2,1,0,45327.539,1
3612995,666,Belgium,Male,40,8,0,2,1,0,63131.879,0
3618614,715,Netherlands,Female,40,2,147171.2,1,0,1,69993.789,0
3632163,555,Netherlands,Male,33,8,142871.27,2,0,0,77836.07,0
3581978,628,Belgium,Male,29,9,120268.13,1,1,1,174190.41,0
3729706,457,Belgium,Female,36,10,0,1,0,0,120890.7,0
3658330,524,Luxembourg,Female,63,5,162278.31,1,1,1,34846.941,0
3707277,670,Belgium,Male,40,7,125608.72,1,1,0,122597.74,0
3605074,742,Belgium,Female,29,4,0,2,1,1,180486.19,0
3714940,784,Netherlands,Male,45,7,102703.62,1,0,1,148503.39,1
3685112,904,Belgium,Female,28,2,0,2,1,1,38794.41,0
3620829,805,Luxembourg,Male,27,8,0,2,1,0,63750.891,0
3753364,849,Belgium,Female,32,3,63763.488,1,1,0,156716.63,0
3749954,697,Netherlands,Male,59,2,104568.41,1,1,0,8471.0801,1
3660326,671,Luxembourg,Male,27,4,0,2,1,0,99916.57,0
3575983,731,Belgium,Male,29,2,0,2,1,1,42045.391,0
3782739,643,Belgium,Male,31,2,0,2,1,1,92089.57,0
3700599,930,Netherlands,Male,42,6,84445.68,3,0,1,60266.711,1
3792287,680,Luxembourg,Male,42,9,0,2,1,0,119618.93,0
3621451,788,Belgium,Female,29,10,87946.391,1,1,1,182634.22,0
3697965,686,Belgium,Female,24,0,148298.59,2,0,0,183119.84,0
3720741,762,Belgium,Female,45,1,114959.12,1,1,0,189452.94,1
3758819,758,Belgium,Male,35,9,0,1,1,0,167321.11,0
3714672,879,Belgium,Female,42,3,0,2,1,1,177412.97,0
3790033,844,Luxembourg,Male,40,8,104291.41,2,1,1,118071.69,0
3791900,803,Belgium,Female,42,3,137781.66,1,0,0,199380.02,0
3668477,684,Belgium,Male,31,0,0,2,1,1,34751.961,0
3704883,744,Luxembourg,Female,29,9,0,2,1,0,27813.6,0
3657247,464,Netherlands,Male,25,3,136202.78,1,1,0,177257.58,0
3616252,536,Netherlands,Female,34,8,111905.43,1,0,1,197662.77,1
3677175,565,Luxembourg,Male,37,3,0,2,1,1,79581.75,0
3682666,879,Belgium,Female,40,9,99816.461,1,1,1,164702.34,1
3805474,530,Luxembourg,Male,29,4,151012.55,2,1,0,10513.91,0
3611907,871,Belgium,Male,38,9,122334.26,2,1,1,182056.48,0
3670946,525,Netherlands,Male,33,5,96341,2,0,0,108489.16,0
3666346,521,Netherlands,Female,56,2,111920.13,3,1,0,198215.61,1
3665979,668,Belgium,Male,33,0,98064.969,1,1,0,52671.039,0
3697365,820,Belgium,Male,33,4,0,2,1,1,40064.129,0
3590435,737,Belgium,Male,41,7,0,2,0,1,61705.871,0
3618501,690,Luxembourg,Female,53,6,150200.23,1,0,1,151385.91,1
3734259,564,Netherlands,Male,31,2,112708.2,1,0,1,186595.69,0
3647867,860,Belgium,Female,36,6,0,2,1,1,190771.19,0
3585532,857,Netherlands,Male,41,9,137742.91,2,1,1,167505.41,0
3634995,689,Netherlands,Male,26,5,90402.773,1,1,1,3854.4299,0
3788728,812,Luxembourg,Male,37,7,132730.17,1,1,0,200013.94,0
3674166,741,Belgium,Female,39,1,94435.453,2,0,1,189432.66,0
3752900,784,Luxembourg,Male,44,6,83870.328,1,1,0,179195.44,0
3780010,606,Belgium,Male,37,4,212692.97,1,0,0,177085.81,0
3750447,757,Belgium,Female,44,3,0,2,1,1,189575.58,0
3784121,496,Belgium,Female,21,7,0,2,0,0,176038.8,0
3664479,625,Belgium,Female,35,2,114321.28,2,0,0,16022.68,0
3634939,602,Netherlands,Male,59,8,118210.42,2,0,0,60602.781,1
3634349,744,Netherlands,Male,46,3,115248.11,4,1,0,130929.62,1
3717904,683,Belgium,Male,34,6,0,2,0,0,197955.14,0
3761172,754,Belgium,Male,54,9,117444.51,1,1,1,186398,0
3575226,749,Netherlands,Female,35,2,117438.92,2,1,1,17142.74,0
3597747,829,Netherlands,Female,47,5,104552.61,1,1,0,48821.422,1
3783756,540,Luxembourg,Female,37,1,130922.81,2,0,0,2643.7,0
3610827,494,Netherlands,Female,33,4,140002.34,1,1,0,123858.54,0
3608958,596,Belgium,Male,32,1,0,2,0,0,32248.43,0
3566292,546,Belgium,Male,45,2,0,2,1,0,77562.203,0
3684390,609,Luxembourg,Male,42,4,0,2,0,1,86942.797,0
3721175,878,Belgium,Female,34,3,144751.81,1,0,0,166914.52,0
3726572,587,Belgium,Male,35,3,106250.72,1,0,0,39828.422,0
3600486,608,Belgium,Female,39,5,0,2,0,0,118329.86,0
3708010,713,Luxembourg,Female,54,7,118241.02,1,1,0,172740.08,1
3668756,527,Belgium,Male,30,2,107316.09,1,1,0,64385.301,0
3671185,576,Belgium,Female,29,4,89349.469,2,0,0,180719.2,0
3578049,715,Belgium,Male,37,2,186347.97,2,1,0,93333.938,0
3812280,637,Belgium,Male,27,3,139301.69,1,1,0,100033.96,0
3739021,724,Luxembourg,Female,24,3,0,2,1,1,102339.57,0
3744994,614,Belgium,Female,35,8,0,2,0,0,85351.43,0
3591826,557,Belgium,Female,46,7,0,1,1,1,109443.78,0
3767752,644,Netherlands,Female,28,3,81623.672,2,1,1,157277.5,0
3687432,564,Netherlands,Male,49,5,94754,1,1,1,27095.58,0
3637826,606,Netherlands,Male,31,4,127237.25,2,0,1,143949.38,0
3741352,761,Luxembourg,Male,31,2,113836.27,1,1,1,175403.81,0
3624773,749,Luxembourg,Male,28,1,145118.83,1,0,1,77753.906,0
3671407,703,Belgium,Male,44,7,0,2,1,0,24032.131,0
3657830,771,Belgium,Male,39,2,0,2,1,1,83274.563,0
3793289,781,Netherlands,Male,26,3,119545.48,2,1,0,65730.758,0
3594956,704,Netherlands,Male,31,5,150593.59,2,1,1,105270.42,0
3641278,587,Belgium,Male,32,5,131354.25,1,1,0,125924.45,0
3616720,521,Belgium,Female,26,1,0,2,1,1,19530.289,0
3749486,601,Belgium,Male,32,8,0,2,0,0,41361.359,0
3714291,520,Luxembourg,Female,33,6,0,2,1,1,95627.594,0
3738022,626,Belgium,Male,32,6,99162.289,1,1,0,129037.26,0
3592563,680,Belgium,Male,40,8,125470.81,1,1,1,174674.19,0
3723705,713,Netherlands,Female,49,5,154776.42,2,0,0,196843.52,0
3640587,727,Belgium,Male,38,4,123345.85,1,1,0,141855.63,0
3793681,820,Belgium,Male,28,3,0,2,1,0,2352.03,0
3745331,828,Belgium,Female,63,1,110314.21,2,1,0,37782.23,1
3596010,817,Luxembourg,Male,35,1,0,2,0,0,42594.16,0
3756648,543,Belgium,Male,40,1,0,2,0,0,115272.15,0
3753629,677,Luxembourg,Male,32,7,100433.8,1,1,1,40469.121,0
3625740,620,Luxembourg,Female,45,0,0,2,0,0,114114.36,0
3685897,623,Luxembourg,Male,61,1,82182.102,1,1,0,107153.42,1
3605131,575,Luxembourg,Male,31,6,0,1,1,0,11220.9,0
3767230,757,Belgium,Female,25,7,0,3,1,1,10062.77,0
3575656,776,Belgium,Male,40,3,0,2,1,0,134581.52,0
3734768,841,Luxembourg,Male,38,7,86824.094,1,0,0,176006.88,0
3751095,749,Belgium,Male,36,5,0,2,1,0,161613.34,0
3686892,790,Netherlands,Female,28,9,82498.141,2,0,0,41038.461,0
3650064,689,Netherlands,Male,39,2,146186.28,2,1,1,194181.31,0
3708997,560,Luxembourg,Female,40,1,0,1,1,1,184865.28,0
3633652,669,Belgium,Female,40,3,0,2,1,0,167974.61,0
3724649,529,Netherlands,Male,31,9,111589.67,1,1,0,150710.7,0
3719224,543,Belgium,Male,67,8,103101.56,2,1,1,154761.73,1
3765173,865,Belgium,Female,46,8,0,1,0,0,162822.77,0
3572565,788,Belgium,Male,29,2,0,2,1,0,125254.22,0
3660061,624,Belgium,Male,40,4,99799.758,2,1,0,197808.41,0
3629415,633,Luxembourg,Male,23,2,126873.52,1,0,1,67680.328,0
3800313,532,Belgium,Male,35,5,128653.59,1,1,0,127885.79,0
3812630,593,Netherlands,Male,33,8,92659.203,2,1,0,1596.46,0
3601841,806,Netherlands,Female,46,5,141788.63,2,0,0,165524.98,0
3666844,749,Luxembourg,Male,38,7,121527.4,1,1,0,113646.43,0
3701320,715,Belgium,Female,29,9,0,2,0,1,3357.8101,0
3763411,591,Belgium,Male,30,1,0,2,1,0,199897.41,0
3669124,673,Belgium,Male,44,2,168396.34,1,1,1,14709.22,0
3623986,769,Belgium,Female,33,6,0,2,1,1,190983.66,0
3790394,919,Luxembourg,Male,39,0,141829.67,1,1,1,93507.508,0
3765081,629,Netherlands,Female,40,3,149961.98,2,1,0,105117.55,0
3626781,660,Luxembourg,Female,48,6,0,2,1,1,40377.371,0
3777234,782,Luxembourg,Female,31,5,0,2,1,0,9810.9697,0
3806711,724,Belgium,Female,54,2,95507.117,1,1,1,63732.172,0
3735597,533,Netherlands,Male,58,3,137318.42,1,1,1,126229.6,0
3639460,758,Belgium,Male,38,2,0,2,1,0,503.78,0
3662135,824,Netherlands,Female,50,1,121498.11,2,0,1,106686.59,1
3768849,579,Luxembourg,Male,25,7,0,1,0,1,192851.66,0
3721920,560,Belgium,Female,40,7,0,1,0,1,161503.5,0
3702941,890,Belgium,Female,29,3,82344.844,1,0,1,116646.88,0
3771333,860,Luxembourg,Female,37,9,0,2,1,0,68646.063,0
3572455,487,Belgium,Male,29,8,102490.27,1,0,1,181856.23,0
3772357,819,Belgium,Female,47,10,148636.2,1,0,1,16887.49,1
3659492,680,Netherlands,Female,53,3,113781.5,2,1,1,107002.69,1
3785409,805,Netherlands,Male,38,3,183102.3,1,1,1,71820.211,0
3641530,563,Belgium,Female,36,3,0,2,0,0,26254.811,0
3700652,642,Luxembourg,Male,35,8,0,1,1,0,100452.93,1
3707089,538,Netherlands,Male,48,8,129250,2,1,1,158204.09,0
3603045,815,Netherlands,Female,35,1,146781.23,1,1,0,189736.7,0
3665432,657,Belgium,Female,38,7,59568.57,1,1,1,167970.66,0
3651167,687,Belgium,Male,21,1,0,2,1,0,66564.68,0
3702710,789,Luxembourg,Female,35,2,0,1,1,0,44387.109,1
3675320,657,Netherlands,Female,30,9,132351.3,2,1,1,74598.969,0
3812060,830,Netherlands,Female,37,2,100431.84,1,1,0,35545.922,1
3584834,698,Luxembourg,Female,37,3,0,2,1,1,147736.97,0
3723943,686,Netherlands,Male,29,8,149318.55,1,1,0,141398.81,0
3776009,689,Belgium,Female,34,6,0,2,1,1,125134.34,0
3751131,742,Belgium,Female,36,2,0,2,0,1,167754.75,0
3714283,820,Belgium,Male,60,5,85891.547,1,1,0,74777.367,1
3773075,691,Belgium,Male,35,5,106836.67,2,1,0,84795.313,0
3738295,798,Luxembourg,Male,44,4,107726.93,2,1,0,153816.02,0
3790843,619,Belgium,Female,38,3,132951.92,1,0,1,124532.91,0
3755623,699,Belgium,Male,39,10,0,2,1,0,103632.59,0
3588998,666,Luxembourg,Male,34,9,0,2,1,0,119378.61,0
3767424,851,Belgium,Male,42,10,0,2,1,1,3854.3999,0
3815162,810,Luxembourg,Female,28,2,0,2,1,1,118206.56,0
3706560,622,Belgium,Female,41,4,145809.53,2,1,1,52607.031,0
3810391,568,Belgium,Male,51,4,0,3,1,1,67033.477,0
3612574,874,Luxembourg,Female,39,10,0,2,1,1,143229.44,0
3725477,607,Belgium,Female,47,6,0,1,0,0,195479.38,1
3694650,636,Belgium,Male,29,4,121823.4,2,1,1,50510.809,0
3660638,778,Belgium,Male,30,3,124119.54,1,1,0,162264.2,0
3652945,596,Belgium,Male,35,2,133853.27,1,1,1,65633.039,0
3656320,596,Luxembourg,Male,32,10,158537.42,1,1,0,166956.3,0
3772219,714,Netherlands,Female,31,1,128927.93,1,1,1,3514.1899,0
3590921,631,Netherlands,Male,68,2,100194.44,1,1,1,38780.531,0
3574406,717,Belgium,Male,36,8,133889.34,1,1,1,143805.55,0
3616428,600,Netherlands,Female,41,5,77647.602,1,1,0,190867.89,0
3657569,552,Belgium,Male,37,6,0,1,1,1,17854.619,0
3702228,589,Belgium,Female,35,10,0,1,1,1,31429.869,0
3669720,595,Luxembourg,Female,36,2,0,2,1,1,14855.51,0
3621151,697,Luxembourg,Female,37,7,0,2,1,0,13869.88,0
3573869,771,Netherlands,Male,23,2,93301.969,2,0,1,127771.79,0
3672596,664,Belgium,Female,45,7,145933.27,1,1,1,199512.59,0
3725109,768,Belgium,Female,31,9,114722.05,2,1,1,98841.352,0
3745419,642,Luxembourg,Female,32,6,118879.35,2,1,1,19790.23,0
3782266,860,Luxembourg,Male,51,3,109799.55,2,1,1,13169.35,1
3778734,727,Belgium,Male,33,9,147510.34,1,1,0,191098.02,0
3786035,669,Belgium,Male,28,7,0,2,1,0,1503.98,0
3800534,601,Luxembourg,Female,42,4,96763.891,1,1,1,199721.06,0
3708589,635,Luxembourg,Male,32,9,85534.828,1,0,0,169725.44,0
3583151,681,Luxembourg,Female,45,3,0,1,1,0,38659.379,1
3809704,579,Netherlands,Male,26,1,148853.3,2,1,1,25054.42,0
3761285,731,Belgium,Female,55,5,0,1,0,1,196874.7,1
3569468,692,Netherlands,Male,30,6,112372.96,1,1,1,118117.53,0
3730964,813,Belgium,Female,30,1,127023.39,1,1,1,139497.13,0
3586791,693,Luxembourg,Female,56,5,0,2,1,1,42400.09,0
3694035,784,Luxembourg,Male,39,4,95161.75,1,1,0,19791.09,0
3715984,611,Belgium,Female,38,2,0,2,1,0,87857.883,0
3663686,579,Netherlands,Male,34,6,204017.41,2,1,0,110225.49,0
3796029,756,Belgium,Female,18,1,98894.391,1,1,1,9642.4805,0
3702369,822,Netherlands,Female,35,1,151958.19,3,1,1,131475.02,1
3645515,774,Belgium,Male,62,2,0,2,1,1,25483.789,0
3610069,715,Luxembourg,Female,42,3,103210.27,1,1,0,31189.109,0
3777397,783,Netherlands,Male,34,6,141806,2,1,1,183890.56,0
3636529,751,Netherlands,Female,36,1,101609.01,2,1,1,1019.8,0
3569301,815,Belgium,Male,44,6,0,2,1,1,160374.44,0
3739902,483,Luxembourg,Female,22,7,169649.73,2,0,1,137071.33,1
3709909,774,Belgium,Male,33,6,0,2,0,0,38940.621,0
3725574,707,Netherlands,Male,24,7,101195.23,1,0,0,133286.33,0
3691661,778,Belgium,Female,39,3,0,2,1,1,84680.523,0
3783614,777,Belgium,Female,28,5,0,2,0,0,12944.03,0
3623725,580,Belgium,Male,55,9,0,2,1,1,95147.313,0
3606399,605,Belgium,Female,22,6,186788.95,2,1,0,73511.492,0
3770346,483,Netherlands,Female,28,3,139986.66,1,1,0,137104.53,0
3773310,699,Luxembourg,Female,25,4,0,1,1,1,194898.16,0
3803514,758,Luxembourg,Male,28,3,0,2,0,1,182226.39,0
3631065,658,Belgium,Male,50,6,153590.73,2,1,1,131216.36,0
3674196,672,Belgium,Male,38,3,0,2,0,0,172219.98,0
3610244,774,Belgium,Female,51,4,88308.867,3,0,0,6101.2202,1
3567131,733,Belgium,Female,31,7,0,2,1,0,170575.48,0
3810283,557,Netherlands,Male,37,1,101438,1,0,0,52095.48,0
3737707,777,Belgium,Male,44,2,111095.58,2,1,0,100573.96,0
3669901,608,Belgium,Female,38,5,126645.13,1,1,1,168826.44,0
3618928,779,Netherlands,Female,37,5,113291.05,2,1,1,132788.09,0
3588420,673,Netherlands,Male,25,7,108380.72,1,1,1,79284.82,0
3612970,698,Netherlands,Male,27,5,95826.492,2,1,0,156343.42,0
3584275,726,Luxembourg,Female,35,1,106405.03,1,1,1,83521.859,0
3642583,504,Belgium,Male,34,5,117593.48,2,0,0,113844.74,0
3644490,570,Belgium,Female,47,8,0,1,1,1,67153.344,1
3718587,653,Belgium,Male,30,5,0,2,1,0,75920.711,0
3785833,778,Belgium,Male,39,9,0,2,1,0,19506.98,0
3697404,676,Belgium,Female,21,10,125712.2,1,0,0,175101.92,0
3683416,786,Belgium,Female,35,3,121418.62,1,1,1,25061.01,0
3693324,640,Belgium,Female,40,0,0,1,1,0,119468.34,0
3672392,607,Belgium,Female,60,0,131778.08,1,0,0,11478.58,1
3726354,665,Netherlands,Female,26,6,135067.52,2,0,0,131711.84,0
3686761,706,Luxembourg,Female,30,3,0,1,1,0,160289.66,0
3641799,650,Netherlands,Male,44,9,119530.52,1,1,0,119724.56,1
3705537,809,Netherlands,Male,32,5,159904.8,1,1,0,149515.98,0
3633464,709,Luxembourg,Female,33,7,123870.07,1,1,0,97997.422,0
3661734,570,Belgium,Male,40,3,141004.45,1,1,0,105580.54,0
3781124,665,Belgium,Male,35,9,95478.172,1,0,0,169491.61,0
3581324,580,Belgium,Male,41,1,0,2,0,0,70925.289,0
3661324,830,Netherlands,Male,37,2,110777.26,2,1,0,3127.6499,0
3684666,732,Netherlands,Male,56,9,110993.79,1,1,0,134825.06,1
3713224,652,Netherlands,Male,30,1,122185.53,1,1,0,103064.49,1
3632624,520,Belgium,Male,38,3,134006.77,1,1,0,89830.102,0
3637391,737,Belgium,Male,20,6,0,2,1,0,196211.92,0
3665258,745,Luxembourg,Female,67,1,0,2,1,1,177967.84,0
3712366,594,Luxembourg,Male,40,10,121355.99,1,1,0,138402.19,0
3610856,772,Netherlands,Female,60,5,138597.55,2,1,1,41642.699,1
3716155,802,Luxembourg,Female,39,4,122486.11,2,1,1,140832.78,0
3674349,585,Netherlands,Male,40,7,111756.5,1,1,0,8701.3096,1
3662043,615,Belgium,Male,32,1,0,2,1,1,9169.5195,0
3778324,798,Luxembourg,Female,48,5,0,2,0,0,79125.219,0
3594206,617,Luxembourg,Female,48,2,213146.2,1,1,0,75374.508,1
3697587,723,Netherlands,Female,43,3,122717.53,2,1,1,87109.148,0
3746700,838,Luxembourg,Male,38,9,0,2,1,0,88236.672,0
3706930,530,Belgium,Male,33,5,0,2,0,1,78909.672,0
3662089,560,Belgium,Female,55,8,116973.26,3,1,0,122827.17,1
3580285,653,Netherlands,Male,38,8,106922.92,2,0,1,84826.219,0
3644349,763,Luxembourg,Female,37,3,99773.852,2,1,0,54982.629,0
3744905,813,Netherlands,Male,38,5,112281.7,1,0,1,90098.117,0
3654375,550,Netherlands,Male,54,5,92877.328,1,1,0,3003.22,1
3727808,553,Belgium,Male,37,5,0,2,0,1,170493.84,0
3745602,660,Belgium,Male,25,7,0,2,1,1,196296.78,0
3630200,611,Belgium,Female,31,9,0,1,0,1,6114.5498,0
3730267,703,Luxembourg,Male,31,4,103430.11,2,0,1,37244.84,0
3645202,662,Belgium,Female,51,4,124620.01,2,1,0,92674.383,1
3740325,789,Netherlands,Female,62,7,142724.48,1,0,1,6277.5698,1
