movie,reviewContent,reviewDate,reviewStars,reviewHelpfulVote,reviewTotalVote
"Guillermo del Toro's Pinocchio","It takes very little to be a good person, right? Guillermo del Toro has once again demonstrated his mastery in handling what is seemingly a children's world, bringing to the screen a bleak and moving story, in some ways closer to the portrayal of the character from the Pinocchio adventures' original book. Indeed, the original Pinocchio is a disobedient, lying, difficult child who, while loving his father, cannot resist the temptations that surround him. He is not a perfect child and he is not a model child. Carlo, on the other hand, is a model child. But both are perfect like they are. And both are worty of the same kind of love. What the film wants to make explicit is a valuable message for children as much as for adults, that is, what is important in life is not being perfect but being good, and being good means doing your best (which is the best there is). It's really as simple as that. While non revolutionary, it is a very sweet message indeed. In this way, Pinocchio is a film that looks at life (and death) very gently.

On the technical note, it is accompanied by spectacular animation, and great aesthetic attention, expressed in the design of the characters, in their movements, and in the beautiful shots. The world the viewer is accompanied into is made with great care and attention, and it is nice to hear the little homage to the Italian language given by the secondary characters exchanging pleasantries. Also well done is the representation of Mussolini's fascist Italy as a historical backdrop, which, going back to the message of the film, also represents the only example of human behavior that really needs to be corrected.","7 December 2022",9,14,33
"Guillermo del Toro's Pinocchio","This movie has many great features, that I, as a big fan of stop motion am attracted to. Firstly, it is full of heart, the first ten minutes or so are relative to up's famous opening in quality and reminds me of the movie alot. It makes you sympathise with the main father character 'Gepetto' but as well as this, all of the side characters are very fun and most have story arcs of their own. The stop motion, is, as usual phenomenal, and carries Del Toro's trademark style along with it. The film can also go to some dark places sometimes with the war plot and some villains dying in rather scary ways (usually offscreen) the music also accompanies with the emotions well. Overall a very fun and heartfelt family movie.

Very good 👍","20 December 2022",9,2,2
"Guillermo del Toro's Pinocchio","Guillermo del Toro's Pinocchio (2022)

I have heard of Pinocchio, his growing nose and naturally, I watched the old Disney cartoon; as I am sure most of you have. So I wondered how good or different can this one actually be and is it worth the 2 hours. I know it's a bit harsh, but I decided to give the film 5 minutes to impress me and at about minute 4, I was hooked. The animation style was just magical and as soon as the voice acting and the music kicked in, I couldn't stop.

While the story carries many core values of the original, it feels different and in a good sort of way. Afterall, it's Guillermo Del Toro and this man wouldn't have bothered himself if he didn't plan on making it good. While it is considered to be a children's story, this version will quickly show you that it has a lot of adult elements making it engaging for audiences of all ages. Of course there is Guillermo's iconic style, that at times threads the line of horror, but because of the joyful voice acting and music, it never completely crosses to the dark side despite portraying some serious themes like death and rise of Fascism.

In addition to looking and sounding good, Pinocchio carries so much meaning on topics like obedience, burden, war and fatherhood which are intricately interwoven into this rich tale. The animation team deserves extraordinary praise as some of the sequences felt incredible considering it was all done in stop motion. I don't think there is any competition to this film in the Oscars animated category and to top it off, it's now one of my favorites from Guillermo. Whether you are familiar with Pinocchio's story or not, give it a bit of time to pull you in and you will end up absolutely loving it.

Movieswithoutshmovies on Instagram for honest movie and TV Show reviews.","26 December 2022",9,1,1
"Guillermo del Toro's Pinocchio","Title says it all! This movie really was a piece of art. Me and my girlfriend have been really enjoying it from the first minute to the last. The style of it is just so unique and yet so Guillermo Del Torro. The characters feel very real and even though it's a pretty long movie (out of my head about 2 hours), it didn't feel to long at all. We even watched the making of directly after that. I also really liked how the story was different than the original story but also felt like it had a lot of respect for the original story. The character and world design is beautiful and also felt very Italian to me
I also liked how much more emotional and real the story felt than ever. I do however think that the movie can be scary at times for really young children.","31 December 2022",10,4,5
"Guillermo del Toro's Pinocchio","After all, it's Guillermo del Toro. I was never disappointed, the animation, the voices, the sounds, the detail, it all comes together in perfect harmony. The creatures were biblical-looking. I realize now that I need amazing visuals in movies. Dune is another movie with visual art. I can't sit and watch through a boring movie of a bunch of white men in suits talking. So boring, so dull.

I don't know what it is about Guillermo del Toro. His movies always fascinate me. They make me feel uncomfortable and amazed at the same time. This is another win for him. I'm gonna have to rewatch this for sure to pick up anything I've missed.","25 December 2022",10,3,3
"Guillermo del Toro's Pinocchio","The genius of Guillermo del Toro arrives to give a twist to the children's classic of all time. The new Pinocchio story has the facade of a children's fable, as you would expect, but as soon as events allow it, it becomes a dark and profound film, dealing with themes of obedience, death and sacrifice.

The character design, sets and models are wonderful. The care for small visual, kinetic and narrative details is impressive. Despite being Guillermo del Toro's first foray into animation, stop motion fits him like a glove.

This is one of those movies you don't expect to see in 2022 unless you're a fan of Wes Anderson, Henry Selick, or Tim Burton. It's definitely part of the best of the year, for its execution more than for its story.

Fully recommended for all audiences.","12 December 2022",8,2,3
"Guillermo del Toro's Pinocchio","Guillermo del Toro's stop-motion musical Pinocchio, based on Carlo Collodi's 1883 children's book, is like no other you have seen, not the flaccid 2022 Robert Zemeckis live/animation version nor the benign Disney version with its sweet round-faced puppet. Del Toro's version rumbles with tough love that has the burdens we all experience. It adds Italian Fascism around WW1, with the puppet targeted for extinction by no less than Il Duce, Benito Mussolini: ""These puppets, I do not like.""

It's an odd choice of time and place, especially given the recent victory of a fascist-rooted regime in Italy, although the filmmakers couldn't have known the return would happen. For a movement dedicated to strict obedience, this Pinocchio represents clear and present danger. When local fascist functionaries raise their arms in salute, it's scary given their bloody history.

Carved from a pine tree that represented Geppetto's (voice of David Bradley) lost son, Carlo (voiced by Gregory Mann), Pinocchio is a rambunctious, disobedient boy, curious and affectionately rebellious-in short, the kind of independent individualist that could become a world leader. But, alas, he's different from the rest-wooden and defiant, a fine example of people of a different color, creative innovators, and people who just don't fit because they are misunderstood.

Del Toro, co-directing with stop-animation guru Mark Gustafson (animator of Fantastic Mr. Fox), emphasizes the early-twentieth century fascist milieu the little hero faces, with Mussolini and his henchmen determining moves citizens can take. With that encumbrance comes the chance for the little stringless puppet to become a real boy of resolve.

Del Toro imagines a world of eventual equality and inclusion as Pinocchio becomes his destined hero who loves even enemies, such as evil showman Count Volpe's (voice of Christoph Waltz) henchman, Spazzatura (voice of Cate Blanchett), a macabre goblin monkey with a growing love for Pinocchio. Gepetto accepts a wooden substitute for his lost son, and the slightly comic but un charming Cricket (Ewan MacGregor) narrates with some sympathy and sparse wisdom.

Although del Toro could be accused of morphing a Disney-like story into a dark tale of survival, he laces the tale with thoughts like the need to love others for whoever they really are, not what you want them to be and recognizing the cycle of life to death not even a woodland sprite (Tilda Swinton) can change.

Del Toro's Netflix musical version (scripted with Patrick McHale) is a new spin on an old story, and the tunes are forgettable. Light and airy like Disney's version it is not. Dark it is.","9 December 2022",,3,10
"Guillermo del Toro's Pinocchio","This is a wonderful, joyous, often funny adventure through a world filled with monsters, though no monster proves to be more insidious than fascists and those who exploit children. Guillermo del Toro's Pinocchio is an adaptation that subversively reworks the original story's intention to teach children the importance of obedience, and instead aims to teach children the utility and moral value in rebellion and self-advocacy, framing Pinocchio's unruliness not as vices to be ironed out, but as acts of anti-fascist heroism. Every interaction any character has with Pinocchio is one in which he bristles against them, opening up wounds, forcing them to relive and confront past traumas that they've opted to bury in their own ways, whether it be through substance abuse, blind submission to authority, or blind nationalism. Every character before meeting Pinocchio is an open nerve for Pinocchio to torment, though through his chipper prodding at social expectations he finds silly and pointless, those around him are able to find healing, and courage. In that way del Toro's version of the story is a direct rebuke to the moralizing of its source, celebrating the unexpected virtues in disobedience, dishonesty, and poop jokes.","16 December 2022",9,4,7
"Guillermo del Toro's Pinocchio","As we cry for the ones we love for nights, it could take up to years, but we eventually meet new ones who we get attached to.

""Guillermo del Toro's Pinocchio""
A beautiful animated movie that teaches us the meaning of love, friendship, and how important we should keep trying and holding the ones we love and whatever happens we mustn't lose them for any reason, whether it is a huge matter or nothing to say about, either way we have to stick to them.

As for animation, it has a lot of meanings which have stopped in recent years' animations. God only knows why.

I wish to see more animation movies that have meanings in it, so it can grow feelings, emotions, etc... in our kids.","23 December 2022",7,1,1
"Guillermo del Toro's Pinocchio","As said in the title, the newest version of Pinocchio is much better than the other Disney reanimation projects. In 120 minutes, the film traverses thematic ideas like maturation, trauma, collective persecution, coercive labor, World Wars, death, and meanings in life. However, with more than enough topics, the movie barely has time to explore each in depth, which is one major let-down in my opinion. Despite that, I am amused if not surprised by Del Toro's personalized interpretation and alternation to the original story, especially with adding a historical background. Don't be fooled by the childly musical components into thinking that the film is children-friendly, for the whale (spoilers) looks like a literal tumor, and it's nostril a throbbing anus -- one thing I love about Del Toro, you never know when his fairy tale is intruded by loathsome figures or the cruel reality. Lastly, whoever casted Cate Blanchett to voice Spazzatura is brilliant, as I cannot be entertained more imagining the great actress doing all sorts of weird grimaces and gestures, trying to make sounds of a baboon.","16 January 2023",7,1,1
"Guillermo del Toro's Pinocchio","Guillermo Del Toro's Pinocchio is wonderful. It contains some of the best stop motion animation while being the longest one produced.

All the voices are well casted from Ewan McGregor's Cricket to David Bradley as Geppetto (in a role designed perfectly for John Hurt). Even Cate Blanchett as Spazzatura is on the money.

In typical Del Toro fashion, this one appeals to adults mostly while dropping stuff in which will appeal to kids the older they get. There are some real dark undertones to the movie with Mussolini & War never far away.

The songs are a tad hit and miss with Everything Is New To Me a standout and Ciao Papa a real heartbreaker. Gregory Mann has an angelic voice which sometimes grates but works with the songs previously mentioned.

Guillermo Del Toro's Pinocchio has been worth the wait and is another great addition to Del Toro's filmography.","9 December 2022",8,6,16
"Guillermo del Toro's Pinocchio","It's not your typical Pinocchio story. It's filled with death, hope, grief, hard life moral lessons, moments of laughter...and all done with amazing animation. It's dark, yet whimsical. There is rage, love and excitement. The plot was beautiful and the animation, while not technically realistic, was dreamlike and stunning. It was also emotional and hard. I have never much liked any of the Pinocchio movies, but this one won my heart. I do wish there wasn't so much singing, but as it's a dark tale, perhaps it helps to lighten the mood.

I laughed and cried and smiled. I was moved from beginning to end. I highly recommend.","13 December 2022",10,4,7
"Guillermo del Toro's Pinocchio","Guillermo del Toro, Like Tim Burton, Compromises Very Little on Their Personal ""Artful"" Renditions of ""Classic"" Fantastical Stories.

With ""Pinocchio"" the Visualist Lets Religion and Facisim Overwhelm with Overlays Any Child Sensibilities and Understanding.

The Director has Said in Interviews that His Version is Not a ""KIds"" Movie.

It Certainly is Not, for What Child Could Begin to Understand Anything About Religious (Christian) Complexity or Fascist (Mussolini) Politics and its Inclusion in Their Naive and Neutral Young Lives.

With that In-Mind, it's a Wonderfully, Detailed, Off-Kilter Dark Display of the Classic Story.

With its Emphasis More on Loss, Grief, and Loneliness...

and Not a ""Wooden Boy"" and His ""Wish"" to be a ""Real Boy"" Like in the Original Disney and the Spielberg Versions.

The Less Said About the Recent Disney Live-Action Disgraceful Debacle (2022), the Better.

This 21st Century Version has a Depressing Pallette and Tone, Filled with Much Angst and ""Real-Life"" Darkness.

The Songs are Forgettable and Fail to Up the Down-Beat Much.

At 2 Hrs, it can be a ""Burdensome"" Watch, but the Artistry is Different Enough and Striking Enough to Keep Watching, although Some May Find it Laborious while it Drags its Heavy-Weight and Find it Tiresome.

Very Young Children and Sensitive Young People will Probably Find it Scary, Monstrous, and Horrifying at Times.

But For All Others it is Certainly...

Worth a Watch.","14 December 2022",7,1,2
"Guillermo del Toro's Pinocchio","GDT is great in telling the unique stories where the lead character is out side of this world on the backdrop of some historical time. This time also he does the same. But refreshingly he has chosen the animation this time. The normal folklore Pinocchio has been wrapped up as the base story to tell the viewers the bigger philosophy
"" the burden of love""
The story revolves around the father son relationship the way GDT perceives. The character are very well written and you are able to check the moral compass and their decision driving factors. The love of the country, the love for money and fame and finally the father son love . The story revolves around love. A nice attempt by GDT.","11 December 2022",7,1,1
"Guillermo del Toro's Pinocchio","I always liked Guillermo del Toro, so I may be a little biased. Other than that, I'm a sucker for animation movies.

Without thinking too much about it, I watched it with my son. At first I was like ""woah, this is.. different"", but not in a bad way.

Most movies nowadays don't make me feel a lot, and when they do it's mostly annoyance.

Not with Pinocchio. Not with Del Toro's interpretation of it. I'm not going to say too much about the movie itself, because that's been done in other reviews.

Instead I want to say that this movie moved me; I felt sadness, hope, loneliness, and unconditional love. The characters feel real and deep (not in the way they look), and give the feeling they have been through life before this movie came to be.

Do yourself a favor, and give this movie a chance.","23 December 2022",9,2,2
"Guillermo del Toro's Pinocchio","The beloved story of Pinocchio gets a fresh new look thanks to visionary director Guillermo del Toro.

Those of you who follow my blog might have noticed I hated the original 1940 version of the film, for various reasons.

While the 1940 version was aimed almost exclusively at a (very) young demographic, 'Guillermo del Toro's Pinocchio' is a film young and old can enjoy. Apart from being visually stunning, the story itself is much better. The character motives are better defined and this film is not as cartoonish. There are still a few moments that were indeed resembling cartoon humour, but that's fair enough - since this is a film for the entire family.

In this version, Geppetto has a 10-year old son, Carlo, who dies during an aerial bombardment. By this time the relationship between Geppetto and Carlo was well established and I sympathized with Geppetto. After years of mourning, he decided to carve a wooden doll to fill the void left by Carlo. As we all know, the puppet, Pinocchio, then comes alive with the help of a Fairy, or Sprite. The Fairy also requested a cricket named Sebastian J. Cricket to guide Pinocchio, and promised to grant him one wish in return. This plays a pivotal role towards the end.

In the original film Geppetto decided to send Pinocchio to school just minutes after he became alive. Here, Pinocchio is depicted as a naughty, spiteful 'kid' who lacks discipline, and it is recommended that Geppetto send him to school. This is much more realistic, and makes more sense.

Off course, Pinocchio decides not go to school and joins the circus after circus owner Count Volpe made false promises to him. Count Volpe also serves as the film's main antagonist. What follows is a coming of age journey filled with fun and adventure, tears and laughter, and above all, a very powerful message.

I must be honest, I didn't really like the Pinocchio character, but his unruly behaviour was essential for character development, and a heartfelt finale.","5 January 2023",6,1,2
"Guillermo del Toro's Pinocchio","The movie adds some fresh ideas to the original pinocchio move. Where the 1940's pinocchio gives emphasis on ideas such as meaning of freedom and what's the difference between being real and being a puppet, this movies gives emphasis on disobedience towards evil.

Disobedience has always been a muse for Del Toro. Another thing that he depicts greatly is acceptance. Embracing who you are. But while adding these new ideas, he did not lose it's original magic. The philosophy of being real has been modified to another level in this version.

I cried the whole time while watching this movie. The animation was great. But for me the voice acting was a bit down. It was not bad. But it was not as good as the 1940's version. The music also was not that great. It did not have enough magic as such as the origin one.

But in brief the movie was great and worth watching. The movie will give some fresh ideas along with some nostalgic memories.","13 December 2022",8,4,6
"Guillermo del Toro's Pinocchio","Guillermo del Toro's ""Pinocchio"" is a beautifully crafted and thought-provoking take on the classic tale. The decision to use stop-motion animation for the film's creatures brings a tangible, almost otherworldly quality to the film, and del Toro's lifelong commitment to practical effects gives his monstrous creations a sense of realism and presence that is often lacking in purely digital creations.

The story itself is decidedly more mature in tone than previous animated iterations of the tale, exploring complex themes of fatherhood and forgiveness. The cast is perfectly chosen, with Ewan McGregor's pompous Sebastian J. Cricket providing a wry and often humorous narration, and Tilda Swinton delivering a captivating performance as both the Wood Sprite and Death.

Overall, ""Pinocchio"" is a must-see for fans of del Toro and stop-motion animation. Its complex themes and beautifully crafted world make it a unique and engaging addition to the director's impressive body of work.","8 December 2022",9,12,34
"Guillermo del Toro's Pinocchio","This might have been one of the things I was most excited about being released this year. Guillermo Del Toro always has the highest quality in his production and typically makes some of my favorite releases. Usually, I wouldn't be this excited about something animated unless it was Disney/Pixar. So when the Tom Hanks live-action Pinocchio flopped, I was disappointed. Pinocchio has also been a favorite of mine since childhood. So I prayed that this beautiful-looking Del Toro adaption would live up to expectations. I'll say my expectations were met many times over.

This is Pinocchio like you've never seen him before. But that's a good thing. An adaptation or remake needs to be different from the original. That was the biggest reason Disney's 2022 adaptation flopped. It tried being too much like the original and changed many things that made the original so magical. This also isn't a remake of the classic 1940 Pinocchio. It is a different interpretation of the 1883 novel. I could go on praising so much of what this does perfectly. The fascist Italy setting during the second world war creates an interesting backdrop for why things happen to certain characters. Christoph Waltz should honestly stick with villain characters. Count Volpe is one of my favorite characters Waltz has ever played. This also is not a kid's movie. It could be watched by kids, but many of the themes are things that only adults would understand. Few could take a classic work for kids and turn it into something emotionally complex and beautiful. Del Toro is one of those few.

10/10. An imaginative ride from start to finish. Full of heartbreak and triumph, sure to entertain all. A real contender for best-animated film of the year.","9 January 2023",10,1,1
"Guillermo del Toro's Pinocchio","Quick Movie Reviews
Guillermo del Toro's Pinocchio
Netflix -1hr 57 mins
Yes, this is the second version of Pinocchio released this year, and that is in addition to the original Disney film from 1940 (among other, less notable versions). This is one is quite a bit different, and much more interesting for the seasoned film watchers which you have all become.

First off, it is an absolutely beautiful film to watch. The producers (Guillermo del Toro and Mark Gustafson along with Jim Henson studios) actually used real puppets for their characters in a ""stop-motion"" form of animation. Background scenes are hand painted and are striking. This version of Pinocchio is more closely aligned with the original book written by Italian author, Carlo Collodi, in 1883. It is far edgier than the cute Disney movie which most of us grew up with.

So much edgier, that some of the themes (mortality, violence, fascism, and warfare) are probably not appropriate for younger viewers. Pinocchio himself is created to look like a rough-hewn pine carving. When he lies and his nose grows, it develops branches and leaves (Yes, it probably should have been pine needles). We even get a brief appearance by ""Il Duce"" himself, Benito Mussolini, as the plot takes us through Italy during both World Wars.

This is a definite must-see. I have to believe that it will garner much attention during the Awards cycle coming soon. Even if you don't care for the fairy tale nature of the story, watch it just to immerse yourself in the artistic renderings and craft.","13 December 2022",10,3,4
"Guillermo del Toro's Pinocchio","Whilst the stop-motion animation is good, the film itself is pretty ugly. Pinocchio looks like something knocked up without much thought.

Mark Renton as narrator? He was great for a movie about drug addicts but he kind of lacks the charm required for a movie about magical beings.

The idea that the Church worships a lifeless wooden idol whilst demonising the living because of their same woodeness is interesting. There is indeed a corrupt news within the Church that worships death instead of Life which is what Jesus really represents. In this sense Pinocchio is Jesus. That is, he has the spirit of Jesus in him as do we all - Life.

But it's not a beautiful looking film. It's dark, bleak and sinister. Another reviewer elsewhere says this film is realistic because it is devoid of colour! I don't know what reality they live in but where I live life is pretty colourful.","11 December 2022",5,9,27
"Guillermo del Toro's Pinocchio","This movie expects us to believe that old man Geppetto actually had a wife or a girlfriend and she actually had a kid with him - and then she is just gone no mention of her ever in the film. Geppetoo than has a weird relationship with his son, who then dies a terrible death, and he becomes an old drunk who carve Pinocchio in a fit of drunken madness, but thankfully the cricket and blue fairy are there to help him and Pinocchio becomes a wooden boy? What the heck? Then there are Nazi's running around? I dunno. This film is ridiculous and the music is just awful. I turned it off and will never watch again.","19 December 2022",1,13,61
"Guillermo del Toro's Pinocchio","This is extremely unbelievable well done, the motion, the dialogues, perfect songs, voice and sound. This is perfection. How can something not alive, looks so ... alive?

Everybody who loves stop motion animation should see this movie. It took 5 years to make it and had a duration of almost 2 hours. Also the making of and behind the scene movies are worthy to see. Although a lot of respect for the crew, it is also the fabulous contribution of Guillermo del Toro who is a real good storyteller.

At the beach, and if you know the main line of the original story this is not a spoiler, is very moving. Applause and salute, and many thanks for making this movie.","4 January 2023",10,3,4
"Guillermo del Toro's Pinocchio","There wasn't a hew and cry asking for yet another version of Carlo Collodi's classic tale, but Guillermo del Toro, Co-Director Mark Gustafson and their team have added quite enough to make it interesting. The screenplay (by Del Toro in collaboration with Patrick McHale and Matthew Robbins) is still set in Italy, but during WWII under the fascist regime of Benito Mussolini. There are several other changes, some to accommodate the setting and time period, while others come from this being a passion project for Del Toro.

Del Toro has long been known to be fascinated by objects d'art and other baubles and bits (one could probably watch his remake of NIGHTMARE ALLEY twenty times and still discover new curiosities in the background each and every time). Working with the Jim Henson Company and artist Gris Grimly, the design for Pinocchio is well imagined. The character really seems to be made out of common wood (or as Geppetto calls it: ""Good Italian pine!"") rather than being overly anthropomorphized to look like a little boy. The other figures are also done with flair.

Planting the story during wartime in the 1940s doesn't always work, and it tends to pad out some sections of the movie. The voice work by David Bradley as Geppetto and Ewan McGregor as the Cricket are fine, but, occasionally, Gregory Mann's Pinocchio is anachronistic, too much resembling a modern boy. The vocal cast also includes Cate Blanchett, Tilda Swinton, Ron Perlman and John Turturro (it's convenient to have a good address book). It's not a true musical, but there are some okay tunes written by del Toro and lyricist Roeben Katz; Alexander Desplat provides the music including the background score.

Give del Toro credit - he hasn't 'Disney-fied' his Pinocchio. It deals with mortality and what it means to be truly alive. It doesn't speak down to the youngest children. The bookends are truly impactful. As with all del Toro films, PINOCCHIO is visually appealing. The combinations adds up to a very satisfying production.","14 December 2022",,1,2
"Guillermo del Toro's Pinocchio","Guillermo del Toro's Pinocchio (2022) is a movie my wife and I watched on Netflix this weekend. The storyline follow Geppetto after the loss of his son and a magical night where a good witch (of sorts) brings his woodwork to life and gives him a new little boy. The little boy has a hard time following the rules and not telling lies taking him down a rabbit hole of trouble. Can the boy's guardian Angel, a cricket, and Geppetto save him from his misadventures?

This movie is codirected by Guillermo del Toro (Pan's Labyrinth) and Mark Gustafson (The PJ's) and contains the voices of Ewan McGregor (Trainspotting), David Bradley (Harry Potter), Ron Perlman (Hellboy), John Turturro (Do the Right Thing), Finn Wolfhard (Stranger Things), Christoph Waltz (Django), Cate Blanchett (Lord of the Rings) and Tilda Swinton (Constantine).

The animation in this is outstanding as is the storytelling, adventures and depiction of the universe. I loved the sisters of life and death and how their characters played off each other till the very end. The cast selected for the voices was also tremendous and very well selected. While I enjoyed most of the characters, especially Geppetto and the monkey, I can't say I loved the depiction of Pinocchio or Cricket. I thought Pinocchio and his look would evolve over time and Cricket's dialogue and ""points"" didn't feel well written. The carnival and paintball scenes were awesome and the ending was perfect.

Overall, this is definitely entertaining and worth a watch, but I think I enjoyed the recent Disney+ Tom Hanks version better. I would score this a 7/10 and strongly recommend it.","12 December 2022",7,1,3
"Guillermo del Toro's Pinocchio","The film is beautiful, the characters were we'll made and the voice actors well chosen. The story line however. In my opinion it could have been far darker and not marketed for kids to be able to do so. It seems they wanted to show the true story (which we all deserve by now) but instead they still produced a semi disneyfied version. The movie was long yet somehow felt so short of context/meaning/soul. This Pinocchio revolves around one event he endured and then they quickly and quite clumsily added two more events to ramp up the story a tad bit. But those additions didn't blend well and felt separate from the theme they went with. They managed to make him even more annoying but only when he came to life after than he was pretty well behaved almost adult like. As if he already learned all the lessons we know he was supposed to learn but didn't actually endure them. Overall I wish I didn't see it. Perhaps this will light the fire under other creators to retell all the true story versions stolen and ruined by D.","23 December 2022",5,4,7
"Guillermo del Toro's Pinocchio","Still first time watching and i even already dare to say that i like and much prefer Guillermo Del Toro's Pinocchio more than the original 1940 Disney classic Pinocchio (forget about the Tom Hanks version that also came out this year because that is not a good one), and i love the original Disney film, i really do, and the obvious reason is definitely the story, if you want the more lighter story definitely choose the disney version even that still have some creepy dark things in it, but if you want the more serious darker story and for me i think a better story, a real true Pinocchio story that deserved to be told Guillermo Del Toro's way, which they are not afraid to show you everything, from violence, cruelness, a real true event that happened during the time led by Dictator Mussolini, and the most important one is death, makes it in some way more realistic and real and more powerful, Guillermo Del Toro's Pinocchio is different from the Disney Pinocchio, not only from the looks but the personality, people might found this version more childish and sometimes annoying or too much but isn't that what a real child should be especially the one made from real wood and doesn't know anything, i found Guillermo Del Toro's Pinocchio fascinatingly incredible, i really really adore this movie, story perspective was perfect, they nailed the darker and serious theme appropriately and powerfully and it works perfectly, the voice acting was perfect, and of course the stop-motion animation, and i swear to god if nobody told me that almost if not everything was stop-motion i wouldn't believe it because it doesn't look like it, and in a good way because everything just looks smooth and great, and the song also just beautiful and sometimes catchy, it was great, so overall Guillermo Del Toro's Pinocchio is a Masterpiece, it what's the true Pinocchio story should be told and like i mention before i will much prefer this version more than the original, it's one of the best films of the year.","23 December 2022",10,1,2
"Guillermo del Toro's Pinocchio","My only exposure to this story was a play I once saw with my grandparents when I was very young, so I wasn't sure what to expect from this, those expectations were both met and succeeded here, and whoever is a fan of the original story, I recommend checking this out.

Throughout the whole entire thing I was constantly awestruck by the absolutely brilliant stop-motion animation, in the same vein as Fantastic Mr. Fox, one of my favorite movies of all time, Guillermo Del Toro's imagination and genius are dripping all over this film, some of the best animation I've seen since Entergalatic.

While some of the voice acting and musical numbers fell a bit flat for me the story was heartbreaking and wonderfully original, and I'm glad I watched this.

This gets an A-","11 December 2022",8,1,2
"Guillermo del Toro's Pinocchio","What a fantastic cinematography, what animators full of talent, what an emotional story that is anything but banal. Streaming doesn't make justice to an animation of this level of quality being always being limited to high image and sound compression. Only in cinema theaters or in physical media is possible to enjoy this animation movie without any compression, 4K HDR with high quality sound en video. Unfortunately it is unlikely that Netflix will ever release this film in physical format. If you want to see a very personal approach to the classic story of Pinocchio this is breed of fresh air with a fantastic music score. Not to miss!","9 December 2022",8,11,21
"Guillermo del Toro's Pinocchio","I initially did not fancy this having been totally put off by the character,Pinocchio,by the atrocious trailer for the recent Tom Hanks Car crash of a Movie but my wife pointed out the involvement of Mr Del Toro,(...usually,a sure sign of quality..),and I was SO glad that I gave it a chance... from Start to Finish, we had smiles on our faces,(..or tears,sometimes both..). The animation was fabulous and so were the cast,(..he'd certainly assembled a brilliant one,that's for sure..). Some hilarious moments which had us laughing uproariously,(..Il Duce's 'Special' performance...I'll say no more..),lots of heart and soul and a wonderful couple of hours of Entertainment,(..I'm still smiling inside as I think about it..),A great big Thank You to All involved.","12 December 2022",9,2,3
"Guillermo del Toro's Pinocchio","This is a sour and sweet fairy tail that touched me, made me cry and made me think about why life is worth it, and the importance of the death. I thought that wasn't for kids but my kids love the movie because the delicate and beautiful stop motion animation.

Every character in the story was carefully thinking, even the cricket was really interesting, they took care of the details in the script and the animation.

Movies like this one are the result of the talent of people that loves movies and loves storytelling.

I think Disney should be sitting and take notes about how to give a refreshing twist to a classic story

If this movie don't get the Oscar I will be really mad. I'm so proud that Guillermo del Toro is from Mexico and he is doing these marvelous pieces of art.","17 December 2022",9,2,2
"Guillermo del Toro's Pinocchio","Pinocchio for an older audience.

Thanks to G. Del Toro we finally get to see more of tale and navigate deeper in characters like Geppetto & the Cricket who do not feel like secondary at all. The story is elegantly told in dark but visually stunning tone, it is very faithfully to the novel & very intelligently interpreted, engaging & even at 2hr runtime it never feels like its dragging.

Ewan McGregor, to me stands out as the voice of J. Cricket, also Christopher Walts ,as a re imagined/clever twist on some characters by Del Toro, fits perfectly.

The war setting was undoubtedly clever, well executed & never mocked ,as sometimes happens especially in animations.

No major flaws for me, the only reason I didn't give it another star its because I felt that Geppetto, for the weigh of the role, maybe needed a more familiar voice. Having said that, David Bradley does a great job, Geppetto's desperation is really well portrait but most of the times he sounds like he is constantly drunk. Someone like Robert Downey Jr would have been a perfect cast.

Enjoy the watch, its a great movie, hope to see more like it from G. Del Toro & we might forget his Cabinet of Curiosities!","12 December 2022",8,2,2
"Guillermo del Toro's Pinocchio","When I first read that guillermo del toro was going to make his own take on pinocchio I have to say I was a little worried. I thought it might be too dark and lose the magic of the original disney one. The truth is its not like that at all. And I have to say I enjoyed this more than the disney one because we dont have the disturbing donkey subplot. Ewan mcgregor provides the voice of jimmyny cricket looking more like an actural cricket and gives some good narration, and that guy can sing. Along with david bradly voicing gepetto, who I was also very happy with. I always enjoy the stop motion catagory and am so happy this movie took that route. The direction of the movie, the art and colors it was just all so nice and worked well. With gregory mann voices the famous wooden boy its a wonderful movie altgoether and one I would watch again.","10 December 2022",8,1,2
"Guillermo del Toro's Pinocchio","I was expecting a rehash of the same old, same old, but this take is extremely well done and dark. While it has some of the cliche elements of classic pinocchio, it does those particular parts in a way that doesn't feel like a copy of previous iterations. This is very much a movie for both adults and children, lowkey even leaning towards the adult and teen audience. It had guillermo del toro's signature fantasy horror elements in it without being too overwhelming or focused; it almost felt like a darker version of tim burton. This is now one of my favorite animated films of all time and maybe my favorite of the past couple years.","14 December 2022",9,1,1
