"ReviewContent","ReviewDate"
"Nice place to hangout and drinks. Enjoyed the Broklyn bridge and Manhattan city view. $20/ Each to enter the rooftop.","8/17/2019"
"I loved this hotel. If possible I would rent one of the rooms to live in. Once I'm ready to purchase a house or condo, I'm going to instruct the designer to make it exactly like the Liberty Rooms in 1 Hotel Brooklyn Bridge. After staying here two times, I'm going to wholeheartedly say that Hotel 1 Brooklyn Bridge is my favorite hotel to this date! Another awesome perk for guests that I have to mention is that if you need to commute within 3 miles of the hotel, you can get a free ride in the hotel's Tesla. The ride alone in a $90K+ Tesla is an experience on it's on. If you're staying here, take advantage of it. Location: 5/5 The hotel is right on the water and affords AMAZING views of the Manhattan Skyline. There's a bunch of restaurants in walking distance including Shake Shack and a solid pizzeria. Decor: 6/5 I stayed in the Liberty King room and pretty much fell in love. It was modern with USB plugs, super functional and just the industrial style I like. Cleanliness: 5/5 Pristine. Super clean and swanky. Service: 5/5 All the staff is top notch. I've never run into any of the cleaning staff but the front desk staff are friendly and accommodating. I've even gotten a complimentary upgrade on my first stay here. Hotel Amenities: 5/5 Everything is nice and brand spanking new. The industrial yet natural and green (environmentally friendly) style flows throughout the entire decor of the hotel. Even the elevators are swanky. The Rooftop Bar: 5/5 The rooftop deserves a review on its on. It affords an even better view than the liberty rooms. You can see the Statue of Liberty and get a really great panoramic picture of the NYC skyline. Price: 5/5 Expensive but worth it! Especially if your company is fronting the bill. :-) ... In all honesty though, the price is comparable to similar high-end hotels in the area and in city.","8/9/2017"
"Probably the best rooftop view in Brooklyn. Their cocktails are hit or miss though. At $17 a pop, I expected them not to be served in plastic cups, and for them to actually put some effort into the presentation. The Smash was the better of the two cocktails I tried. The other was the Poolside, which lacked any punch. Waitstaff was amazing. They went out of their way to accommodate our large group by moving chairs around. Wish there was more umbrella covering though, as half our group was sweating bullets with the sun directly above us at mid-day. Didn't try much of the food, but did sample the fried mochi bites, which was definitely unique. They also do more substantial things like a $25 lobster roll, $14 burger, or $8 hot dog. So basically, 5 stars for the views and staff. And 3 stars for the bar program.","8/14/2017"
"My boyfriend and I are celebrating my birthday over the Labor Day weekend. We booked Brooklyn bridge view for 2 nights. After we get our room, it's water view (at a lower price which is around $200 less than the room we booked) Manager said the card was declined the first time when we booked the room. when they tried again, no more bridge view room available. First of all, we didn't know that before we come. Second and most importantly, if we don't mention we got the wrong room, hotel didn't mention it at all when we checked in, and we are paying 2 nights bridge view rate. They agreed to refund the difference for the first night, and move us to bridge view room on the second day. Shouldn't they mention that when we check in?! Plus, we mentioned it's my birthday. They didn't say anything about this mistake or anything for the birthday. Usually hotels at the price range, I'm expecting something like a happy birthday card at least. My friend got a complimentary upgrade for her birthday ( not even on the exact day ) when we went to palm spring. Anyway, very disappointed and will not come back again","9/3/2021"
"I am a resident of Brooklyn; therefore, it stands to reason I will most likely not require a stay at this gorgeous hotel. HOWEVER, I have visited the rooftop many times and hung out in the lobby and was always welcomed as though I were a visiting guest/tourist. The rooftop alone is worth a visit for nowhere else can you capture the beauty of the stunning bridges and the Manhattan skyline all lit and looking so dazzling. Great addition to Brooklyn Bridge Park. I am sure guests enjoy their stay here.","9/20/2017"
"This hotel has major problems. It is very poorly run and way overpriced for what you get in the way of services. And their bookkeeping is very screwed up. Be careful if you should stay there. To start out, when we got into our room, the air conditioning was malfunctioning. After two attempts, that finally got repaired. The room also had no wash cloths to use in the shower. And the room lighting left something to be desired. As to the bookkeeping issues, see below. My wife and I attended a wedding for a relative there on June 19th. And the groom's family had arranged to have all the billing for the room's stay as well as the fee for parking and other incidentals paid by them. When we checked in, we were told that all expenses had in fact, been taken care of by our family member. When we checked out, we were told that the hold on our credit card for incidentals had been released, and that no money was due. One week later, we came to discover that about $700. was in fact charged to our credit card. So be very careful when you get you bill from them. And good luck in terms of the facilities being properly maintained. I would not make that my first choice if I were going to be in the area in the future.","6/25/2021"
"JC the hotel manager was beyond helpful and accommodating. Looking forward to returning for another experience.","12/4/2021"
"Disclaimer: I DID NOT stay at this hotel, I only came for the rooftop. However, I would gladly stay at this hotel for the experience you'll have on the rooftop. To be honest, I saw this rooftop bar on Instagram and decided to give it a shot since the views looked absolutely stunning. When I got to the top I couldn't have been happier with my choice to try it out. Here's the rundown, be expected to wait in line at least 20 minutes on the ground floor if you're coming on a weekend night. I waited about 20 minutes after arriving around 7:30 on a Saturday evening in the summer. My friends who came about an hour later weren't so lucky. They waited about 40 minutes before trying a different entrance that allowed them to go up instantaneously. Once there you pretty much have uninterrupted views of the Brooklyn Bridge, downtown Manhattan and Brooklyn Bridge Park. The rooftop is encased in a glass enclosure which assures constant views even if your sitting away from the edge. Arriving almost right before the sunset almost assured that it would be crowded (which it was) but if you're strong enough to brave it until you're guaranteed to find a good spot on the enclosure to snap a picture without anyone in your way. The drink prices were reasonable too! All beers on tap were only $8 and the choices for cocktails were pretty extensive as well. This is a great place to come with friends who are visiting the city and want a good time without the craziness of a rooftop bar in Manhattan. Great customer service, wonderful atmosphere and beautiful views make this a must if you're looking for a good time in downtown Brooklyn.","7/31/2017"
"The hotel was definitely amazing. The ambiance. The view. The room was huge. The rooftop was beautiful. But what they lacked was customer service! We were given a room late. So as a courtesy the manager gave us a suite and let us check out late, which I think was great. But it's just probably communication with staff. They don't even let us know food are not gonna go up and we have to pick it from the lobby if we order delivery - I have to call them. And checking out,  we're supposed to check out late at 3pm because that's what they promised to us, but coming back to the room, they already removed our key access at 1pm. So we have to wait again for us to be accommodated and let us in.  ‍","7/30/2020"
"Had 2 good tasting drinks ,enjoyed the view and atmosphere then headed to our fav spot.","9/9/2020"
"This is the first hotel I've stayed in where I wouldn't mind staying inside the hotel the whole trip vs. exploring. They nailed their goal of bringing the outdoors inside with lush greenery everywhere.  The staff was super friendly and walked us to our room. They may have walked us up and stayed a little too long but such a minor detail. The room itself had a beautiful view of the Brooklyn Bridge and River. If you're staying here, you may as well pay a little more to get the view since it's amazing to wake up to. We stayed during December and I'm honestly dying to go back during the summer so we can take advantage of the rooftop and pool. Our room was clean and everything was so cozy from the bathrobes to the bed. I loved the use of moss instead of a plant in our bathroom. If you're looking to splurge on a weekend trip in NY this is the hotel to stay at. I believe there's 1 Hotel by Central park but I'd probably prefer to stay at this one.","1/12/2020"
"GLORIOUS... I've been hanging out at this hotel since its opening and I have nothing bad to say. First let's talk about the architecture and ambience...absolutely glorious! Whenever I want to get work done sometimes I come here and hang out in the space provided for the locals. This place is very neighborhood friendly. I've also been to the spa which you have to visit at least once. The restaurants here is pretty good and the different venues inside the hotel is good as well. The views and the customer service is so on point. The view alone is 10/10. One of the very few places in NYC that I don't mind doing a little staycation in.","1/26/2019"
"At the current time, as of October18, 2021, the hotel staff and patrons are not wearing masks in any of the indoor public spaces. They do not ask for proof of vaccination upon check in. Proof of vaccination is required for the gym, bar and restaurants. Rooms are very small. Room service menu very limited but it was fast. Aesthetically pleasing hotel. Bed was very comfortable. Good location in DUMBO. If they adhere to CDC indoor mask guidelines and ask for proof of vaccination upon check in I would raise the rating to 3 stars.","10/20/2021"
"This hotel is totally going downhill. The people at the front desk have attitude. They won't extend basic courtesies like phone chargers. It feels touristy and transient here. I would not go here if you're looking for something tranquil.","7/6/2021"
"We had a great stay here this weekend! There were a few glitches but the hotel handled it in a very professional manner and for that reason, I would recommend this hotel. The first night my husband and I stayed there, our neighbor through the wall was very drunk and very upset and kept us up all night yelling. We had to call the front desk at 3:15am to notify them about the noise and got no sleep. They sent up a security guard up to rectify the situation and it immediately stopped. In the morning we received a text from a woman named Mary apologizing for the noise and asking if there was anything she could do to make out stay more comfortable. I  really appreciate the customer service in this circumstance. While it was not the hotel's fault this woman was very loud that night, they proactively took responsibility for the issue. They were also very accommodating for our request for a late check out. Thank you!","9/8/2020"
"My husband and I always stay at the 1 hotel in Miami when we travel there. With many FL trips cancelled due to COVID, we traveled to the 1 Hotel Brooklyn Bridge location twice in the past month and a half. Upon our first stay, we were welcomed and taken care of by Robert at the front desk. I am HUGE on customer service and cannot rave more about the level of service and detail Rob provided during our stay. He always checked in to make sure we were ok and gave recommendations on where to eat in the area. Prior to us leaving during our first stay, we told Rob that we would hands down be back with our children to enjoy another great stay with the hotel and all of the amenities it had to offer. A few weeks later, we were back! It felt immediately like home! We had decided to come up a day earlier as our power was out at home due to the tropical storm that had come through. Upon our arrival, with lots of luggage, our three boys AND our puppy, we were taken care of. Now, you can imagine how stressful the few days prior had been with operating with no power at home with young children, puppy and bouncing around. The suite we had was phenomenal with the view of the BKLYN bridge, Manhattan AND Statue of Liberty! Our kids fell in love with the view and felt right at home - they even made friends at the rooftop pool on their first day! 1 Hotel is naturally a go-to for us now. A quick two hour drive and we feel like we're in paradise. I want to give a very special shout out to Rob for his graciousness, attention to detail and always making sure our family was ok during our stay. 1 Hotel IS home for us and we will be back time and time again!! More shout outs go out to the following: Korey! This man is so polite, patient and caring! He's always smiling and you can definitely tell he loves what he does! Larry and Yago: Everyday during our stay they made sure our family was OK while at the pool and let the kids stay in as long as they wanted, (Kids have to be kids, right!?) even when we weren't occupying pool chairs. Sebine: so kind, attentive and has an infectious smile!","8/17/2020"
"being a ""cool"" and ""trendy"" hotel does NOT make it okay to have terrible service. i would give this hotel 1 star if the location wasn't amazing. can't beat the views. however, the service here is terrible and you will feel like an inconvenience the staff if you make any requests. the service at this hotel is horrible and slow on top of that. we actually had a precious guests CLOTHES in our room when we checked in. then when we moved rooms due to numerous other issues (AC not working, windows wouldnt close, too noisy on our floor, TV not working etc) they packed that stranger's clothes into our zipped up and packed suitcases and sent them to our new room. also, the pool booking system is ridiculous and you'll be lucky to get a spot as it is tiny. but again, can't beat the views.","6/1/2021"
"Lovely place! Some what friendly staff! Love the fresh fruits by the elevator at the lobby!","8/17/2018"
"The place is exciting, the drinks, food and this amazing view is one hell of an experience....I was here with friends for a birthday party....","12/18/2019"
"I came here for drinks on the rooftop and I must say this place is gorgeous. The cocktails are expensive but they are nicely made. This is a great date spot as the view will be sure to impress. The bartenders were ""okay."" At one point he made us a specialty drinks and the glasses were only half full. We approached him about it and he seemed a bit annoyed that we were asking why a drink thats about $15 was only half way full. We could tell he didn't want to but he ended up filling the glasses up. I thought that was pretty rude as there was about 10 of us and we were definitely spending money. If you like tequila they have some aged bottles that you can take a shot from but be ready to pay the price. Overall this place is wonderful to have a nice drink and relax I would definitely come back in the summer. *side note: My friend had a room here for the night and the room was really nice. The view was spectacular and the building is very ecofriendly  just as Brooklyn Bridge Park is.","3/31/2018"
"I simply had one of the worst hospitality and service related incidents at the 1 Hotel that I can remember. I visited Harriet's (The Rooftop Bar), went to the bar, ordered a drink and started a tab. Shortly after, my friend made it to the bar as well and put a drink on my tab as well. We enjoyed them well enough and after some time  went to close out my tab. Here is where the problem started - There was no tab open any longer.... After searching for my card, we find out the bartender had somehow let some other (still unknown) person close out my tab, without confirming they were Alan (me), and even gave them my credit card. Already bad enough, it seemed the unknown card snatcher put additional drinks on the tab and put a $30 tip on the tab before closing and taking the card. I immediately called my credit card and canceled it and luckily no other charges made it on. The bartender apologized, promised me he'd void the check and even gave us a free drink to boot, but I had a feeling they check wouldn't actually be voided. I asked if he could produce the receipt and he told me ""its already been voided, you don't have to worry about it"". I insisted and he produced the paper receipt with the fraudulent signature. I snapped a picture and figured all ended up turning out okay with a decent story to leave with... until I checked my Chase account a week later and the full amount posted to my credit card - fraudulent drinks + tip and all. I called in immediately, gave hotel employee the backstory + details and she told me that only a manager could help me and they were ""on the floor"". She said to try back later.... I tried back later and same thing (she told me that only managers can decide when to take calls. To her effort she told me she'd leave a message and a manager would call me back. A day passes and nothing... I call back and its the same employee and this time they were able to track down a manager and she conveys that the manager promises me they'll call me back before end the day.... and nothing. Over a 10 day period this phone tag between me calling Hotel bar and the management team not calling me back, until eventually having to call and get my bank involved. To this day, ~a month later, not a single representative of the 1 Hotel has gotten back to me and I've now had to get my bank involved. I work in the travel industry and been to similar spots all around the world have never experience the lack of concern, urgency or care that the 1 Hotel Brooklyn Bridge showed. I'll never be back and would suggest you skip to the many other great hotels + rooftop bars in Brooklyn.","8/3/2019"
"I booked a room at 1 hotel for Monday August 3rd mainly for the pool and to have somewhere to celebrate my bestfriends birthday. When I spoke to the front desk over the phone the guy was very pleasant and even offered an early check in so we can decorate the room. He also told us that we would be able to have access to the pool before we checked in if the room wasn't ready. Upon arriving at the hotel we split up so 2 of us could decorate and the other 2 could put our names on the list for the pool. When we reached the rooftop it was a black guy sitting on one of the couches saying he's been waiting since the morning to get into the pool, we just figured maybe he was exaggerating. We was greeted by the host and was told that they would be clearing the pool out in a few and that we would be able to get in after that. We was told to go change and come back at 4pm so we did, once we came back to the pool the same ppl were inside and the same black guy was STILL waiting. At this point 2 black ladies was complaining to to the host about waiting to get access to the pool and was being brushed off saying they was at capacity. Once they left I approached the same host who told us to come back, he told us they was at capacity to try coming back in the morning. I explained that we mainly got the room for the pool and that it would be raining the next day so we wanted to be able to enjoy the pool today. He then told us to take a count so we could see that it was 35 ppl in the pool and that it would be a fire hazard to allow more people in. I noticed a group of Dominicans in the pool that was originally waiting before we got there and they even had a few extra friends with them. The host suggested that we stick around and see who comes out so we could then take turns in the pool, that wasn't what we expected to hear at all. He then said he would allow us to take turns taking pictures in the pool but we wouldn't be able to stay inside. We tried to get a table so we could drink while we wait but they wanted $50 per person just to sit down which didn't make sense to us since we already had food and liquor in the room we paid for. So now my 4 friends and I are standing there in our bathing suits just waiting around to see if anyone would be leaving the pool so we could go in, no luck. I then went asked to speak to a manager, a short guy comes out with an attitude screaming that the pool is no closed and no one else would be able to get in. We was told there would be 2 hour intervals for the pool which closes at 7pm and at that point it was 5pm. He never came over to me so I decided to go to the front desk, at this point it was 2 people downstairs making a complaint. I was approached by the manager and explained all what happened, she told us that unfortunately there wasn't anything she could do to get us into the pool and that we should try back in the morning or she would refund us for our resort fee. I asked her how is it that they told us it's 2 hour intervals for the pool but the same people that was in it before we went got back in and people that was waiting for hours was still waiting while a new set of people went in. I told her it seemed discriminatory and she went off saying I'm putting words in her mouth. We decided to say forget the pool and just enjoy the room and the rest of the hotels amenities. Unfortunately we couldn't even do that because we was told all the restaurants was closed and that we couldn't get room service either. We decided to take pictures in the lobby where we was approached twice about putting our masks on when we only had it off for the pictures. A group of about 7 white people were sitting in the lobby and only 1 of them had on a mask. We brought this to the attention of the 2 people who approached us, 1 ignored it and the other went over and said a few words and left. They still didn't put any masks on and at that point we decided to go back to the room so we wouldn't be harassed any further. We decided not to stay overnight because the excitement of it was gone at that point. It was all very disappointing seeing how much we paid for the room and how much we was looking forward to it. I would have to give this hotel 2 stars and that's only because of the view on the rooftop and the decor inside.","8/6/2020"
"If you are of color prepare to be harassed and excluded! I have NEVER been treated in such a way. This place is absolutely beautiful and I wanted to love it but the way my friends and I were treated was absolutely unacceptable. Check-in was as expected, temp check at the door and very friendly. Get to the room, beautiful room. Time for the pool, you must sign in to reserve a spot.... well let me just say don't waste your time on signing up if you are black or Hispanic. We signed for a spot, waited on line and told them we have a slot and the guy was like ""you can't go in because they're at full capacity"" which was 30 ppl. He then proceeded to say ""You can count if you like..."" as if trying to be funny and failed so I took it as he was being sarcastic. I could be wrong since I don't know the man personally so I give him the benefit of the doubt... while my friend is talking to the guy about our time slot another black man waiting off to the side said that HE has been trying to get into the pool as well with NO LUCK. My friend was able to get in to only take pictures but we couldn't stay. There was 5 of us and 3 was allowed to take pictures and it literally took us 3-5 mins... anyways we were told to come back in an hour so we did just that. An hour later we returned the SAME people are in the pool. We were told ""No one else is allowed into the pool"" mind you we were the only one's waiting to get in again... now at this time my friend asked to speak to a manager so another man came to enforce that ""no one else is allowed in"" in other words that WE weren't allowed in there was still an hour left till the pool closed... now we go speak to the manager and she was definitely not helpful and kept saying something about ""regulations""? Which wasn't making sense because what was the point of a time slot if you are not going to enforce it. We counted the pool as a lose and decided to try and enjoy the rest of our stay. Now we all got dressed to head out for dinner but it rained heavy so we decided to take pictures in the lobby since we were already dressed up. All of us wearing our mask come to the lobby and started taking a few pix, three of us are sitting down discussing what we should order to eat since due to covid there is no room service available which is understandable so the friend who is talking has her mask pulled down. A Caucasian hotel employee told us that we needed our mask on if we wanted to be at lobby while holding a box of mask to offer one if we did not have one, understandable until he turn back around and left failing to tell the other group of all Caucasian people to put their mask on... no exaggeration NOT ONE OF THE CAUCASIAN PEOPLE HAD THEIR MASK ON... This is where I had enough.. I walked to the desk and asked if the guy can come back and tell the group of CAUCASIAN people right next to us to PUT THEIR MASK ON AS WELL. The Caucasian man did not return however, a black man did show up and told the group to put on their mask (which they did not comply fully) then the employee came to me and said  ""sorry about that ma'am"" my experience had truly been ruined thanks to the treatment of this establishment NEVER and I mean NEVER will I recommend this place to anyone. Having some services such as no room service and no house keeping is understandable due to Covid but this has nothing to do with that this has everything to do to how we were treated as paying guest. AVOID THIS PLACE.","8/4/2020"
"They have bed bugs so BEWARE !! We ended up finding a bed bug in our room and went to complain to the manager Mary. The way we were handled about the room situation was absolutely terrible. Mary told us the hotel never had this issue before and basically made it seem like we were the problem. She ended up accommodating us with another room which took about 2 hours. After getting settled in the new room we ended up finding ANOTHER bed bug. I would never stay at this place again !!!","7/21/2020"
"I have been meaning to do a review on this hotel. I had the opportunity to stay here during my conference and this was very trendy chic. The keys are wooden chip size sensors which I lost, everything is reclaimed or refurbished very environmentally and eco friendly. In the room they have filtered water faucet, they offer socks for slippers. It had a hipster type vibe, I had a great view from my room and it was shared patio area once you step out your sliding door. The only thing for me was the fact that they didn't have very much food options. The cafe had 3 main items and the other restaurant is only open for dinner. Room service didn't have very much of a choose either. Although I loved their chicken avocado salad. Would I stay here again YES! I can always walk down the street a block to get some bomb pizza lol","4/22/2018"
"Ate at the Osprey but this review is for the bathroom. To get to the bathroom you have to take an elevator or stairs  a flight down and then try to figure out which door it is !! Ok, so now you've figured it out ( has WC on door) it's gender neutral which I'm still getting use to ( men and women in the same bathroom) but you have a pricey hotel and only 2 sinks work with nothing to indicate which are the ones that do; one hand blower available ( other had a pail in the way so you couldn't stand directly in front of it ) AND ...the smell of the bathroom was revolting.  What a turn off and disgrace especially for such a high end hotel. To the owners: Put a CLEAN,  FUNCTIONING  bathroom on the main floor where the restaurant is, you cheapos!!!!","9/2/2019"
"Staff is friendly and helpful. I definitely enjoy my stay at the hotel. My room was very comfortable and relax. I wish they velvet parking wasn't so expensive. The apples where fresh and delicious.","12/29/2018"
"My boyfriend brought me here to surprise me and we wish we would've stayed home instead. From the moment you enter the door the security will rudely ask you what you are doing here like you are a criminal, and this happens every time you go in and out so you can't go in and out freely. Both day shift and night shift security is extremely rude. The best part of our stay was when we decided to take a night stroll and find our car keys on top of our car we requested to valet on the street in the middle of night. We stood by our car for 30 minutes and no one from valet came and when we tried to speak to someone inside we were met with hostility and unwillingness to claim responsibility because valet is a separate company however 1 hotel should be responsible for the valet and security they hire.","7/17/2020"
"Came here for my BooBoo's cousin wedding. The location, food and staff was really good. 5 stars all around. We didn't stay the night here.","8/10/2019"
"Rooms are beautiful with modern decor. But the customer service at front desk is subpar. Customer service at 1 hotel Central Park, it's sister property is way better. I stayed here as 1 hotel Central Park is not open.","9/13/2020"
"Had a surprise gathering for my birthday's boyfriend here. Location: Uber or take the train. Parking is difficult but there are parking garages in the area. Ambience: gorgeous views from the rooftop bar.  Music is set at a conversational volume which is nice. Food: N/A because I didn't have food Drinks: drinks were tasty. I had a migration and it was really good. Staff:  our waitress was really attentive and helpful. It wasn't the best service but I guess because the vibes and ambience are top quality, the service falls off.  I had to get up and go to the bar to get new clean glasses because we ordered bottle service. Price:  so we made a reservation and it's $100 per person but the rooftop closes at midnight which is a huge bummer! It's so unfortunate that they have such a wonderful view and they close at 12 in NYC?! Overall:  like I really do like this place but between the $100 per person minimum and the early closing hours, idk if it's worth it. They do have a lounge which closes at 2 so you can move from the rooftop to the lounge but who wants to do that?  I hope management would reconsider closing time on the rooftop because  it's too bad this establishment has this beautiful space but closes early for guests.","7/13/2019"
"This was one of the best hotels I have stayed at! Pros: - They are number one in staff selection. Young, energetic, helpful and good looking staff! (Chris and Kiara you guys rock!!!) - Apple cider at the entrance was very yummy and welcoming Rooms are very clean and views are amazing (especially the rooftop) - Heated pools -super fast breakfast delivery. Fresh food -an iPad that controls the light and temp of the room without having to get up. -super comfy beds Cons: -why are your showers made of clear glass? (Apparently the toilet was made of clear glass too? Yikes!) -valet needs to be standing outside by the doors/stairs. It is so confusing to figure out where to park your car specially when it's crowded with traffic.","10/26/2018"
"Seeing this kind of hotel exist and thrive in Brooklyn, NY totally blew my mind.  Modern as heck, environmentally conscious, and a pretty pricey splurge for the average tourist, this definitely beats any AirBnB-bs, where I was denied 8 places in the span of 3 days.  Maybe I need a new profile pic? Highlights: Complimentary rides in a Tesla:  This was honestly what sealed the deal to book here.  The driver just chills out front and will take guests anywhere within a 3 mile radius.  We took it to Sahadi's on Atlantic Ave and to a spot passed the Manhattan Bridge.  It was my first time in one of these cars and it was really cool!!  A very smoooooth ride in style. Rooftop Bar:  The best rooftop bar I've ever been to, it offered amazing views of the Brooklyn Bridge and Manhattan. $17 cocktails be damned, this was a great area to hang around and was open until 2am the night we stayed (midnight on weekdays). Location:  Tons of things nearby!  Juliana's/Grimaldi's for pizza, Brooklyn Bridge Park and  Water/Henry/Court/Smith Streets. The bed:  So damn comfortable that I contemplated taking the whole thing back home with me on the plane. Would have been 5 stars, but..... Check-in:  We arrived at 3:20pm (check-in time was 3pm), were told our room wasn't available yet and that they would call or text us when it was ready.  No one ever contacted us and we didn't get into our room until 7pm.  They did take care of four cocktails for the inconvenience. Bathroom:  I mean...I love my wife, but there was no privacy at all.  I'll leave it at that.  There is a big multi-gender restroom on the bottom floor though. Still really enjoyed it overall and would gladly stay here again.","9/6/2017"
"This a United Technologies Corporation preferred hotel, and boy do I know why! This was my third time staying in the course of a year and every time I do - I couldn't be more pleased.  Such a boutiquey hotel, the rooms are perfectaly adequate and luxiousus and you can't find views like this anywhere else!  The gym or better known as 'the field house' is small but I think every hotel gym is small.  The restaurant downstairs 'The Osprey' has food that will blow your mind.  And the 'Harriotts Bar' on the top floor, has relaxing seating and views that pictures don't do justice to!  Can't wait to come back.","12/7/2019"
"I had a great time here with my Holiday Company party, but was not impressed when I went this past weekend to the lounge. Are the views nice, yes. Is the vibe chic, yes. Is it still pretty empty, yes. Is it overpriced, YES. A vodka soda was $16 (w/o tip), which in my opinion is absurd because you end up paying $20 for 1 drink. You are not a beach club in Miami. Additionally the next day when I was looking at my receipt I noticed they charged an administration fee, literally never heard of a bar doing that ever. The good thing is that because the place doesn't get full, there also isn't a line at the bar, so drinks are served quickly.","4/9/2018"
"Was there at the rooftop bar (the place was moderately packed, but no free tables). However we got a spot 1 floor down. Views there are insane. Service could be a little better. Asked for straws for drinks and they said they do not have them, another waited brought straws later. They have to improve service, but overall the place is nice. Will definitely return.","7/17/2019"
"This hotel is extremely gorgeous! The design is so modern and rustic and outdoorsy, we loved it. Everything about the look of the hotel is exactly the type of hotel we like to stay in. The VIEW was BEAUTIFUL!! However, when we got here at 3:15 our hotel room was not ready. Check in is at 3pm. After a long flight we just wanted to get into our room freshen up and then head out and about. There were a couple of restaurants around the corner so we just went and had appetizers and wine while we waited. Once we got our room keys, they did not work the first time so we had to go back down to the lobby and replace them. We loved our hotel room!! The decor was amazing and it felt extremely cozy. I saw in another review about the bathroom doors or lack there of was weird unless you were with a significant other, we had a bathroom door and it did still feel like it lacked privacy. But we really didn't mind so not too big of a deal for us. The staff was very friendly, and greeted us Good Morning every day. The customer service was great! One thing I was disappointed in was that the restaurant closed its kitchen at 10pm. I thought that was early for a Friday night. If it were any other week night that would be understandable but for a weekend night it seemed early. We wanted to order at 9:45 but didn't because we thought that would have been rude so close to closing time. Overall this hotel was wonderful and we would definitely recommend it to everyone and will most likely come stay here again!!!","12/9/2017"
"I booked a room this week and spent two days by the pool. Firstly let me say Korey is Incredible! Best service I've ever had and such a funny and sweet guy. The pool area however could use better service. Irma our waitress was fantastic and Robin the young man who worked the area was so beyond helpful and accommodating especially to us as 3 minority women when to be honest service can go either way. There was an Asian woman with blond hair who did not give us the best service. She overlooked us standing right in front of her to speak to some Caucasian women behind us, when asked later on to be put on the list she wouldn't even bother and then told 3 very young black kids when it was time to clean the pool ""you got to get out"" very rudely. It was obvious she was only snarky and rude to the people of color as other guests by the pool agreed with us.","8/1/2020"
"Where do I start??? I live in NY and decided to do a staycation for my birthday. The 1 Hotel did not disappoint. The view is amazing and the staff is even more amazing and accommodating. Anything I needed from the front desk staff was provided to me. A special thanks to Danielle, the waitress at the pool. She made my stay exceptional! She was very attentive, personable and amazing at her job! I will most definitely be returning.","8/31/2019"
"Pretty views and cool rooms, but we're local NYers and booked this hotel for the sole purpose of having the pool for the holiday weekend. Not only did they let us know the pool was booked for the day while checking in, but they weren't able to guarantee a spot the following day. As I type my boyfriend is in line to put our name on a waitlist. He woke up at 6:45AM to stand in a line of 50+ people. Very disappointed in this system and the lack of transparency.","9/7/2020"
"Worth every penny for the spectacular unobstructed views of Brooklyn bridge and Statue of Liberty . Why you should stay there : The VIEWS !! The ultra friendly front desk and front door stuff (Good job management ) The Heated roof top infinity pool and lounge ! The overall ultra modern and friendly vibe iPad controlled room and all service amenities ! From your AC and lights to ordering your food all in one on iPad :) And finally the full glass sliding opening balcony door that gives you balcony in instant !! Why you should pass on it : The bathroom and shower lack privacy in standard rooms aside of suites . There is clear see thru window in shower that is just ridiculous idea when your bathroom isn't separated from bedroom . (This is not a problem if you are single occupant of your room ) however  the ridiculous bathroom and all not properly attached elements inside of it take one star away Special warm thank you and regards to front desk Christian and  Kiara for professionalism warm approach that made us feel very welcome . To the management : Change the glass in the shower to at least half foggy and for the love of gremlins mount toilet paper handles to the wall as well as mirrors !","10/26/2018"
"This rooftop bar is everything!!! The view ... whew!!! Doesn't get any better than this!!! Had the lobster roll for lunch, friend had the guacamole. They were ok. I definitely wasn't here for the food, as much as I was for the libations and view. Can't wait to return for sunset/nighttime view!!!","7/16/2018"
"I loved this hotel. From the filtered water spout feature in the room to the gorgeous views of the Brooklyn Bridge, I was really wowed by the hotel. It sits directly on the path of the Brooklyn promenade which has really turned into a rival of the high line in terms of visual interest and walkability. The front desk was friendly and nice when I straggled in at 8pm and granted me a late check out in case I needed it. It seemed like there were a lot of people enjoying the nightlife there but I just went up to my room, poured myself a whisky, and enjoyed the view. There's no better way of starting your vacation in nyc than staying at 1 Hotel Brooklyn Bridge.","5/26/2018"
"Not one thing was missing from this experience. The panoramic view from the NYC skyline to the  Brooklyn Bridge is beyond breathtaking! The Osprey restaurant is amazing...especially the manager Joleen, he makes it a quintessential dining experience every time. The rooms had every amenity you could imagine excluding a butler. Seriously, the hairdryer was amazing!! I had to buy one. We had a hammock in our room, how cool is that! The design and use of eco mixed materials was beautifully designed. Good job #1hotelbrooklynbridge","6/2/2018"
"I booked a King with a Brooklyn Bridge view for a Friday night 'staycation' with my boyfriend. I live in Brooklyn and have always wanted to stay in the hotel and eat at the restaurant downstairs. During our meal, I started to feel sick and ended up skipping my main course and opting out of dessert. Once back in our room, I became very ill and my boyfriend was feeling quite sick as well. We called the front desk to report what we agreed was food poisoning and they sent their head of security to our room. We heard him approach our door and say to himself ""You've gotta be f***ing kidding me."" My boyfriend asked him if he had said this and he denied it. He proceeded to be unhelpful and rude and I continued to be sick to my stomach all night in a $500 hotel room. The next morning I asked to speak with a manager about my experience and they said he/she had just stepped away and would contact me later. No one ever did and I have called on multiple occasions to explain the situation before writing this review. It's frustrating that an evening was spoiled by a bowl of bad mussels, but the whole experience was ruined by poor hospitality. So much for a 5-star experience...","2/7/2019"
