"ReviewContent","ReviewStars","ReviewerInfo"
"I bought two of the scooters for Christmas 2021 and they sat with little use during winter snowy months, then used both scooters for light recreational use for a few months around the neighborhood, no commuting, then one stopped charging, and appears to be dead. I tried swapping chargers and handlebar components from good scooter, with no luck. Segway warranty on batteries is only six months —which time I used up when they were boxed sitting under the tree for Christmas or dormant during snowy months leaving me with essentially two months of actual battery use… and no Segway service centers in my state.  I chatted with the Segway service center located in California, and after reviewing my case they suggested I ship the scooter to them at my cost for them to look at it, I have no idea how much shipping will be but it’s a very heavy item and since I only paid $300 for the scooter new so this is a non-supportable solution. They then recommended there may be some authorized parties in my state that could provide service and gave me a online search map link. After calling all the places across the entire north part of the state, I found out these places stopped working on segway scooters a couple of years ago because of supply chain issues and Segway wouldn’t authorize any level of tinkering, so local places all gave up on being authorized service reps.  If you buy a Segway—you’re on your own unless you live with 25 miles of Los Angeles, CA service center. Hah!","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 4, 2022"
"I bought this new. The handlebars are scuffed and look used! Very disappointing","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 3, 2022"
"Wanted to wait before leaving a review. Had it going on 1 year now and can say This scooter has been great. We use it at the beach or getting around town. It is really sturdy and folds down thigh. For the price point I believe it is one of the best buys in its category. Keep in mind that it goes 12MPH. So if you will be commuting with it you may want something faster. But overall if you are ok with the speed this one is a great choice","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 13, 2022"
"I shopped for quite a while to find a good scooter for my school commute, and did quite a bit of research. It seemed to me that the Ninebot Segway line was the most trustworthy and I am very glad I purchased one of their scooters. At the end, I was deciding between this model and the more expensive version with the extra external battery. I am glad I went with this cheaper option, I would have had no extra benefit from the more expensive option. This battery lasts a few miles and has nothing but solid. Very easy to set up out of the box. It has been about 2 months since I got my scooter and it is performing just like new. The different speed modes are nice to use, and the headlight is really bright if I am using it in the dark. One nice feature is that you don't have to pump up any tires or worry about doing any ""maintenance"". I often carry the scooter when folded up, it has some weight to it but is manageable and easy to fold up. Would recommend this scooter to anyone who needs an easy way to get around and doesn't want to break the bank. Reliable, and worth it. So far, this scooter has held up great. Super happy about the purchase.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 29, 2021"
"We bought this scooter mostly because of the Segway name thinking it was coming from a reputable company. Plus we bought the extended warranty just in case. Well we had it for a week before it started making a loud noise from the back tire. We called amazon who connected us with Segway because of the warranty.  We contacted them through email, they responded that they needed pictures and video of the problem and we sent them it immediately.  We didn't hear back from Segway so we contacted them again asking for help. They still didn't' respond so we contacted Amazon because the 30 day return window was closing and we didn't want to get stuck with a scooter with issues. Amazon exchanged the scooter for us after we told them we tried Segway. Four day after we received the new scooter Segway said they are closing our case because we haven't gotten back to them??? I'm really hoping nothing goes wrong with this one because obviously Segway wont do anything about it. It's to bad because I like the scooter but it wont do us any good if it has issues that wont get fixed. Segway needs to work on their customer service!","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 27, 2022"
"I had this scooter for 2 weeks and it works great. I have driven it for about 19 miles. I was it get from work to the bus station (1.5 miles) and turns a 27 min walk into 11 min ride on eco. *This is a kick to start scooter* and the front brake alone is good enough to slow down. The ride is rough, I think bigger tires would make for a smoother ride. The speed is good on flat surfaces. I believe each bar of battery is about 2 miles riding in eco mode but this can change if you're riding uphill. It much heavier than I expected and getting it on the bus is awkward. I wish the bottom of the scooter was better protect as it makes contact with the floor and scratches it. Overall I'll recommend this if any beginner. Adults or kids","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 24, 2021"
"This item is great for a beginner.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on July 25, 2022"
"The scooter is a great deal for the price. However, if you decide to upgrade your battery in the future. The scooter does not allow Segways additional battery pack. It also does not come with Bluetooth so the app does not connect.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on June 1, 2022"
"Bought 2 of these, mainly for my son (22 yo) and I (59 yo).  These are high-quality/attractive for a much lower price than most of the scooters I looked at. And Segway is a reputable brand.  Only downside is one of the scooters came without the screws needed to attach one part of the scooter to the other. Due to supply situation, company said it didn't have any screws it could send me and suggested I go to Amazon.  Amazon didn't have them, but a Google search found them from an Asian manufacturer, for about $2 (with free shipping from Asia...), just had to wait 2 months to get them. Lol.  Now I have them, and all's  well.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 11, 2021"
"Like you, I saw the $299 price and jumped on it.  Unlike you, I didn't research the ES1L at all because, I didn't know I needed to. I knew I wanted the quality of the Ninebot and I wanted it cheaper.  What I didn't know was the ES1L is cheap because it lacks two MAJOR options that made me want it the most.  First, the ES1L does NOT have Bluetooth.  So if you saw all the hacking videos and the cool stuff you can monitor with the Segway app, you're out of luck.  Second, there is no extended battery hookup port on the vertical steering bar like ALL the other models.  I had rightfully assumed there would be as there is nothing that says the ""L"" stood for lacking or loser. Other than those two things, this scooter made me smile and laugh.  I go tearing a** through the neighborhood making all the preteen kids jealous on their non-powered scooters of shame.  My husband and I also like taking it with us to camp sites as it makes it easier to get around.  We weigh ""the exact"" limit of this scooter and get about 8 miles worth of range.  It gets us from the house to Taco Bell (about 4 blocks away) and back with no issues. ::TLDR:: No Bluetooth, no external battery port, and lacking range.  Other than that, it's worth the $299.  However, if you can get it cheaper go for it.","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 25, 2021"
"You get what you pay for. The scooter is very nice and ride well for what I need - which is to go grab coffee or travel a couple of blocks to see my friend. I got many complements on it but I do not think it can stand very heavy use. I also have the Ninebot Max that cost double and it would handle much more abuse. ESL1 also does not have as much power so it will go only moderately fast but a little faster that indicated on the box with my weight. Battery is good so far and as I can tell, the same as advertised. The handle is made of plastic type of foam and cushion. I can see that may be one of the first area to go. It is also front heavy. That’s where the motor and all electronic parts are. So you will have to be careful when riding and moving because the leg piece can swing around due to the uneven weight distribution. Overall I am giving this a 4 stars. It’s good to great but there are still room for improvement.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on January 27, 2021"
"This is my first scooter (I'm 51).  Easy to learn to ride right away.  I'm 225 and this thing worked flawlessly but up small hills - it was a struggle.  The only things I don't like about it is that I can't switch to miles from kilometers (no big deal) and it doesn't have Bluetooth (so no app).  Assembly took like 5 minutes.  It was nearly fully charged when I got it.  I got a lot of great compliments from other adults my age saying they want one, too!  Always wear a helmet!","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on June 15, 2022"
"My 10 year old son, my husband, and I all love riding this scooter!! Pros: Charges quickly Rides over grass and uneven sidewalk Long battery life Nice easy fold mechanism - the best High weight capacity for adults (my son and I even ride together sometimes) Easy assembly Cons: Heavy Need to make sure you don't accidentally turn on the light when changing speed Wish it had a bell Doesn't stop on a dime (kinda good so you don't fly off) It's super fast in my opinion and I've reached 21 miles per hour. This could be a pro or con depending on your needs. It's fast for a child. I'd read it had 3 speed settings but they all reach 20 miles per hour. The speed settings only affect how fast you take off from a dead stop. The highest speed (red S) takes off so fast as to almost throw me off. Lol! I like the middle setting best for most situations. It's super easy to throw in the trunk of your car and take it to the park or camping. It's an expensive investment but we are so seriously happy we bought it!","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on July 29, 2021"
"I bought this for my granddaughter - she's 10 - to ride to and from school - and she loves it!  So happy with this purchase.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on September 22, 2022"
"When driving, the ride is smooth, stable, and good ^^* The front wheel part is a bit unstable now, but it's still okay .... Up to 21 miles per hour can be used for an hour and a half to two hours !!! A lot of people around me say this product looks expensive and they want to buy it too 🥰","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on July 31, 2022"
"We bought a pair of this for each of our 2 kids. Within a few weeks, my daughter managed to break her kickstand. Upon inspection, there are ears that flank the kickstand itself and they're made out of composite ""metal"", i.e. you could probably break them with your bare hands if you're strong enough but even a light whack with a hammer would break those suckers right off. For over a year, I've been trying to get a replacement kickstand. I thought ""well, the ES1/2/3 all share the same kickstand, I'll try that"" NOPE, not compatible, completely different design. Ninebot has the ES1L kickstand on their website for $99.99. I'm going to repeat that price, $99.99. That is 1/3rd of the price of the scooter! Even if I was crazy enough to spend that kind of money on a kickstand, it's been out of stock for over a year. I would advise against buying this model in particular, maybe an ES1/2/3 where replacement parts are more readily available. I've reached out to their customer support to find out if they'll EVER been in stock again and what the deal is with the price. As of right now, we won't be buying any more Segway or Ninebot products. I do have faith in their customer support because one of the chargers died and they swiftly sent a replacement at no cost without requiring the dead one returned, so I'll update the review if we get some forward progress on the kickstand situation.","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on June 4, 2022"
"This is my second time buying this scooter, and I am really happy about this low-priced item. This is not the kind of scooter that has a fast speed or high mileage, but I find it extremely useful to cover the extra mileage from the parking lot. Weighted at about 230lbs, I could ride this scooter for up to 4 miles within one charge, which is more than enough for me to travel from the parking lot to the company. Just remember to keep both hands while driving and make sure to purchase a helmet, and you are good to go.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on May 16, 2022"
"Great build quality! Its fast and the battery runs longer if you are drive in regular mode. Great for short commute. Love riding this one!","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on September 11, 2022"
"My sons scooter stopped working after having for 4 months. It is no longer under the amazon return. So we reached out to Segway early November. It is now January 10th. They have recived our scooter back and are now telling that it will take 3-4 more weeks for us to get a replacemet. I have no problem with the shipping time (shipping everywhere is slow) I do however have a BIG problem with their lack of communitcation in a timely manner.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on January 11, 2022"
"nice scooter and runs smooth. the only concern is the lack of tail lights. will be nice to have accessories to put on.","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 1, 2022"
"So, I bought this for the short commute to work that I was walking/driving before to cut down on time and after a long day on my feet.  It's about a half mile one way.  At first the scooter did great and the battery life would last about a week, but shortly after a month the battery life was about 2/3 what it was new.  Also wish it was more powerful. I'm not exactly a small guy about 190 pounds and one hill.  I wish I would have bought the next level up, but to be honest I didn't know how much I would use it and turns out to be everyday.  It would be a great little scooter for a younger kid doesn't go to fast and easy to use and feels durable.  Another pro is that it folds down small and perfect fits under a desk and easy to carry.  It fits in the back of our SUV and will be surprised how much you take it places.  Overall it's a good entry level scooter.","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on January 11, 2022"
"Ordered and returned the first one due to a price change on Amazon and their idiotic policy to have me return a 30lb scooter to them rather than credit me $40 for the price change.  Neither of the scooters got anywhere close to the advertised range. I could typically get about 6 miles before the battery died on fairly flat land.","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 30, 2022"
"The scooter seemed to be fun ride on couple of days. after 1 week using it by 10 year old son. The top speed which was 20km/h is now max 15km/h. battery charge does not last more than 30mins, on an up hills it gives up and dies. Not happy with performance. For the price it should have better performance and ride.","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 23, 2022"
"","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on July 16, 2022"
"The product is very sturdy but also very slow. There’s a max weight limit of 250lbs but I weigh 165 and this thing struggles to get up the slightest incline. I purchased a cheaper $70 electric scooter for my daughter, and she leaves me in the wind. The braking system is good but that’s only because it’s so slow And doesn’t take much to stop it.","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 20, 2022"
"I really like this e-scooter! It's cheaper and lighter (25lb) than the other options which is why I opted for it. With a backpack on I'm about a 200lb load and I found it goes about 10mph, a little faster downhill and slower uphill. This is slightly too slow to be comfortable in a road with cars, which is the only downside; I would opt for bike lanes or sidewalks. I think I'm finding the range is about 8 miles, probably because I live in a hilly area. But within those parameters its really doing a fantastic job and its quite fun to scoot around everywhere.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on April 2, 2022"
"Mine arrived in Km/h no Bluetooth, but gets the job done!","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on May 30, 2022"
"I'm not talking about steep hilly terrain here. I'm talking about any kind of incline. I couldn't even get it to go up a gentle bicycle ramp. On flat terrain and trails it's fine, it even does fine on asphalt roads as long as it's flat, but its total inability to handle hills means that if you ever ride it down an incline, you are walking it back up that incline. Don't expect any more from this weak motor. I ended up giving it away. I admit that its portability is certainly unparalleled, and its range is pretty good too, it's great to take on the bus or the train, and on a flat college campus you could zoom all over and take it into all your classes, it'd be amazing. But for me in the hilly neighborhood I live in, it's a no-go.","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 12, 2022"
"NOTE: External battery is NOT compatible, despite all the descriptions. I'd recommend just getting a Hiboy instead, who fit the sweet spots of lightweight and price, upgradable design, range and comfortable riding far better than this disingenuously badly designed scooter. It's usable, but on top of the complaints of bad customer service, shows clearly that Segway is not a trustworthy company.  It'd be like Ferrari selling a slightly cheaper car made to drive poorly and get damaged easily to make you buy the real Ferrari, which isn't actually practical as a daily car anyways.  And the Ferrari having a bunch of upsells to make it workable. I wrote a long list of pros/cons of this scooter.  I no longer feel like rewriting it.  This thing is basically a scam. I tried to be optimistic about its design being safe, but I'm seeing now that it's clearly not for safety.  Just upselling tactics with deliberately bad design or gimping its power. I really don't get how this got a Red Dot Design award over the Xiaomi, who at the very least fostered a modding community to fix all the problems. The grip tape and the form factor encouraging damaging your skin and clothes on contact due to poor design and things like the really annoying folding lever, on top of all the other problems. The designers made it almost impossible to test it without damaging it, by deliberately making it so that you would damage it and force an upsell. Don't buy this unit, and I would recommend not buying anything from Segway. I gave it 2-stars because it's still usable and reasonably comfortable to ride.  But with the way it's designed, there's no advantage to it over a cheap $200 e-scooter.","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on February 18, 2022"
"This works great and is a lot of fun to ride. It will only go 12 miles which is fine for most of what I wanted it for.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 25, 2022"
"Look, this thing is not perfect. It does not feel refined. It makes creaking and cracking and knocking sounds when you ride it. It's not particularly comfortable to ride due to its almost non-existent suspension and hard wheels. With that said, for the price it is a whole lot of fun. My son loves it. He rides it to school every day. It was so much fun that I had to get myself an electric scooter to ride with him.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on May 20, 2022"
"Well, after 8 months and maybe a total of a few dozen rides less than 2 miles round trip, this thing completely crapped out. I mean zero power. One day it was fine, a few days later it wouldn't charge, turn on, no lights, no tones, nothing, completely toast. I opened up a warranty ticket with Segway and they started with your typical, ""is the charger plugged into the wall correctly"".....I get that they have to assume you are a complete imbecile, but good lord. I probed the charger with a multimeter to confirm voltage at the charger, so that was all good. I replaced the dashboard which did nothing, and I am now in a position where it may likely be the controller at the base of the vertical post, but guess what, finding a replacement part is like trying to find a leprechaun up a unicorns backside. It seems that this stripped down budget ""L"" series product line isn't supported very well. Their tech support is not really tech support....they are people who look for a couple obvious problems. If they can't help with the cookie cutter stuff, they just tell you to mail it to their ""local"" facility (1,500 miles away from me) for further evaluation rather than give a technician (like me) the proper information and spare parts I asked for for me to just take care of this myself....it's just a few screws and quick disconnect wires folks....ain't that hard. But I suppose I can't blame them too much for trying to drive business (aka $) back to their company, and for adhering to their lawyer's liability policy. Ugh. The takeaway, spend the extra money for the product line that they actually support and have spare parts on the shelf for. You get what you pay for.","1.0 out of 5 stars","Reviewed in the United States 🇺🇸 on September 2, 2022"
"","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on July 26, 2022"
"Much better than other brands I purchased! My son uses it to commute to and from school, and it has power and speed with an outstanding battery.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 11, 2022"
"It’s for my son’s birthday. The quality is very good and met my expectation. My son love it!","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 31, 2022"
"Product was a bit slow on hills. It was returned because it stopped working after a week with Error Code 39. We tried, using instructions online, to reset the error but had no success. We are returning and ordering a different product. This is expensive for the product features.","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 14, 2022"
"We received the first one last week and we have to returned it because it doesn’t work. We got the replacement today and this time it works but its incomplete. We did not receive the bolts and tools to secure the handle and I messaged the customer service if they could send us the tools. They wanted us to return everything and they will replace the whole thing. I already waited another week for the replacement and now I have to wait again for another week. So I told them I will just buy the tools at home depot since I can buy it over there. But I will leave a this review because I am not satisfied at all.","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on March 29, 2022"
"good quality for pretty cheap","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on September 19, 2022"
"Bought for nephew, he uses it to go everywhere,  he loves it.  Need one for myself now.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 18, 2022"
"Lo voy usando ya dos meses y es muy útil. Se carga rápido y la batería dura bastante. Me encantó","5.0 out of 5 stars","Reviewed in the United States on August 10, 2022"
"I purchased 2 Segway scooters for Christmas 2020. I live in Massachusetts, so riding them wasn't a plan until spring. However, we got a nice day, in the high 40s, so we took them out for a 10 minute spin early January. In that time, the fender/braking system snapped off of one of the scooters. I chatted into Segway on January 14th. The person I chatted with said the scooter is under warranty and the part would be shipped to me within 20 days. I also provided the rep with 4 pictures of the broken fender/brake. Its now 2 months and 2 weeks later and I still have no part. I have called Segway 3 times. I have email them maybe 12 times. I requested a supervisor (Jace) to get involved. He stated my trouble ticket would be assigned to him....but still no resolve. The communication from the Segway representatives have been terrible. No one emails me updates. No one makes contact with me unless I chase them. I have asked if the part is no longer being manufactured...no one knows the answer to that question. It was suggested that a used part may need to be obtained and then shipped to me for repair. I asked about an exchange...it was also suggested the if that was approved, a refurbished scooter is what I would receive...not a new one. I feel thats a bogus resolution. I sent another email this morning with my purchase receipt, requesting a full refund. Because the scooter is under warranty, Jace (the supervisor) from Segway said a box and label would be sent to me. When I purchased these scooters, I felt comforted that the company I was purchasing from was reputable. I now know that their customer service processes are garbage and I am warning anyone looking to purchase from Segway.","1.0 out of 5 stars","Reviewed in the United States on March 30, 2021"
"We love this scooter! Now we’re trying to figure out how we can get one for each of us and our 5 kids!","5.0 out of 5 stars","Reviewed in the United States on August 3, 2022"
"The battery is powerful, brakes and drive likely. Very nice.","5.0 out of 5 stars","Reviewed in the United States on August 31, 2022"
"","5.0 out of 5 stars","Reviewed in the United States on July 30, 2022"
"Got this as a gift for my daughter. First thing you need to know if you are buying in America: It shows the speed in KMH, not MPH, and there is no way to change that. There's an app available, but this specific model cannot connect to that. I researched a bit and it seems like previous versions did, and that's how you update the KMH/MPH thing, but they cut that to save on cost at some point. I doin't know if I definitely would have bought a different one knowing that, but I really might have. As for the scooter, it has been fine otherwise so far. Def better than the electric Razer she had before.","3.0 out of 5 stars","Reviewed in the United States on March 2, 2022"
"Everything work great! Good power I’m 190 lbs and it moves quick on flat surfaces. It does ok on hills as long as it’s not to steep. Charges up quickly and seems very solid.","5.0 out of 5 stars","Reviewed in the United States on July 6, 2022"
"This is perfect if you're looking for a lightweight reliable scooter. It only weighs 25 lbs so you can carry it up subway steps easily. The top speed and battery life take a small hit for that but it's a tradeoff. If you're looking for something faster with better battery, it's going to be heavier. I use it to make short trips around NYC and it is perfect for that. I didn't know how bad I needed one until I got it. Now I can zoom down to a to-go restaurant with the scooter and I don't even have to lock it up because it's so small. It doesn't take up any more space than you do when you're standing up. I've had it for about 3 months and have had no problems with it. It seems very reliable. I love this thing.","5.0 out of 5 stars","Reviewed in the United States on June 30, 2021"
"This whip will fly you to the moon like a magic carpet ride. Just be careful, as it is addictive. Hills and rider size will determine actual speeds and distance, but seriously, it will take you miles down the road and back. Be prepared to kick beyond 7 percent grades but flat and you'll fly.","5.0 out of 5 stars","Reviewed in the United States on May 18, 2022"
"I purchased this scooter to commute to work, a 5 mile round trip. I needed something I could carry up a flight of stairs. This scooter is perfect. It’s 25lbs and I can easily carry it up stairs (I’m 40 something). It fits easily in the car also. The battery seems great so far. I can travel about 8-9 miles comfortably on max speed. Folds easily also. Overall this is the best purchase I have made in a while.","5.0 out of 5 stars","Reviewed in the United States on March 4, 2022"
"Nothing","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on September 8, 2022"
"Update. It hasn’t been 2 full months yet and the battery capacity is so low now. It only allows me to ride 6 miles before it dies (2 round trips to work). Also when there’s like 15% of battery left it goes veeery slow, same speed as fast walking. Works great for my commute in NYC. Rides smoothly through most of the road bumps. Not too bulky and not heavy at all so I’m able to take it on to the bus. The only downside is that it seems to lose the battery capacity - when I got it a month ago I was able to make 3 trips on full battery and I still had some battery life left and now it’s just enough for my 3 trips.","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on September 4, 2022"
"Pros - good battery life - 3 speeds.  kids use the lowest speeds fine. Adults can use faster speeds. - folds easily - looks color and modern - good build quality cons: - quiet heavy and often bangs my legs when I pick it up and it rotates freely - pretty wide and take up a lot of room on my Honda Odyssey. - when folded and standing up on front wheel, it is unstable. Not good for bus trips. - parts (i.e. new battery, brakes,  seat, etc.) will be expensive to replace. - can handle minor bumps on the road only. would not handle pot holes nor bigger holes.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on May 11, 2021"
"Follow up - After using these for some time now, we absolutely love them. We’re about 1.5 miles to the beach. No parking, no problem. It’s fun to ride these to watch the sunset. Well built and fun for all ages, especially adults. You’ll feel like a kid again. Follow up - I received my replacements. One didn’t come in it’s original box. Clearly, it was used. How does that even happen? So, now we wait once again. If either of the scooters is defective, we’re done trying. I bought 2 of these at the same time. They both only fully charged to 88% with a little wrench symbol. Wondering if anyone else has had this issue? I sent them back. Waiting on replacements. I find it odd that both scooters had the same issue.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on June 1, 2021"
"This product is so well made, and rides so smoothly.  My ten year old son loves that this scoooter goes 12.4 miles per hour and he has so much fun riding it.  Also fully charges in 6 hours.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on June 3, 2022"
"This scooter appears to be of high quality & quite well-made. In this regard, it is significantly better than the two, similarly-priced, Yonos K-9 electric scooters I had owned prior to this Segway Ninebot e-scooter. This Segway has a bit lower top-end speed than my previous e-scooters. It takes a little bit more kick to get it going, especially on a rising grade.  Possibly a little less torque or horsepower than the K-9. But the superior quality & reliability is well worth the slightly lower performance.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 11, 2021"
"This scooter runs in kilometers per hour not miles per hour and there is no way to change it. It is not Bluetooth enabled like most other models.","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 27, 2022"
"It won’t climb hills. Great otherwise.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on April 3, 2022"
"I love it! Its cute, simple, easy to handle, great battery life (not in super sport mode) love the light BUT its not that easy to carry. It can be on the heavy side and it is a bit hard to put into the trunk of a car. Otherwise its a great ptoduct","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 31, 2021"
"I bought this because this because I had about a mile from where I park my car to where I work, it’s really fun and light, easy to work, and folds really easily. The biggest downfall with this scooter is the error code problem I keep having, it started the second time I took it for a ride, it has something to do with the throttle and every few weeks I have to adjust the trigger for it. End of the day you get a fun little ride but you also get what you paid for, there’s a reason this is one of the lower models.","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on January 23, 2022"
"I liked it at first, though within a few weeks the handle bar pads split, the motor got shaky/rumbling, the electronic break started to fail. The warranty isn't real; they seem to have hired a department to answer warranty emails, collect all the documentation, but then all the parts are ""out of stock"" or they aren't able to reach the actual department, etc. So you won't get any help. The scooter was not bad at first, although a bit slow. Unfortunately it didn't even last 6 weeks before needing service.","2.0 out of 5 stars","Reviewed in the United States 🇺🇸 on September 26, 2022"
"12mph is slow fot $330 price scooter and Battery lis fast,  9 miles per charge and Im a 5'6 150lb rider.","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on July 22, 2022"
"The thing is well built.  Got if for my 11 year old kid.  We just got it out of the box for Christmas and tried to get it going.  Took about 30 minutes to figure out you have to scoot it by foot before the throttle will engage and move it along.  THERE WAS NOTHING IN THE 4 PAMPHLETS about this.  Maybe I can help with your frustration.  It will not move when you give it throttle if it is stationary.  You have to scoot it along, THEN give it throttle.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 25, 2020"
"I bought 2 of these scooters for recreational purposes. We enjoy walking in parks, historical downtowns etc. This model is the best choice for us- it is not expensive, funny, and lightweight. Also, this model has a very good assembly quality. I hope I will enjoy it for a long time. The only thing that I was upset about was the fact that there is no external battery pack for this model on the market. Also, this model does not have Bluetooth connection. It keeps you apart from the rest of the segway community and makes mileage tracking impossible. Overall, I highly satisfied with this model and I hope I will ride it for a long.","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 19, 2021"
"","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 19, 2022"
"It's a smooth ride with great technology- the only thing is the bright orange handle bars get dirty so easily but that's nothing some grip tape can't fix.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 9, 2021"
"This scooter is fast and fun I'm a big girl and it even goes fast when I ride it ! In fact I bought this for my son but I got one for me as well after seeing how much fun it is!","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on April 5, 2022"
"I have been riding on this for a while now, and don't learn any major issues so far except he battery life is not as sustainable as advertised. It is not worst but not best either.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on October 30, 2021"
"Hopefully it works  better with the additional battery.","3.0 out of 5 stars","Reviewed in the United States 🇺🇸 on August 1, 2022"
"Not for long distance rides or for speeding","5.0 out of 5 stars","Reviewed in the United States 🇺🇸 on July 18, 2022"
"Shipping was a little delayed on this, by a week or so. After it arrived, I was very excited to use it, hence the wait seemed even longer. I had never used a scooter before, but they looked really fun and efficient to zip around downtown. With pandemic, I really didn't want to ride a rental scooter, they're not exactly wiped down between uses. I've had this for 2 weeks now and so far so good. Only issue I'm noticing is it doesn't have the juice to get you up a very low grade from slow speeds or standstill (like a snowboard). There are definitely more powerful motors that I would recommend. But for the price, not too shabby. I'm having a lot of fun with it.","5.0 out of 5 stars","Reviewed in the United States on January 22, 2021"
"After trying other scooters I was skeptic about getting another one. I'm 210 pounds and I was impressed with this one. When scooters get low on battery they slow down. Not this one. On the last bar it was still doing 21 kilometers. Now it only went 5 miles but that was going as fast as it could with inclines. And even with one bar this thing was doing 17 kilometers up hill. I'll update after 6 months of use.","5.0 out of 5 stars","Reviewed in the United States on December 9, 2021"
"I've had this scooter for three months and I use it every day for my 2 mile commute to work. Overall, I am very happy with it. The breaks work well, it accelerates at a reasonable rate and can manage hills well enough. On the downside, it is not great with bumps in the road. I usually slow down significantly as I approach even the smallest bump in the road. It is definitely meant to be used on a perfectly flat surface.","5.0 out of 5 stars","Reviewed in the United States on December 4, 2021"
"I got this for my kid, loves it. Goes pretty fast.","5.0 out of 5 stars","Reviewed in the United States on July 4, 2022"
"Great on battery","5.0 out of 5 stars","Reviewed in the United States on July 27, 2022"
"I am 145 pounds.  I ride this scooter to the nearby rock climbing gym and back.  We have somewhat steep hills, and this scooter has no problems getting up the hills.  The speed is sufficient while not dangerous, and it is easy to steer and stop.","5.0 out of 5 stars","Reviewed in the United States on February 7, 2022"
"My son got this electric scooter for Christmas. He loves cruising around the neighborhood on it! What I’ve been super impressed with is the battery life. He doesn’t go on super long rides but we only charge it about once a week. It has been so fun for him to ride around on.","5.0 out of 5 stars","Reviewed in the United States on February 3, 2022"
"I bought this for my 12 year old for Christmas.  He had ridden a Lime scooter in DC and loved it.  This is a really high-quality, heavy duty scooter that is super easy to set up and he loves riding it around the neighborhood.  It also folds up and goes in the car easily so we can take it on vacations.","5.0 out of 5 stars","Reviewed in the United States on December 28, 2021"
"","4.0 out of 5 stars","Reviewed in the United States on April 24, 2021"
"My son is Just starting to get a chance to really use the scooter in NY as the weather is breaking. We are watching the battery life. So far, so good.","5.0 out of 5 stars","Reviewed in the United States on April 15, 2022"
"The charger failed after a month. Had to buy a new one so I could charge it.","4.0 out of 5 stars","Reviewed in the United States 🇺🇸 on December 1, 2021"
