brand,reviewID,reviewContent,reviewStars,reviewDate,reviewCountry
"Axe","1675945329-1109","I have been using this brand and scent for many years. At least a decade maybe closet to 2. It always worked and I liked the smell. I don't know why companies get a hold of a product and intentionallu ruin it. It used to work great. Now it doesn't even last a couple of hours. So I'm looking for a new brand now. This two pack that I bought is going straight to the trash. It's worthless. Don't just take my word though, look at the other reviews and you'll see others say the same thing. Don't waste your money on this scent or brand. Axe doesn't care of you stink. They only want your money.",1,"August 1, 2022","United States"
"Axe","1675945329-1110","Great deal",5,"November 17, 2022","United States"
"Axe","1675945329-1111","Smells good",5,"December 22, 2022","United States"
"Axe","1675945329-1112","Good deal",5,"January 30, 2021","United States"
"Axe","1675945329-1113","ITEM WAS RETURNE IMMEDIATELY",1,"August 4, 2022","United States"
"Axe","1675945329-1114","Great valve so that you don’t have to make a trip to a box store.",5,"July 10, 2022","United States"
"Axe","1675945329-1115","It works ok",5,"September 28, 2022","United States"
"Axe","1675945329-1116","I buy their exact Axe deodorant at the store, thought I would get it online for cheaper. The price is good but this is not the same product and essentially does not work at all. Absolutely ineffective and you will smell.",2,"March 17, 2021","United States"
"Axe","1675945329-1117","Great purchase for 4 deal.",5,"July 24, 2022","United States"
"Axe","1675945329-1118","long last smell",5,"January 14, 2023","United States"
"Axe","1675945329-1119","Good price",5,"September 26, 2022","United States"
"Axe","1675945329-1120","I've been using this brand for years but I don't like this new gel variant, it feels sticky and always wet armpits, it doesn't smell like white paste, I wouldn't buy again",5,"October 26, 2019","United States"
"Axe","1675945329-1121","The ease of using it and that is very good",5,"October 19, 2022","United States"
"Axe","1675945329-1122","Great product",5,"August 11, 2022","United States"
"Axe","1675945329-1123","I didn't like it because the products were like it the were on the floor or somewhere, they were scratches and dirty.",3,"April 25, 2022","United States"
"Axe","1675945329-1124","Still have some",5,"November 14, 2022","United States"
"Axe","1675945329-1125","Had trouble finding this deodorant in local stores.",5,"April 4, 2019","United States"
"Axe","1675945329-1126","I thought my husband was wearing cologne at first.",5,"September 9, 2022","United States"
"Axe","1675945329-1127","The smell doesn't last long. Maybe for 10 mins. Also, after using this product I get itchy couple of hours later.",1,"September 2, 2022","United States"
"Axe","1675945329-1128","Lasts all day, not overly strong. A great value pack.",5,"September 29, 2020","United States"
"Axe","1675945329-1129","Noooot the best. Not even close to 48 hours. More like 12ish. Really disappointed in this but now have a bunch of them lol be prepared to reapply a couple times a day.",3,"December 3, 2022","United States"
"Axe","1675945329-1130","I love this Axe deodorant and it’s a good price for a 4 pack.",5,"June 5, 2022","United States"
"Axe","1675945329-1131","Good product",5,"December 11, 2022","United States"
"Dove","1675945127-440","I switched to this product about a year ago- now the only brand I’ll use. I have super sensitive skin and this works lovely. A bit more pricey on here than in the local store. But saves me time from having to make another errand.",5,"December 30, 2022","United States"
"Dove","1675945127-441","This is my favorite deodorant and i have been using it for years. The scent is very light, most scents can give me headaches but not this one. Application is smooth and the sticks last a long time even with daily or twice daily use",5,"December 9, 2022","United States"
"Dove","1675945127-442","Some deodorants make me itch. Not this one",5,"December 30, 2022","United States"
"Dove","1675945127-443","Good value",4,"December 30, 2022","United States"
"Dove","1675945127-444","Not sure why 2 came without logo. But I think it was just a defect. Otherwise it smells and seems the same as usual",4,"November 8, 2022","United States"
"Dove","1675945127-445","Loved all the products",5,"December 5, 2022","United States"
"Dove","1675945127-446","just a great place to get when to busy to go to store.",5,"November 27, 2022","United States"
"Dove","1675945127-447","It definitely works!!",5,"November 27, 2022","United States"
"Dove","1675945127-448","I've been using it since I was a child so there is nothing to complain about, it arrived on time and well.",5,"October 14, 2022","United States"
"Dove","1675945127-449","I’m picky about the smell of my deodorant. I’ve tried other scents over the years, but always go back to the fresh scent! I wear this deodorant daily and it last all day. I never feel like I smell bad. Great product!",5,"September 11, 2022","United States"
"Dove","1675945127-450","Didn't help under arm smell",5,"September 5, 2022","United States"
"Dove","1675945127-451","Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:27Loaded: 22.24%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:27 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


            
            
        
    
    








  
  
     This product has never happened like this I have had this for a few weeks and just now opened it",4,"April 2, 2022","United States"
"Dove","1675945127-452","Shipped quickly, packaged very well. Have used Dove before so I knew what to expect, it is a great product.",5,"June 14, 2022","United States"
"Dove","1675945127-453","I have problems with choosing the right deodorant to match my smell and this right here …. Oh my! I’m so glad I found it. It smells amazing definitely only buying this for now on! It does what it need to do and Ice always been so sense to deodorants but never had a breakout or problem with this.",5,"February 5, 2022","United States"
"Dove","1675945127-454","I already love Dove but never tried this scent before, so glad I did cause I love it! Last all day, and definitely a get close scent. Will 100% be purchasing again",5,"April 21, 2022","United States"
"Dove","1675945127-455","Stayed fresh all day. The smell is light and not a strong scent and last all day.",5,"March 28, 2022","United States"
"Dove","1675945127-456","I have very sensitive skin, so strong antiperspirant deodorants break my skin, but I also sweat a lot so I need clinical strength.  I use this dove deodorant in between because it keeps my skin soft so it doesn't break from the clinical strength one that I need for most days.  It smells great and goes on smooth.  It does leave white marks and is not strong enough to prevent sweating but has a nice smell when I do sweat.",4,"August 30, 2020","United States"
"Dove","1675945127-457","Not the best smelling",4,"November 8, 2021","United States"
"Dove","1675945127-458","Works great smells good",5,"April 11, 2022","United States"
"Dove","1675945127-459","It’s Dove and it works.",5,"April 3, 2022","United States"
"Dove","1675945127-460","I have sensitive skin and Dove is the only product I use, so it's important that I can get this product at a good value.",5,"December 5, 2021","United States"
"Dove","1675945127-461","Happy with Dove anything fast shipping and fair price!",5,"January 17, 2022","United States"
"Dove","1675945127-462","works i guess i dont think i smell",4,"July 25, 2021","United States"
"Dove","1675945127-463","Good quality, have purchased previously.",4,"August 6, 2021","United States"
"Dove","1675945127-464","Product came vacuum sealed together, no tampering. Formula is lightweight and good for sensitive skin. Scent is not overbearing but rather refreshing. Will be ordering again.",5,"August 25, 2021","United States"
"Dove","1675945127-465","Came pretty fast and in good condition.",5,"November 3, 2021","United States"
"Dove","1675945127-466","I have used this for quite a while now - as others have an allergen that makes me itch - talk about unsightly.  This keeps me dry and doesn't make me itch.",5,"February 2, 2021","United States"
"Dove","1675945127-467","Like the scent and effectiveness.",5,"November 3, 2021","United States"
"Dove","1675945127-468","I can always count on this product doing what it says it will do",5,"September 2, 2021","United States"
"Dove","1675945127-469","Great review. I love love love it.",5,"September 16, 2021","United States"
"Dove","1675945127-470","I love this product we all know expensive this product is for only one so yes this was a great value it was packaged good and the shipping was fast",5,"September 28, 2020","United States"
"Dove","1675945127-471","I have used this product for many years. Completely satisfied with it.",5,"April 15, 2021","United States"
"Dove","1675945127-472","I love this item",5,"August 8, 2021","United States"
"Dove","1675945127-473","This is my favorite deodorant.  It goes on really smoothe and doesn't have a super strong, overpowering scent.  It does leave some white residue but honestly all deodorants do, but at least with this one it doesn't leave a lot.  The original scent is pretty good too but I still think this one smells best.",5,"February 22, 2019","United States"
"Dove","1675945127-474","This is a great product. The scent is light.",5,"April 6, 2021","United States"
"Dove","1675945127-475","Like dove products",5,"July 12, 2021","United States"
"Dove","1675945127-476","its smiles great",5,"July 2, 2021","United States"
"Dove","1675945127-477","Great fro.",5,"July 12, 2021","United States"
"Dove","1675945127-478","Just as described",5,"June 26, 2021","United States"
"Dove","1675945127-479","I love it, it's for sensitive skin.",5,"April 19, 2021","United States"
"Dove","1675945127-480","I usually add my deodorant at night because I don’t sweat and so it can have enough time to properly plug sweat glands for the next day. But I’ve found that it has consistently not prevented a good amount of BO by the following day at noon, meaning it works for 12 hours max when added at night, which is unhelpful for me if a huge chunk of that is overnight. If you add at the beginning of the day, you’ll enjoy it for a few hours before you start smelling again. Really disappointed with this one and I’m not even a hyperactive sweat gland person. If you’re doing sports with this, don’t even bother.",1,"March 2, 2022","United States"
"Dove","1675945127-481","I love Dove.  Smell is fresh and it is clear to put on.",5,"October 30, 2020","United States"
"Dove","1675945127-482","Smells good and fair price.",5,"March 5, 2021","United States"
"Dove","1675945127-483","Does last 24 hrs",4,"July 1, 2020","United States"
"Dove","1675945127-484","The scent isn't as strong as the powder one but it still smells really good! I would buy again.",5,"May 8, 2020","United States"
"Dove","1675945127-485","nicd",5,"May 3, 2021","United States"
"Dove","1675945127-486","only brand that works on me.",5,"December 16, 2020","United States"
"Dove","1675945127-487","I like this product because it always deliver exactly what I expect... freshness!!",5,"August 19, 2020","United States"
"Dove","1675945127-488","This is my favorite deodorant. Works well for odor control. I like the light, fresh fragrance; nothing overwhelming. It leaves a small amount of white marks but so has every other deodorant I've tried.",5,"June 27, 2019","United States"
"Dove","1675945127-489","I always get dove.  Give it a 4 star because it does leave residue on clothes so not the perfect deodorant.",4,"April 15, 2019","United States"
"Dove","1675945127-490","It's a great value for the money ! Glides on smooth and light and smells ""refreshing"" . Holds up well especially if you're prone to perspiring heavily . Works for me !",5,"July 12, 2019","United States"
"Dove","1675945127-491","Been using this product for years. Excellent...thanks",5,"October 19, 2020","United States"
"Dove","1675945127-492","Was delivered as expected and this product is a good choice for protection have a great sent also",5,"March 28, 2020","United States"
"Dove","1675945127-493","was good, as advertised",4,"May 8, 2020","United States"
"Dove","1675945127-494","Great product
Have used it forever
My favorite",5,"September 7, 2020","United States"
"Dove","1675945127-495","Switched to this deodorant because my old kind was out of stock, and I really like the scent. It works as well or better than the brand I used previously.",5,"June 12, 2019","United States"
"Dove","1675945127-496","I loveeeee,
It is very strong and it let me smelling good all day! Close your eyes and buy!
Very sensitive for our skin!",5,"November 9, 2019","United States"
"Dove","1675945127-497","Used product before",5,"November 5, 2020","United States"
"Dove","1675945127-498","Great Value.",5,"November 2, 2020","United States"
"Dove","1675945127-499","Same as the one I buy from Walgreen",5,"May 17, 2020","United States"
"Dove","1675945127-500","My wife when asked says's ""Get's the job done"".
Works from my point of view as well.",5,"October 15, 2019","United States"
"Dove","1675945127-501","Love the smell",5,"August 15, 2020","United States"
"Dove","1675945127-502","Great",5,"August 31, 2020","United States"
"Dove","1675945127-503","Lasts all day",5,"July 24, 2020","United States"
"Dove","1675945127-504","I liked this brand ...",5,"May 22, 2020","United States"
"Dove","1675945127-505","Great product",5,"August 1, 2020","United States"
"Dove","1675945127-506","My go to favorite deoderant",5,"May 5, 2020","United States"
"Dove","1675945127-507","Price and product.  Doesn't stain my top clothes and keeps me dry and odor free.",5,"July 3, 2019","United States"
"Dove","1675945127-508","Love th÷ scent and it keros me dry.  A lil creamy but dry.",5,"July 21, 2019","United States"
"Dove","1675945127-509","This deodorant works even in Louisiana temperatures.  Good deal as well.",5,"August 20, 2019","United States"
"Dove","1675945127-510","Light scent works great at preventing perspiration. Excellent value for the money",5,"August 22, 2019","United States"
"Dove","1675945127-511","I love Dove and it was the right price",5,"November 28, 2019","United States"
"Dove","1675945127-512","I have used this product for quite some time with great results. Recently, any time I use it, the following day I have horribly smelly pits that I just can’t shake. Switched to a different brand - no problems. Tried this brand again and the next day same thing. I woke up with pits that smelled like body odor. Won’t be using this again. Since stopping - no more body odor. Weird.",1,"January 25, 2022","United States"
"Dove","1675945127-513","Best deodorant i have used in a long time. Keeps me dry and smelling fresh.",5,"February 24, 2019","United States"
"Dove","1675945127-514","Love this",5,"May 19, 2020","United States"
"Dove","1675945127-515","Great deodorant. I sweat a lot",5,"January 21, 2020","United States"
"Dove","1675945127-516","Love the scent. Works great. I never smell of b.o.",5,"June 30, 2019","United States"
"Dove","1675945127-517","Good product",5,"April 30, 2020","United States"
"Dove","1675945127-518","All 3 were covered in deodorant! It was a mess! Had to wipe them all off before I could touch them!",1,"November 18, 2022","United States"
"Dove","1675945127-519","was too bitter of a taste. Id recommend cucumber",5,"September 2, 2019","United States"
"Dove","1675945127-520","Great",5,"May 7, 2020","United States"
"Dove","1675945127-521","Didn't keep me fresh for a decent period. Is NOT invisible. Expect white spots on dark clothes. Disappointed with this Dove product.",3,"February 27, 2020","United States"
"Dove","1675945127-522","I love dove.",5,"March 7, 2020","United States"
"Dove","1675945127-523","Yes ma’am",5,"March 20, 2020","United States"
"Dove","1675945127-524","I usually use this brand because I like the smell.",5,"May 19, 2019","United States"
"Dove","1675945127-525","Have been using this for a while.  Gentle scent and great protection.",5,"November 3, 2018","United States"
"Dove","1675945127-526","Quality you expect with Dove
Recommend",5,"November 5, 2019","United States"
"Dove","1675945127-527","Bought this for my teenagers and they will never use another band and kind!",5,"September 15, 2018","United States"
"Dove","1675945127-528","Best deodorant!!",5,"February 18, 2020","United States"
"Dove","1675945127-529","I like it the most from all antiperspirants. Great smell.",5,"March 22, 2019","United States"
"Dove","1675945127-530","I have used this product for years and like it.",5,"March 10, 2019","United States"
"Dove","1675945127-531","First time using this deodorant and LOVE it.",5,"May 11, 2019","United States"
"Dove","1675945127-532","Great way to shop for these...more for your money!",5,"March 14, 2019","United States"
"Dove","1675945127-533","The scent is great",5,"October 12, 2019","United States"
"Dove","1675945127-534","Wow",5,"January 15, 2020","United States"
"Dove","1675945127-535","Fresh scent and last long.",5,"August 3, 2019","United States"
"Dove","1675945127-536","Perfect",5,"January 4, 2020","United States"
"Dove","1675945127-537","Smell good and works",5,"September 17, 2019","United States"
"Dove","1675945127-538","Great deal! Thank you",5,"August 26, 2019","United States"
"Dove","1675945127-539","Good bargin, A great price too",5,"March 31, 2019","United States"
"Dove","1675945127-540","As expected.",5,"November 13, 2019","United States"
"Dove","1675945127-541","Effective and arrived early.",5,"July 17, 2019","United States"
"Dove","1675945127-542","My favorite.",5,"July 29, 2019","United States"
"Dove","1675945127-543","good",5,"September 11, 2019","United States"
"Dove","1675945127-544","Great deal",5,"July 21, 2019","United States"
"Dove","1675945127-545","Love dove",5,"July 20, 2019","United States"
"Dove","1675945127-546","Effective, light scent, and reasonable price.",3,"July 30, 2020","United States"
"Dove","1675945127-547","Good price",5,"May 15, 2019","United States"
"Dove","1675945127-548","Great deal, good packaging.",5,"January 11, 2019","United States"
"Dove","1675945127-549","Usual products I use",5,"November 14, 2018","United States"
"Dove","1675945127-550","Great",5,"April 18, 2019","United States"
"Dove","1675945127-551","great",5,"March 21, 2019","United States"
"Dove","1675945127-552","Good",5,"December 12, 2018","United States"
"Dove","1675945127-553","Perfect",5,"December 26, 2018","United States"
"Dove","1675945127-554","Excellent",5,"October 7, 2018","United States"
"Dove","1675945127-555","This is advertised as an invisible solid which this brand has. This is just a solid. Misrepresented!!!",1,"August 11, 2022","United States"
"Dove","1675945127-556","Great product, I've been using it for many years by now and I'm very happy with it",5,"April 5, 2016","United States"
"Dove","1675945127-557","I was looking for a lower Aluminum deodorant. The picture of the back of the deodorant ingredient list  does not match what I actually received. This product actually contains 19.5% Aluminum.",1,"February 27, 2022","United States"
"Dove","1675945127-558","this was a good deal, but I found the smell was WAY too strong so I don't even use it",2,"November 17, 2019","United States"
"Dove","1675945127-559","Broke out with terrible rashes in wide areas of underarm pits. Can’t  use reminder nor unopened other two Dove fresh deodorants!",1,"January 18, 2022","United States"
"Dove","1675945127-560","Received product and the tops were broken and product looks old and dried out.  Not able to return or get a replacement",1,"November 1, 2021","United States"
"Dove","1675945127-561","Order was supposed to be for a three pack which cost me $12 and I only received one of the three deodorant.",1,"August 19, 2021","United States"
"Dove","1675945127-562","Doesn’t work on strong body odor",1,"March 3, 2022","United States"
"Dove","1675945127-563","After a few hours, it bunches up into little balls of deodorant under your armpits. Gross.",1,"May 15, 2021","United States"
"Dove","1675945127-564","I have used this brand for many years. They have, however, changed their ingredients and now I am unable to use this. Guess some changes aren't always for the better.",1,"June 2, 2019","United States"
"Dove","1675945127-565","It stinks.  I meant to order the POWDER SCENT.",1,"October 9, 2021","United States"
"Dove","1675945127-566","I bought this product and one deodorant stick did not last me 12 DAYS... I use it twice a day! This is ridiculous!!!",1,"February 10, 2021","United States"
"Dove","1675945127-567","When I received the package, I was supposed to receive a pack of 3 and instead only got two !!!",1,"March 7, 2021","United States"
"Dove","1675945127-568","Works great for my daughter how has very sensitive skin",5,"April 21, 2022","United States"
"Dove","1675945127-569","Description says it's a deodorant. I did not want a antiperspirant. I should be allowed to return when product has not been opened.",1,"June 14, 2020","United States"
"Dove","1675945127-570","I buy this product on a regular basis, but Amazon has a better deal",5,"November 4, 2021","United States"
"Dove","1675945127-571","it leaves stains  on your clothes",1,"March 17, 2020","United States"
"Dove","1675945127-572","Dishes that they delivered it but never received it",1,"December 26, 2019","United States"
"Dove","1675945127-573","This product was not in the box!",1,"October 11, 2019","United States"
"Dove","1675945127-574","This is NOT invisible.  What a rip off.  I paid over $50 for a black bra, worn once and put into the wash.  The underarm area is stained white now.  This deodorant is crap and can destroy your black bras.",1,"July 29, 2021","United States"
"Dove","1675945127-575","There was nothing that I dislike about this product plus it is easy to use, is affective, a good price and
a project I have used for years.",5,"August 20, 2021","United States"
"Dove","1675945127-576","Good product, nice value and an unexpectedly nice fragrance",5,"January 5, 2022","United States"
"Dove","1675945127-577","It's great for my very sensitive skin. Doesn't burn after shaving.",5,"September 23, 2021","United States"
"Dove","1675945127-578","I love the way these smell!",5,"January 26, 2022","United States"
"Dove","1675945127-579","Great product",5,"September 23, 2021","United States"
"Dove","1675945127-580","I love it it smells so good its good for my sensitive skin",5,"April 5, 2022","United States"
"Dove","1675945127-581","I like the dove deodorant, I have very sensitive and this works for me.",5,"June 27, 2021","United States"
"Dove","1675945127-582","Perfect. Thank you",5,"March 12, 2022","United States"
"Dove","1675945127-583","Great smell",5,"March 17, 2022","United States"
"Dove","1675945127-584","Came fast and smells great",5,"August 20, 2021","United States"
"Dove","1675945127-585","Smells nice without being overwhelming. Does a great job of controlling wetness and odor. Plus doesn't bother my skin.",5,"January 22, 2021","United States"
"Dove","1675945127-586","Great value. Love the scent. Works well.",5,"August 21, 2021","United States"
"Dove","1675945127-587","All I will use",5,"August 16, 2021","United States"
"Dove","1675945127-588","Exactly what I ordered and I will order again thank you dove fresh scent deodorant",5,"February 6, 2022","United States"
"Dove","1675945127-589","The best part about the deodorant is that it lasts all day. Just what I needed for doing my physically demanding job I’m the heat.",5,"September 22, 2022","United States"
"Dove","1675945127-590","Add said three Solid Deodorant but only got one.",5,"August 30, 2021","United States"
"Dove","1675945127-591","Dove deodorant is the only deodorant that I will buy. I have very sensitive skin and Dove body wash and deodorant are the only products that I can use. Strongly recommend it for anyone who has sensitive skin",5,"September 12, 2020","United States"
"Dove","1675945127-592","They all was packed , Except for the one but over all they came on time",4,"July 9, 2020","United States"
"Dove","1675945127-593","Well worth the purchase price",5,"January 18, 2021","United States"
"Dove","1675945127-594","Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:00Loaded: 100.00%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:00 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.


            
            
        
    
    








  
  
     I love this deodorant it was a good deal for three",5,"July 9, 2021","United States"
"Dove","1675945127-595","Great",5,"September 11, 2021","United States"
"Dove","1675945127-596","Will buy again",5,"February 7, 2021","United States"
"Dove","1675945127-597","I use solid deoderant underneath my breasts when it's hot and humid in the summertime. Working at home without wearing a bra can result in an unpleasant smell from under my breasts. This deoderant works like regular deoderant in that area, and the scent is very pleasant. And, since I use it under my breasts, I don't care if it leaves a slight white residue.",5,"August 16, 2021","United States"
"Dove","1675945127-598","Scent is amazing and great for my sensitive skin. Price is exceptional for the value you get, I even have mine set as a auto subscription so I never run out. My favorite go to deodorant!!!",5,"January 5, 2023","United States"
"Dove","1675945127-599","Great",5,"November 6, 2021","United States"
"Dove","1675945127-600","Dove is a good brand nice scent and good for sensitive skin needs",4,"August 24, 2021","United States"
"Dove","1675945127-601","This is my favorite deodorant, and with store shelves being a bit bare, it was easy to stock up here and get deodorant at a decent price.",5,"October 22, 2021","United States"
"Dove","1675945127-602","Good value",5,"August 14, 2020","United States"
"Dove","1675945127-603","Great product for great buy",5,"September 14, 2022","United States"
"Dove","1675945127-604","Awesome!",5,"November 13, 2022","United States"
"Dove","1675945127-605","I love this deodorant!! Best one I have ever bought",5,"August 1, 2022","United States"
"Dove","1675945127-606","Love the 3 pack, last for a month with a family of 4",5,"February 25, 2019","United States"
"Dove","1675945127-607","Very good",4,"August 18, 2020","United States"
"Dove","1675945127-608","Just what I ordered.",5,"October 13, 2019","United States"
"Nivea","1675945230-609","It's soft. Excellent smell and dries fast",5,"January 19, 2023","United States"
"Nivea","1675945230-610","This product was shipped from Germany and arrived in the time promised. The packaging was really superior. I'm originally from Germany and  have always used Nivea rollers as they are the best. They are hard to find in USA and if you find them they are way overpriced. Usually friends or family brought some over to me when they visit, but I was running low. So I was searching on the Internet and found this one at Amazon for a decent price.  I could not find the one I usually use (Dry Comfort Plus), so I went with Fresh Natural expecting no or minimal scent. When I tried it for the first time I thought the scent was pretty intense. I will have to get used to it, as I bought a 3 pack. But if I find my preferred scent I will switch back. So the only reason, why I did not give 5 stars is the more intense scent of this product.",4,"October 6, 2016","United States"
"Nivea","1675945230-611","2 of the 3 were broken.... So disapointed",5,"May 25, 2022","United States"
"Nivea","1675945230-612","I'm very happy with this seller. It came packaged  from Germany. And they took great care to make sure that my bottles would not get broken in shipment.  I can't leave any review as to how I like the product because I am buying it for the bottles only so I can make my own deodorant and leave out one ingredient thats really bad for us which is in most all  anti-perspirant's  and that's aluminum. When I watch the YouTube video she was using this exact bottle and it was very easy to pop off the top to fill with the homemade  ingredients  I'm going to use.
 These bottles were an excellent price $10 and some change.They don't come prime but I don't care. I'm going to order me more bottles im very happy with them.  I looked at some of the other bottles that are for sale and after I read the reviews  I don't want to buy inferior bottles that won't last.
So again awesome glass bottles and excellent excellent packaging",5,"September 20, 2016","United States"
"Nivea","1675945230-613","I like the scent and I find it works well for me. It is also gentle on my skin. I find that a roll-on is much gentler than the glide deodorant. The only thing is that sometimes I have to move the ball with my hand to get it going. That's a small thing. I will repurchase. I think this will last me a while.",4,"October 27, 2020","United States"
"Nivea","1675945230-614","I like you can see how much deodorant you have left in the container, though the glass container is a little heavy to take travelling,  love the clean smell which lasts all day",5,"December 2, 2021","United States"
"Nivea","1675945230-615","It’s long time I’m using only Nivea it doesn’t give me any allergies and leave skin soft and fresh.",5,"December 27, 2021","United States"
"Nivea","1675945230-616","Found Nivea deodorants in Spain.  Very difficult to find in the US.  I love the light scent and the fact that it lasts up to 48 hours.
It is a little pricey, but well worth it.  I have tried many American brands, but this does the trick. Amazon is so convenient.",5,"January 13, 2021","United States"
"Nivea","1675945230-617","The scent is really mellow, but overall I like Nivea deodorants",4,"June 1, 2021","United States"
"Nivea","1675945230-618","I was running low on deodorant on a trip to Croatia a year ago.  I went to a store there and bought this product.  I LOVE IT.  I brought back four bottles.  I immediately looked for it here, and can't find it in the stores.  Amazon was next. . So glad to find it.  I now have ten bottles ""in reserve""...  I don't want to ever be without this product again.  It absolutely stops perspiration, and therefore odor.  It's wonderful!!  Wish it was sold in the US.",5,"August 2, 2019","United States"
"Nivea","1675945230-619","I have been trying to find the exact product of this Nivea that I bought from Turkey, and I am so happy to have found it! It smells great and good delivery! I recommend it!",5,"June 26, 2021","United States"
"Nivea","1675945230-620","Lonely Deodorant that works for me!",5,"January 10, 2022","United States"
"Nivea","1675945230-621","I actually first bought this deodorant while I was traveling in Italy and discovered how great it is.  It's really effective-- I don't know that it stops odor for a full 48 hours, especially since I shower daily, but I've definitely never had a problem with it not working all day long.  I've never had any problems with it leaving stains on my clothing, either, and I wear a lot of dark colors so I would notice.  I will say that the ""fresh"" scent is stronger than I thought it would be and next time I would order either scentless or powder or something.",5,"March 4, 2018","United States"
"Nivea","1675945230-622","This product genuinely works for 48 hours. Since I have used it for years, I am positive that it works really well.",5,"August 7, 2021","United States"
"Nivea","1675945230-623","Good product but two bottles was broken inside the box. Bad packaging and bad handling. Not enough air bubbles to protect
glass bottled products.
I need my refund on the broken ones.",3,"July 18, 2021","United States"
"Nivea","1675945230-624","WOW! Sexy and good. I do not understand why the Pearl & beauty cost more?? Same strength but different scent. That is my number one preference! Next time. I have nostalgic connection to Pearl&beauty. And a funny one too. I got it when I was in the hospital with un-diagnosed or misdiagnosed brain cancer. I was not my self, could not read. I used this as perfume:)
I was rubbing it on my gown in the hospital and my corner smelled like heaven:)
This is great too, but I will have the pearl next time",5,"February 2, 2017","United States"
"Nivea","1675945230-625","I've been using this one for many years. It doesn't leave a residue on clothes, it smells fresh, the scent is not strong enough to bother the people around me, but it lasts at least 24 hours.",5,"October 7, 2020","United States"
"Nivea","1675945230-626","I really like this product. Easy to use.",5,"October 18, 2021","United States"
"Nivea","1675945230-627","Deodorant broke out my armpits. Thought it’ll be like the one I always get while in Mexico, but no it isn’t. Would no recommend.",1,"December 9, 2022","United States"
"Nivea","1675945230-628","Bought this in Europe, but can't find in the US.  So ordered online, and as long as I can find at a reasonable rate, I will order more.  Can't say that it is way better than other clear deodorant, but really do like the scent, and the small size for travel.",5,"February 3, 2020","United States"
"Nivea","1675945230-629","Started using this because it was on the ‘Think Dirty’ app as one of the deodorant brands with less carcinogens.  Roll on but dries quick. No sticky residue. Doesn’t leave wet spot on clothes after putting it on.  B. O. has gotten better.  Definitely noticed a difference in my under arm smell. Much better.  Gave a bottle to sister in law and now she uses it too.",5,"July 21, 2018","United States"
"Nivea","1675945230-630","I like it",5,"October 8, 2021","United States"
"Nivea","1675945230-631","This product does not stop working in the middle the day.",5,"April 29, 2021","United States"
"Nivea","1675945230-632","I like your fragrance",5,"August 22, 2021","United States"
"Nivea","1675945230-633","I have always been using Nivea deodorant products and they are the for most the best in every way.",5,"November 8, 2020","United States"
"Nivea","1675945230-634","I really, really hate stick deodorants; they drag horribly at my skin. This Nivea deodorant glides on, with no need to apply any pressure, and leaves a fresh oceanic scent. The scent is fairly neutral; I think it could work for both women and men.
It was also a great antiperspirant in the current heatwave we're having here in New York.",5,"July 1, 2018","United States"
"Nivea","1675945230-635","love it!!",5,"July 31, 2021","United States"
"Nivea","1675945230-636","I have the aerosol version of this from Germany, which smells great.  This version does not smell line that; this scent reminds me of  the bug spray brand ""Off!"".  As far as effectiveness is concerned, it works really well.",4,"July 7, 2017","United States"
"Nivea","1675945230-637","Glad I found this deorant. I'm allergic to SOY which is in everything . Nivea soap and now deodorant have been a life safer. I like the smell of this one it's a soapy fresh scent. Yes it may not last 48 hrs but it's at least ten hours or more. Just nice finding a product without soy.  I do not have red itchy armpits and have a good product. Read directions makes the difference for effectiveness.",5,"April 15, 2016","United States"
"Nivea","1675945230-638","Like the brand Nivea. Used it for years, having second thoughts about this scent and type. As of late it seems like most of this brand have either changed its formula where it doesn't last as long as stated on the bottle. Will start a new search...",2,"November 22, 2021","United States"
"Nivea","1675945230-639","Great deal",5,"June 16, 2021","United States"
"Nivea","1675945230-640","Exelent",5,"July 15, 2021","United States"
"Nivea","1675945230-641","I have tried every deodorant there is and I’ve finally found one that works!! I would have to wear  certain color shirt to  try to hide this way but now I don’t have to worry about that, so happy to of bought this",5,"June 25, 2019","United States"
"Nivea","1675945230-642","These work very well for me and have a nice scent.",5,"December 8, 2020","United States"
"Nivea","1675945230-643","I don’t know why America has so many sub-par products, but thank goodness we have Amazon. This deodorant works so incredibly well, and I only need to apply every 5-7 days. Ultra low scent. I bought this a full year ago and just reordering now.  Very please.",5,"July 6, 2018","United States"
"Nivea","1675945230-644","Love the scent !
Too good.  No patches!",5,"January 3, 2021","United States"
"Nivea","1675945230-645","This deodorant lasts until the last drop. I have even gotten more out of it when I turned the bottle upside down as it gets empty. Have to be careful though that cap is always secured to prevent leaking.",5,"June 25, 2019","United States"
"Nivea","1675945230-646","This works and no aluminum.",5,"February 24, 2021","United States"
